member_id,congress,departure_date,destination,sponsor,document_id,document_url
C001062,116,2019-06-05,"Hot Springs, VA",Congressional Institute,500021452,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021452.pdf
C001062,116,2019-06-05,"Hot Springs, VA",Congressional Institute,500021453,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021453.pdf
C001062,116,2019-05-02,"Baltimore, MD",Congressional Institute,500021166,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021166.pdf
C001062,116,2019-02-20,"Tigard, OR",Farm Foundation,500020746,https://disclosures-clerk.house.gov/gtimages/ST/2019/500020746.pdf
C001062,116,2019-02-20,"Tigard, OR",Farm Foundation,500020747,https://disclosures-clerk.house.gov/gtimages/ST/2019/500020747.pdf
C001062,116,2019-02-20,"Tigard, OR",Farm Foundation,500020749,https://disclosures-clerk.house.gov/gtimages/ST/2019/500020749.pdf
C001062,116,2019-02-20,"Tigard, OR",Farm Foundation,500020753,https://disclosures-clerk.house.gov/gtimages/ST/2019/500020753.pdf
C001062,115,2018-09-21,"New York, NY",Council on Foreign Relations,500020310,https://disclosures-clerk.house.gov/gtimages/ST/2018/500020310.pdf
C001062,115,2018-05-10,"Cambridge, MD",Congressional Institute,500019622,https://disclosures-clerk.house.gov/gtimages/ST/2018/500019622.pdf
C001062,115,2018-05-10,"Cambridge, MD",Congressional Institute,500019624,https://disclosures-clerk.house.gov/gtimages/ST/2018/500019624.pdf
C001062,115,2017-05-11,"Baltimore, MD",The Congressional Institute,500017427,https://disclosures-clerk.house.gov/gtimages/ST/2017/500017427.pdf
C001062,115,2017-05-11,"Baltimore, MD",The Congressional Institute,500017428,https://disclosures-clerk.house.gov/gtimages/ST/2017/500017428.pdf
C001062,115,2017-05-04,"New York, NY",Depository Trust and Clearing Corporation,500017407,https://disclosures-clerk.house.gov/gtimages/ST/2017/500017407.pdf
L000397,118,2023-08-20,"Aspen, CO",Technology Policy Institute,500026891,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026891.pdf
L000397,118,2023-08-12,Kenya,"Aspen Institute, Inc., Bill & Melinda Gates Foundation",500026935,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026935.pdf
L000397,118,2023-08-12,Kenya,"Aspen Institute, Inc. and Bill & Melinda Gates Foundation",500026865,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026865.pdf
L000397,118,2023-08-07,"Stanford, CA",Stanford University,500026830,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026830.pdf
L000397,118,2023-08-06,"Stanford, CA","Stanford University, Good Ventures Foundation, and Institute for Progress",500027036,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027036.pdf
L000397,118,2023-04-01,France,Global Women's Innovation Network,500026148,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026148.pdf
L000397,118,2023-03-16,"Austin, TX",Third Way Foundation,500026000,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026000.pdf
L000397,118,2023-03-13,"New York, NY",Recording Industry Association of America,500026022,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026022.pdf
L000397,118,2023-03-13,"New York, NY",Recording Industry Association of America,500026562,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026562.pdf
L000397,117,2022-09-07,"San Francisco, CA",Global Women's Innovation Network,500025358,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025358.pdf
L000397,115,2017-05-06,"London, United Kingdom",Global Women's Innovation Network,500017523,https://disclosures-clerk.house.gov/gtimages/ST/2017/500017523.pdf
L000397,115,2017-02-18,"Hyderabad, India",Aspen Institute Congressional Program,500016972,https://disclosures-clerk.house.gov/gtimages/MT/2017/500016972.pdf
L000397,115,2017-02-18,"New Delhi, India",Aspen Institute Congressional Program,500016972,https://disclosures-clerk.house.gov/gtimages/MT/2017/500016972.pdf
L000397,114,2016-03-28,"Beijing, China",Aspen Institute Congressional Program,500015530,https://disclosures-clerk.house.gov/gtimages/MT/2016/500015530.pdf
L000397,114,2016-03-28,"Nanjing, China",Aspen Institute Congressional Program,500015530,https://disclosures-clerk.house.gov/gtimages/MT/2016/500015530.pdf
L000397,114,2015-11-09,"Manassas, VA",Semiconductor Industry Association,500014845,https://disclosures-clerk.house.gov/gtimages/ST/2015/500014845.pdf
L000397,114,2015-05-26,"Montreal, Canada",Aspen Institute Congressional Program,500013893,https://disclosures-clerk.house.gov/gtimages/MT/2015/500013893.pdf
L000397,113,2014-04-21,"Paris, France",The Progressive Policy Institute,500011754,https://disclosures-clerk.house.gov/gtimages/ST/2014/500011754.pdf
L000397,113,2014-04-11,"Kyoto, Japan",Aspen Institute Congressional Program,500011553,https://disclosures-clerk.house.gov/gtimages/MT/2014/500011553.pdf
L000397,113,2014-04-11,"Tokyo, Japan",Aspen Institute Congressional Program,500011553,https://disclosures-clerk.house.gov/gtimages/MT/2014/500011553.pdf
B001286,117,2022-03-11,"Middleburg, VA",Center Forward,500024127,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024127.pdf
B001286,117,2021-11-12,"Middleburg, VA",Center Forward,500023816,https://disclosures-clerk.house.gov/gtimages/ST/2021/500023816.pdf
B001286,117,2021-09-09,"San Diego, CA",Aspen Institute Inc.,500023431,https://disclosures-clerk.house.gov/gtimages/MT/2021/500023431.pdf
B001286,116,2019-12-02,"New Orleans, LA",US Association of Former Members of Congress,500022672,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022672.pdf
B001286,116,2019-04-05,"Middleburg, VA",Center Forward,500020860,https://disclosures-clerk.house.gov/gtimages/ST/2019/500020860.pdf
B001286,115,2018-06-30,"Jerusalem, Israel",American Israel Education Foundation,500019968,https://disclosures-clerk.house.gov/gtimages/ST/2018/500019968.pdf
B001286,115,2018-06-30,"Tel Aviv, Israel",American Israel Education Foundation,500019968,https://disclosures-clerk.house.gov/gtimages/ST/2018/500019968.pdf
B001286,115,2018-06-30,"Tiberias, Israel",American Israel Education Foundation,500019968,https://disclosures-clerk.house.gov/gtimages/ST/2018/500019968.pdf
B001286,115,2018-04-13,"Middleburg, VA",Center Forward,500019364,https://disclosures-clerk.house.gov/gtimages/ST/2018/500019364.pdf
B001286,115,2017-08-08,"St. Louis, MO","Growmark, Inc., Illinois Corn Marketing Board, Illinois Soybean Association Checkoff Program",500017925,https://disclosures-clerk.house.gov/gtimages/ST/2017/500017925.pdf
B001286,115,2017-07-06,"Amman, Jordan",Cooperative Assistance for Relief Everywhere (CARE),500017806,https://disclosures-clerk.house.gov/gtimages/MT/2017/500017806.pdf
B001286,115,2017-06-30,"Jerusalem, Israel",J Street Education Fund,500017823,https://disclosures-clerk.house.gov/gtimages/MT/2017/500017823.pdf
B001286,115,2017-06-30,"Tel Aviv, Israel",J Street Education Fund,500017823,https://disclosures-clerk.house.gov/gtimages/MT/2017/500017823.pdf
B001286,115,2017-04-30,"New York, NY",United Nations Foundation,500017341,https://disclosures-clerk.house.gov/gtimages/MT/2017/500017341.pdf
B001286,115,2017-03-24,"Middleburg, VA",Center Forward,500017075,https://disclosures-clerk.house.gov/gtimages/ST/2017/500017075.pdf
B001286,114,2016-07-30,"Jerusalem, Israel",American Israel Education Foundation,500016334,https://disclosures-clerk.house.gov/gtimages/ST/2016/500016334.pdf
B001286,114,2016-07-30,"Tel Aviv, Israel",American Israel Education Foundation,500016334,https://disclosures-clerk.house.gov/gtimages/ST/2016/500016334.pdf
B001286,114,2016-07-30,"Tiberias, Israel",American Israel Education Foundation,500016334,https://disclosures-clerk.house.gov/gtimages/ST/2016/500016334.pdf
B001286,114,2015-10-11,"Havana, Cuba",Illinois-Cuba Working Group,500015644,https://disclosures-clerk.house.gov/gtimages/MT/2016/500015644.pdf
B001286,114,2015-03-20,"Middleburg, VA",Center Forward,500013425,https://disclosures-clerk.house.gov/gtimages/ST/2015/500013425.pdf
M001199,118,2023-05-03,"Hot Springs, VA",Congressional Institute,500026376,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026376.pdf
M001199,118,2023-02-13,"Miami, FL",Global Women's Innovation Network,500025867,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025867.pdf
M001199,117,2022-09-03,Israel,American Israel Education Foundation,500025365,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025365.pdf
M001199,117,2022-07-07,"Cambridge, MD",Conservative Partnership Institute,500024961,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024961.pdf
M001199,117,2022-06-01,"Williamsburg, VA",Congressional Institute,500024696,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024696.pdf
M001199,117,2022-03-22,"Tampa, FL",Florida Ports Council,500024219,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024219.pdf
M001199,117,2022-03-22,"Tampa, FL",Florida Ports Council,500024201,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024201.pdf
M001199,117,2021-10-13,"Williamsburg, VA",Congressional Institute,500023535,https://disclosures-clerk.house.gov/gtimages/ST/2021/500023535.pdf
M001199,116,2020-02-19,"Cape Canaveral, FL",Florida Ports Council,500022808,https://disclosures-clerk.house.gov/gtimages/ST/2020/500022808.pdf
M001199,116,2020-02-19,"Jacksonville, FL",Florida Ports Council,500022808,https://disclosures-clerk.house.gov/gtimages/ST/2020/500022808.pdf
M001199,116,2019-11-09,"Warrenton, VA",Partnership for a Secure America,500022523,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022523.pdf
M001199,116,2019-08-24,"Kharkiv, Ukraine",Atlantic Council,500022201,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022201.pdf
M001199,116,2019-08-24,"Kyiv, Ukraine",Atlantic Council,500022201,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022201.pdf
M001199,116,2019-08-21,"Stanford, CA",Stanford University,500022117,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022117.pdf
M001199,116,2019-06-05,"Hot Springs, VA",Congressional Institute,500021757,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021757.pdf
M001199,116,2019-05-02,"Baltimore, MD",Congressional Institute,500021148,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021148.pdf
M001199,116,2019-04-24,"Cambridge, MA","Massachusetts Insititute of Technology; ClearPath, Inc.",500020992,https://disclosures-clerk.house.gov/gtimages/ST/2019/500020992.pdf
M001199,115,2018-08-04,"Bangkok, Thailand",United Nations Foundation; Bill and Melinda Gates Foundation,500020198,https://disclosures-clerk.house.gov/gtimages/ST/2018/500020198.pdf
M001199,115,2018-08-04,"Dhaka, Bangladesh",United Nations Foundation; Bill and Melinda Gates Foundation,500020198,https://disclosures-clerk.house.gov/gtimages/ST/2018/500020198.pdf
M001199,115,2018-05-26,"Jerusalem, Israel",American Israel Education Foundation,500019908,https://disclosures-clerk.house.gov/gtimages/ST/2018/500019908.pdf
Y000062,116,2019-10-12,"Aspen, CO",Aspen Institute,500022435,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022435.pdf
Y000062,115,2018-08-10,"Jerusalem, Israel",J Street Education Fund; Leonard Hill Charitable Trust,500020168,https://disclosures-clerk.house.gov/gtimages/ST/2018/500020168.pdf
Y000062,115,2018-08-10,"Tel Aviv, Israel",J Street Education Fund; Leonard Hill Charitable Trust,500020168,https://disclosures-clerk.house.gov/gtimages/ST/2018/500020168.pdf
Y000062,115,2017-05-29,"Berlin, Germany",Aspen Institute Congressional Program,500017686,https://disclosures-clerk.house.gov/gtimages/MT/2017/500017686.pdf
Y000062,114,2016-10-13,"New York, NY",NCTA - The Internet and Television Association,500016545,https://disclosures-clerk.house.gov/gtimages/ST/2016/500016545.pdf
Y000062,114,2015-05-26,"Montreal, Canada",Aspen Institute Congressional Program,500013895,https://disclosures-clerk.house.gov/gtimages/MT/2015/500013895.pdf
Y000062,113,2014-03-31,"New Haven, CT",Yale University,500011561,https://disclosures-clerk.house.gov/gtimages/MT/2014/500011561.pdf
Y000062,112,2012-08-12,"Brussels, Belgium",Aspen Institute Congressional Program,500008241,https://disclosures-clerk.house.gov/gtimages/MT/2012/500008241.pdf
Y000062,112,2011-06-03,"Cairo, Egypt",J Street Education Fund,500006103,https://disclosures-clerk.house.gov/gtimages/MT/2011/500006103.pdf
Y000062,112,2011-06-03,"Jerusalem, Israel",J Street Education Fund,500006103,https://disclosures-clerk.house.gov/gtimages/MT/2011/500006103.pdf
Y000062,112,2011-03-20,"Havana, Cuba",The Center for Democracy in the Americas,500005525,https://disclosures-clerk.house.gov/gtimages/MT/2011/500005525.pdf
Y000062,111,2009-10-23,"Bedford, PA",Democratic Leadership Council,500003282,https://disclosures-clerk.house.gov/gtimages/MT/2009/500003282.pdf
S001180,117,2022-05-20,"Ankara, Turkey",Atlantic Council in Turkey,500024555,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024555.pdf
S001180,117,2022-05-20,"Instanbul, Turkey",Atlantic Council,500024555,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024555.pdf
S001180,117,2022-05-20,"Ankara, Turkey",Atlantic Council in Turkey,500024552,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024552.pdf
S001180,116,2019-11-05,"San Francicso, CA",Center Forward,500022541,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022541.pdf
S001180,116,2019-11-05,"San Francisco, CA",Center Forward,500022541,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022541.pdf
S001180,116,2019-11-05,"San Francisco, CA",Center Forward,500022481,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022481.pdf
S001180,116,2019-05-19,"Nashville, TN",U.S. Association of Former Members of Congress,500021519,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021519.pdf
S001180,116,2019-03-18,"Sunnyvale, CA",Information Technology and Innovation Foundation,500020806,https://disclosures-clerk.house.gov/gtimages/ST/2019/500020806.pdf
S001180,115,2018-05-28,"London, United Kingdom",R Street Institute; DrugScience,500019859,https://disclosures-clerk.house.gov/gtimages/ST/2018/500019859.pdf
S001180,115,2017-10-07,"Philadelphia, PA",Pew Cheritable Trusts,500018306,https://disclosures-clerk.house.gov/gtimages/ST/2017/500018306.pdf
S001180,115,2017-08-24,"Gettysburg, PA",National Park Foundation,500018142,https://disclosures-clerk.house.gov/gtimages/ST/2017/500018142.pdf
S001180,115,2017-08-24,"Gettysburg, PA",National Park Foundation,500018162,https://disclosures-clerk.house.gov/gtimages/ST/2017/500018162.pdf
S001180,115,2017-07-01,"Jerusalem, Israel",American Israel Education Foundation,500017845,https://disclosures-clerk.house.gov/gtimages/ST/2017/500017845.pdf
S001180,115,2017-07-01,"Tel Aviv, Israel",American Israel Education Foundation,500017845,https://disclosures-clerk.house.gov/gtimages/ST/2017/500017845.pdf
S001180,115,2017-07-01,"Tiberias, Israel",American Israel Education Foundation,500017845,https://disclosures-clerk.house.gov/gtimages/ST/2017/500017845.pdf
S001180,115,2017-01-05,"Las Vegas, NV",Consumer Technology Association,500016707,https://disclosures-clerk.house.gov/gtimages/ST/2017/500016707.pdf
S001180,114,2016-04-17,"Las Vegas, NV",National Association of Broadcasters,500015650,https://disclosures-clerk.house.gov/gtimages/ST/2016/500015650.pdf
S001180,114,2016-03-18,"Middleburg, VA",Center Forward,500015382,https://disclosures-clerk.house.gov/gtimages/MT/2016/500015382.pdf
S001180,114,2015-05-01,"Berlin, Germany","U.S. Association of Former Members of Congress, Konrad-Adenauer-Stiftung, ZEIT-Stiftung Ebelin un Ge",500013790,https://disclosures-clerk.house.gov/gtimages/MT/2015/500013790.pdf
S001180,114,2015-05-01,"Dresden, Germany","U.S. Association of Former Members of Congress, Konrad-Adenauer-Stiftung, ZEIT-Stiftung Ebelin un Ge",500013790,https://disclosures-clerk.house.gov/gtimages/MT/2015/500013790.pdf
G000590,118,2023-10-27,"Warrenton, VA",Faith and Law Project,500027240,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027240.pdf
G000590,118,2023-10-27,"Warrenton, VA",Faith and Law Project,500027242,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027242.pdf
G000590,118,2023-10-27,"Warrenton, VA",Faith and Law Project,500027252,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027252.pdf
G000590,118,2023-10-27,"Warrenton, VA",Faith and Law Project,500027254,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027254.pdf
G000590,118,2023-10-27,"Warrenton, VA",Faith and Law Project,500027279,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027279.pdf
G000590,118,2023-10-27,"Warrenton, VA",Faith and Law Project,500027246,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027246.pdf
G000590,118,2023-10-27,"Warrenton, VA",The Faith and Law Project,500027247,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027247.pdf
G000590,118,2023-10-27,"Warrenton, VA",Faith and Law Project,500027272,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027272.pdf
G000590,118,2023-10-27,"Warrenton, VA",Faith and Law Project,500027273,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027273.pdf
G000590,118,2023-08-27,Lithuania,"Atlantic Council of the United States, Inc.",500027081,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027081.pdf
G000590,118,2023-08-27,Poland,"Atlantic Council of the United States, Inc.",500027081,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027081.pdf
G000590,118,2023-08-07,"Stanford, CA",Stanford University,500026718,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026718.pdf
G000590,118,2023-08-02,"Cambridge, MD","American Accountability Foundation, Heritage Foundation, and Conservative Partnership",500026704,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026704.pdf
G000590,118,2023-07-29,Israel,American Israel Education Foundation,500026786,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026786.pdf
G000590,118,2023-04-27,"Kansas City, MO",National Football League,500026227,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026227.pdf
G000590,118,2023-04-02,"Stanford, CA",Stanford University,500026196,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026196.pdf
G000590,118,2023-01-12,United Kingdom,Association of Marshall Scholars,500025811,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025811.pdf
G000590,117,2022-11-18,Mexico,American Conservative Union Foundation and Movimiento Restaurador Viva Mexico AC,500025701,https://disclosures-clerk.house.gov/gtimages/MT/2022/500025701.pdf
G000590,117,2022-10-26,"Cambridge, MD",Conservative Partnership Institute,500025626,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025626.pdf
G000590,117,2022-10-14,"Warrenton, VA",Faith and Law Project,500025487,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025487.pdf
R000609,118,2023-05-03,"Hot Springs, VA",Congressional Institute,500026234,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026234.pdf
R000609,118,2023-04-11,"Clewiston, FL","South Florida Agricultural Foundation, Inc.",500026145,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026145.pdf
R000609,118,2023-04-11,"West Palm Beach, FL","South Florida Agricultural Foundation, Inc.",500026145,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026145.pdf
R000609,118,2023-03-31,"Middleburg, VA",Center Forward,500026031,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026031.pdf
R000609,118,2023-03-30,Jordan,Republican Main Street Partnership,500026076,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026076.pdf
R000609,117,2022-05-04,"Williamsburg, VA",Congressional Institute,500024407,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024407.pdf
R000609,117,2022-03-22,"Tampa, FL",Florida Ports Council,500024179,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024179.pdf
R000609,117,2022-03-11,"Middleburg, VA",Center Forward,500024175,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024175.pdf
R000609,117,2022-03-11,"Middleburg, VA",Center Forward,500024149,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024149.pdf
R000609,117,2022-03-03,"San Antonio, Texas",Republican Main Street Partnership,500024064,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024064.pdf
R000609,117,2021-11-12,"Middleburg, VA",Center Forward,500023809,https://disclosures-clerk.house.gov/gtimages/ST/2021/500023809.pdf
R000609,117,2021-10-13,"Williamsburg, VA",Congressional Institute,500023713,https://disclosures-clerk.house.gov/gtimages/ST/2021/500023713.pdf
R000609,117,2021-10-13,"Williamsburg, VA",Congressional Institute,500023512,https://disclosures-clerk.house.gov/gtimages/ST/2021/500023512.pdf
R000609,117,2021-06-17,"Cambridge, MD",Congressional Institute,500023199,https://disclosures-clerk.house.gov/gtimages/ST/2021/500023199.pdf
R000609,116,2020-02-19,"Clewiston, FL",South Florida Agricultural Foundation,500022929,https://disclosures-clerk.house.gov/gtimages/ST/2020/500022929.pdf
R000609,116,2020-02-19,"West Palm Beach, FL",South Florida Agricultural Foundation,500022929,https://disclosures-clerk.house.gov/gtimages/ST/2020/500022929.pdf
R000609,116,2020-02-19,"White Sulpher Springs, WV",Congressional Institute,500022868,https://disclosures-clerk.house.gov/gtimages/ST/2020/500022868.pdf
R000609,116,2020-02-18,"Cape Canaveral, FL",Florida Ports Council,500022855,https://disclosures-clerk.house.gov/gtimages/ST/2020/500022855.pdf
R000609,116,2020-02-18,"Jacksonville, FL",Florida Ports Council,500022855,https://disclosures-clerk.house.gov/gtimages/ST/2020/500022855.pdf
R000609,116,2019-12-04,"New Orleans, LA",US Association of Former Members of Congress,500022653,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022653.pdf
B001292,118,2023-05-19,"Lovettsville, VA",American Society for the Prevention of Cruelty to Animals,500026449,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026449.pdf
B001292,118,2023-05-19,"Lovettsville, VA",American Society for the Prevention of Cruelty to Animals,500026416,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026416.pdf
B001292,118,2023-05-19,"Lovettsville, VA",American Society for the Prevention of Cruelty to Animals,500026417,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026417.pdf
B001292,118,2023-01-12,United Kingdom,Association of Marshall Scholars,500025817,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025817.pdf
B001292,118,2023-01-12,United Kingdom,Association of Marshall Scholars,500025797,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025797.pdf
B001292,116,2019-05-27,"Prague, Czech Republic",Aspen Institute; Carnegie Corporation of New York; Henry Luce Foundation; Rockefeller Brothers Fund;,500021385,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021385.pdf
B001292,116,2019-03-18,"Sunnyvale, CA",Information Technology and Innovation Foundation,500020937,https://disclosures-clerk.house.gov/gtimages/ST/2019/500020937.pdf
B001292,115,2018-05-24,"Helsinki, Finland",The Aspen Institute; Carnegie Corporation of New York; Henry Luce Foundation; Democracy Fund; Rockef,500019824,https://disclosures-clerk.house.gov/gtimages/MT/2018/500019824.pdf
B001292,115,2018-05-24,"Tallinn, Estonia",The Aspen Institute; Carnegie Corporation of New York; Henry Luce Foundation; Democracy Fund; Rockef,500019824,https://disclosures-clerk.house.gov/gtimages/MT/2018/500019824.pdf
B001292,115,2018-04-03,"Palo Alto, CA",Hoover Institution,500019199,https://disclosures-clerk.house.gov/gtimages/ST/2018/500019199.pdf
B001292,115,2017-05-25,"Berlin, Germany",Aspen Institute Congressional Program,500017692,https://disclosures-clerk.house.gov/gtimages/MT/2017/500017692.pdf
B001292,115,2017-02-18,"Hyderabad, India",Aspen Institute Congressional Program,500016951,https://disclosures-clerk.house.gov/gtimages/MT/2017/500016951.pdf
B001292,115,2017-02-18,"New Delhi, India",Aspen Institute Congressional Program,500016951,https://disclosures-clerk.house.gov/gtimages/MT/2017/500016951.pdf
B001292,114,2016-05-27,"Jerusalem, Israel",J Street Education Fund,500016063,https://disclosures-clerk.house.gov/gtimages/MT/2016/500016063.pdf
B001292,114,2016-05-27,"Tel Aviv, Israel",J Street Education Fund,500016063,https://disclosures-clerk.house.gov/gtimages/MT/2016/500016063.pdf
B001292,114,2015-05-27,"Havana, Cuba",Center for Democracy in the Americas,500013879,https://disclosures-clerk.house.gov/gtimages/MT/2015/500013879.pdf
B001292,114,2015-02-06,"Philadephia, PA",Progressive Congress,500013211,https://disclosures-clerk.house.gov/gtimages/MT/2015/500013211.pdf
B001292,114,2015-02-05,"Philadelphia, PA",Progressive Congress,500013176,https://disclosures-clerk.house.gov/gtimages/ST/2015/500013176.pdf
H001082,118,2023-10-27,"Warrenton, VA",Faith and Law Project,500027239,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027239.pdf
H001082,118,2023-08-23,"Cambridge, MD","Conservative Partnership Institute, Inc",500026990,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026990.pdf
H001082,118,2023-05-03,"Hot Springs, VA",Congressional Institute,500026282,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026282.pdf
H001082,118,2023-01-05,"Las Vegas, NV",Consumer Technology Association,500025806,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025806.pdf
H001082,117,2022-10-13,"Richmond, VA",Heritage Foundation,500025505,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025505.pdf
H001082,117,2022-07-07,"Cambridge, MD",Conservative Partnership Institute,500024970,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024970.pdf
H001082,117,2022-06-01,"Williamsburg, VA",Congressional Institute,500024585,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024585.pdf
H001082,117,2022-05-31,"Los Angeles, CA",Motion Picture Association,500024809,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024809.pdf
H001082,117,2022-05-31,"Los Angeles, CA","Motion Picture Association, Inc. (MPA) and NBCUniversal Media",500024704,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024704.pdf
H001082,117,2022-05-04,"Williamsburg, VA",Congressional Institute,500024440,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024440.pdf
H001082,117,2022-04-20,"Jacksonville, FL",Heritage Foundation,500024283,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024283.pdf
H001082,117,2022-04-19,"Clewiston, FL",South Florida Agricultural Foundation Inc,500024383,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024383.pdf
H001082,117,2022-04-19,"West Palm Beach, FL",South Florida Agricultural Foundation Inc,500024383,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024383.pdf
H001082,117,2021-06-17,"Cambridge, MD",Congressional Institute,500023250,https://disclosures-clerk.house.gov/gtimages/ST/2021/500023250.pdf
H001082,116,2020-02-19,"White Sulpher Springs, WV",Congressional Institute,500022805,https://disclosures-clerk.house.gov/gtimages/ST/2020/500022805.pdf
H001082,116,2019-07-21,"Calgary, Canada",US Association of Former Members of Congress,500021848,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021848.pdf
H001082,116,2019-07-21,"Ottawa, Canada",US Association of Former Members of Congress,500021848,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021848.pdf
H001082,116,2019-07-21,"Winnipeg, Canada",US Association of Former Members of Congress,500021848,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021848.pdf
H001082,116,2019-06-05,"Hot Springs, VA",Congressional Institute,500021406,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021406.pdf
H001082,116,2019-05-02,"Baltimore, MD",Congressional Institute,500021215,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021215.pdf
S001190,118,2023-08-22,Norway,"Aspen Institute, Inc., Breakthrough Energy Foundation, and Climate Imperative",500027062,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027062.pdf
S001190,118,2023-08-05,Israel,American Israel Education Foundation,500026812,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026812.pdf
S001190,118,2023-05-11,"Atlanta, GA",United Nations Foundation and Bill & Melinda Gates Foundation,500026448,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026448.pdf
