hearing_congress,hearing_chamber,hearing_committee_id,hearing_date,hearing_description
117,house,HSAP,2022-05-25,Fiscal Year 2023 Budget Request for the United States Secret Service
117,house,HSAP,2022-05-25,The Infant Formula Crisis
117,house,HSAP,2022-05-25,Defense Health and Medical Readiness
117,house,HSAP,2022-05-25,Fiscal Year 2023 Budget Request for the Federal Emergency Management Agency
117,house,HSAP,2022-05-25,Fiscal Year 2023 Member Day Hearing
117,house,HSAP,2022-05-25,Fiscal Year 2023 Member Day
117,house,HSAP,2022-05-25,Tackling Teacher Shortages
117,house,HSAP,2022-05-24,Fiscal Year 2023 Member Day
117,house,HSAP,2022-05-24,National Guard and Reserve
117,house,HSAP,2022-05-24,FY 2023 Member Day
117,house,HSAP,2022-05-19,"Office of the Director of National Intelligence, Central Intelligence Agency and Office of the Under Secretary of Defense for Intelligence &amp; Security Overview (CLOSED)"
117,house,HSAP,2022-05-19,Fiscal Year 2023 Member Day Hearing
117,house,HSAP,2022-05-18,Fiscal Year 2023 Member Day Hearing (CLOSED)
117,house,HSAP,2022-05-18,Fiscal Year 2023 Budget Request for the National Park Service
117,house,HSAP,2022-05-18,"Fiscal Year 2023 Commerce, Justice, Science, and Related Agencies Member Day"
117,house,HSAP,2022-05-18,Fiscal Year 2023 Member Day Hearing
117,house,HSAP,2022-05-18,Fiscal Year 2023 Budget Request for the Internal Revenue Service
117,house,HSAP,2022-05-18,Navy and Marine Corps Installations and Quality of Life Update
117,house,HSAP,2022-05-18,Fiscal Year 2023 Budget Request for the Federal Trade Commission and the Securities and Exchange Commission
117,house,HSAP,2022-05-18,Fiscal Year 2023 United States Navy and Marine Corps Budget
117,house,HSAP,2022-05-18,Fiscal Year 2023 Budget Request for the Transportation Security Agency
117,house,HSAP,2022-05-18,Fiscal Year 2023 United States Navy and Marine Corps Budget
117,house,HSAP,2022-05-17,Fiscal Year 2023 Budget Request for the Office of Management and Budget
117,house,HSAP,2022-05-17,Fiscal Year 2023 Budget Request for the U.S. Immigration and Customs Enforcement
117,house,HSAP,2022-05-17,United States Indo-Pacific Command (CLOSED)
117,house,HSAP,2022-05-17,Fiscal Year 2023 Member Day Hearing
117,house,HSAP,2022-05-17,FY23 VA Electronic Health Record Modernization Budget Hearing
117,house,HSAP,2022-05-17,Fiscal Year 2023 United States Army Budget
117,house,HSAP,2022-05-17,Fiscal Year 2023 Budget Request for the National Aeronautics and Space Administration
117,house,HSAP,2022-05-13,Fiscal Year 2023 United States Air Force and Space Force Budget
117,house,HSAP,2022-05-13,Fiscal Year 2023 Member Day Hearing
117,house,HSAP,2022-05-12,FY 2023 Budget Request for the Department of Energy Science and Energy Programs
117,house,HSAP,2022-05-12,Fiscal Year 2023 Budget Request for the Arts
117,house,HSAP,2022-05-12,Army Installations and Quality of Life
117,house,HSAP,2022-05-12,Fiscal Year 2023 Budget Request for the United States Coast Guard
117,house,HSAP,2022-05-12,"Healthy Aging: Maximizing the Independence, Well-being, and Health of Older Adults"
117,house,HSAP,2022-05-12,National Reconnaissance Office and National Geospatial-Intelligence Agency FY2023 Budget and Posture (CLOSED)
117,house,HSAS,2022-12-13,"H. Res. 1475, a resolution of inquiry requesting the President and directing the Secretary of Defense to transmit to the House of Representatives any record created on or after January 21, 2021, under the control of the President or the Secretary, respectively, that refers to the Department of Defense and includes certain terms and phrases relating to gender, or a related measure, and for other purposes"
117,house,HSAS,2022-09-21,Update on the Implementation of Recommendations of the Independent Review Commission on Sexual Assault in the Military and the Establishment of the Office of Special Trial Counsel
117,house,HSAS,2022-07-19,Fiscal Year 2023 Readiness Program Update
117,house,HSAS,2022-06-22,the National Defense Authorization Act for Fiscal Year 2023
117,house,HSAS,2022-06-09,the National Defense Authorization Act for Fiscal Year 2023
117,house,HSAS,2022-06-09,the National Defense Authorization Act for Fiscal Year 2023
117,house,HSAS,2022-06-09,the National Defense Authorization Act for Fiscal Year 2023
117,house,HSAS,2022-06-08,the National Defense Authorization Act for Fiscal Year 2023
117,house,HSAS,2022-06-08,the National Defense Authorization Act for Fiscal Year 2023
117,house,HSAS,2022-06-08,the National Defense Authorization Act for Fiscal Year 2023
117,house,HSAS,2022-06-08,the National Defense Authorization Act for Fiscal Year 2023
117,house,HSAS,2022-05-19,Air Force Projection Forces Aviation Programs and Capabilities related to the FY2023 Presidents Budget Request
117,house,HSAS,2022-05-18,Professional Military Education and the National Defense Strategy
117,house,HSAS,2022-05-18,"Department of Defense Information Technology, Digital Developments, and Artificial Intelligence for Fiscal Year 2023"
117,house,HSAS,2022-05-18,Department of the Navy Fiscal Year 2023 Budget Request for Seapower and Projection Forces
117,house,HSAS,2022-05-17,FY23 Request for Nuclear Forces and Atomic Energy Defense Activities
117,house,HSAS,2022-05-17,FY23 Request for Nuclear Forces and Atomic Energy Defense Activities
117,house,HSAS,2022-05-17,Fiscal Year 2023 Army Modernization Programs
117,house,HSAS,2022-05-13,Fiscal Year 2023 Marine Corps Modernization Programs
117,house,HSAS,2022-05-12,"Reviewing Department of Defense Science and Technology Strategy, Policy, and Programs for Fiscal Year 2023: Accelerating the Pace of Innovation"
117,house,HSAS,2022-05-12,Department of the Army Fiscal Year 2023 Budget Request
117,house,HSAS,2022-05-11,Fiscal Year 2023 Budget Request for Missile Defense and Missile Defeat Programs
117,house,HSAS,2022-05-11,Fiscal Year 2023 Defense Budget Request from the Department of the Navy
117,house,HSAS,2022-04-28,A Review of the Fiscal Year 2023 Budget Request for U.S. Special Operations Forces and Command
117,house,HSAS,2022-04-28,F-35 Sustainment
117,house,HSAS,2022-04-28,Member Day
117,house,HSAS,2022-04-27,Fiscal Year 2023 Budget Request of the Department of Defense for Fixed-Wing Tactical and Training Aircraft Programs
117,house,HSAS,2022-04-27,Department of the Air Force Fiscal Year 2023 Budget Request
117,house,HSAS,2022-04-06,FY23 National Space Programs
117,house,HSAS,2022-04-06,FY23 National Security Space Programs
117,house,HSAS,2022-04-05,Operations in Cyberspace and Building Cyber Capabilities Across the Department of Defense
117,house,HSAS,2022-04-05,Fiscal Year 2023 Defense Budget Request
117,house,HSAS,2022-04-01,"Hearing to Review Department of Defense Strategy, Policy, and Programs for Countering Weapons of Mass Destruction for Fiscal Year 2023"
117,house,HSAS,2022-03-31,Seapower Projection Forces and Readiness Subcommittee Joint Hearing: Posture and Readiness of the Mobility Enterprise
117,house,HSAS,2022-03-31,Updates on Modernization of Conventional Ammunition Production
117,house,HSAS,2022-03-30,Patient Safety and Quality of Care in the Military Health System
117,house,HSAS,2022-03-30,National Security Challenges and U.S. Military Activities in Europe
117,house,HSAS,2022-03-17,Defense Intelligence Posture To Support The Warfighter And Policy Makers
117,house,HSAS,2022-03-17,National Security Challenges and U.S. Military Activities in the Greater Middle East and Africa
117,house,HSAS,2022-03-16,"Energy, Installations, and Environment Program Update"
117,house,HSAS,2022-03-09,National Security Challenges and U.S. Military Activities in the Indo-Pacific Region
117,house,HSAS,2022-03-08,National Security Challenges and U.S. Military Activity in North and South America
117,house,HSAS,2022-03-03,State of the Surface Navy
117,house,HSAS,2022-03-02,Assessing the Effectiveness of Suicide Prevention Programs
117,house,HSAS,2022-03-01,FY23 Strategic Forces Posture Hearing
117,house,HSAS,2022-03-01,Engagement with Allies and Partners
117,house,HSAS,2022-02-08,Military Personnel Talent Management Modernization and the Effects of Legacy Policies
117,house,HSAS,2022-01-19,"Jurisdiction, Investigation, and Prosecution of Sexual Assault and Harassment in the National Guard"
117,house,HSAS,2022-01-11,"Red Hill Bulk Storage Facility: The Current Crisis, the Response, and the Way Forward"
117,house,HSAS,2021-12-02,Minding the Gap: How Operational Energy Can Help Us Address Logistics Challenges
117,house,HSAS,2021-10-28,&quot;Depot Modernization and Optimization&quot;
117,house,HSAS,2021-09-29,Ending the U.S. Military Mission in Afghanistan
117,house,HSAS,2021-09-01,Markup of H.R. 4350 - National Defense Authorization Act for Fiscal Year 2022
117,house,HSAS,2021-07-29,H.R. 4350 - National Defense Authorization Act for Fiscal Year 2022
117,house,HSAS,2021-07-29,H.R. 4350 - National Defense Authorization Act for Fiscal Year 2022
117,house,HSAS,2021-07-29,H.R. 4350 - National Defense Authorization Act for Fiscal Year 2022
117,house,HSAS,2021-07-28,H.R. 4350 - National Defense Authorization Act for Fiscal Year 2022
117,house,HSAS,2021-07-28,H.R. 4350 - National Defense Authorization Act for Fiscal Year 2022
117,house,HSAS,2021-07-28,H.R. 4350 - National Defense Authorization Act for Fiscal Year 2022
117,house,HSAS,2021-07-28,H.R. 4350 - National Defense Authorization Act for Fiscal Year 2022
117,house,HSED,2022-12-07,Examining the Policies and Priorities of the Corporation for National and Community Service
117,house,HSED,2022-11-17,Business Meeting to Approve New Subcommittee Assignments
117,house,HSED,2022-11-17,Unsafe and Untenable: Examining Workplace Protections for Warehouse Workers
117,house,HSED,2022-09-21,Examining the Administration of the Unemployment Insurance System
117,house,HSED,2022-09-20,"Back to School: Meeting Students Academic, Social and Emotional Needs"
117,house,HSED,2022-09-15,Business Meeting to approve new subcommittee assignments
117,house,HSED,2022-09-15,"H.Res. 1295 - Of inquiry directing the Secretary of Education to transmit certain documents to the House of Representatives relating to the Department of Education&#39;s cost estimates for the Secretary&#39;s waivers related to public service loan forgiveness and income-driven repayment; H.Res. 1296 - Of inquiry requesting the President and directing the Secretary of Education to transmit, respectively, certain documents to the House of Representatives relating to the legal authority to forgive Federal student loan debt, and H.Res. 1273 - Of inquiry directing the President to provide certain documents in the President&#39;s possession to the House of Representatives relating to communication between the executive branch and the American Federation of Teachers regarding reopening schools and supporting safe, in-person learning"
117,house,HSED,2022-09-14,In Solidarity: Removing Barriers to Organizing
117,house,HSED,2022-09-08,An Ounce of Prevention: Investments in Juvenile Justice Programs
117,house,HSED,2022-09-07,Children at Risk: Examining Workplace Protections for Child Farmworkers
117,house,HSED,2022-07-28,Essential but Undervalued: Examining Workplace Protections for Domestic Workers
117,house,HSED,2022-07-27,"H.R.2193 - Asuncion Valdivia Heat Illness and Fatality Prevention Act of 2021, and H.R. 8450 - To reauthorize child nutrition programs, and for other purposes"
117,house,HSED,2022-07-20,Second Class Workers: Assessing H2 Visa Programs Impact on Workers
117,house,HSED,2022-06-29,The History and Continued Contributions of Tribal Colleges and Universities
117,house,HSED,2022-06-23,Examining the Policies and Priorities of the U.S. Department of Agricultures Food and Nutrition Service
117,house,HSED,2022-06-14,Examining the Policies and Priorities of the U.S. Department of Labor
117,house,HSED,2022-05-26,Examining the Policies and Priorities of the U.S. Department of Education
117,house,HSED,2022-05-25,Examining the Policies and Priorities of the Occupational Safety and Health Administration
117,house,HSED,2022-05-24,Examining the Policies and Priorities of the Bureau of Indian Education&quot;
117,house,HSED,2022-05-18,"H.R. 604, the Reopen and Rebuild Americas Schools Act (RRASA); H.R. 7701, the Wage Theft Prevention and Wage Recovery Act; H.R. 5407, the Enhancing Mental Health and Suicide Prevention Through Campus Planning Act; H.R. 6493, the Campus Prevention and Recovery Services for Students Act of 2022; H.R. _____ Mental Health Matters Act, or a related measure, to direct the Secretary of Health and Human Services to identify, review, and implement effective interventions in Head Start programs, and for other purposes.&quot;"
117,house,HSED,2022-05-17,Examining Ways to Improve the Juvenile Justice System and Support America&#39;s Young People
117,house,HSED,2022-05-11,Standing Up for Workers: Preventing Wage Theft and Recovering Stolen Wages
117,house,HSED,2022-04-27,Examining the Policies and Priorities of the Equal Employment Opportunity Commission and the Office of Federal Contract Compliance Programs
117,house,HSED,2022-04-06,Examining the Policies and Priorities of the U.S. Department of Health and Human Services
117,house,HSED,2022-04-05,"H.R. 7309, Workforce Innovation and Opportunity Act of 2022, and H.R. 7310, Protecting Americas Retirement Security Act"
117,house,HSED,2022-03-16,"H.R. 6102, Black Lung Benefits Improvement Act of 2021; H.R. 5129, Community Services Block Grant Modernization Act of 2021; H.R. 2499, Federal Firefighters Fairness Act of 2021; H.R. 5428, School Shooting Safety and Preparedness Act; H.R. 3114, Longshore and Harbor Workers COVID19 Compensation Act of 2021, and H.R. 6087, Improving Access to Workers Compensation for Injured Federal Workers Act.&quot;"
117,house,HSED,2022-03-02,Investing in Economic Mobility: The Important Role of Hispanic Serving Institutions and Other Minority Serving Institutions
117,house,HSED,2022-03-01,Improving Retirement Security and Access to Mental Health Benefits
117,house,HSED,2022-02-17,"Exploring Pathways to Affordable, Universal Health Coverage"
117,house,HSED,2022-02-16,"Serving All Students: Promoting a Healthier, More Supportive School Environment"
117,house,HSED,2022-02-16,Business Meeting to Approve New Subcommittee Assignments
117,house,HSED,2021-12-02,Strengthening the Safety Net for Injured Workers
117,house,HSED,2021-12-01,Examining the Policies and Priorities of the Corporation for National and Community Service
117,house,HSED,2021-11-17,Examining the Implementation of COVID-19 Education Funds
117,house,HSED,2021-11-10,"H.R. 5891, the Retirement Improvement and Savings Enhancement Act"
117,house,HSED,2021-11-04,Closing the Courthouse Doors: The Injustice of Forced Arbitration Agreements
117,house,HSED,2021-11-03,A Call to Action: Modernizing the Community Services Block Grant
117,house,HSED,2021-10-27,Examining the Policies and Priorities of the Office of Federal Student Aid
117,house,HSED,2021-10-26,Protecting Lives and Livelihoods: Vaccine Requirements and Employee Accommodations
117,house,HSED,2021-10-06,Homecoming: The Historical Roots and Continued Contributions of HBCUs
117,house,HSED,2021-09-30,Protecting Students and Taxpayers: Improving the Closed School Discharge Process
117,house,HSED,2021-09-29,Back to School: Highlighting Best Practices for Safely Reopening Schools
117,house,HSED,2021-09-28,How to Save a Life: Successful Models for Protecting Communities from COVID-19
117,house,HSED,2021-09-09,"Committee Print to comply with the reconciliation directive included in section 2002 of the Concurrent Resolution on the Budget for Fiscal Year 2022, S. Con. Res. 14."
117,house,HSED,2021-07-29,"Keeping the Pell Grant Promise: Increasing Enrollment, Supporting Success"
117,house,HSED,2021-07-28,Food for Thought: Examining Federal Nutrition Programs for Young Children and Infants
117,house,HSED,2021-07-21,Phasing Out Subminimum Wages: Supporting the Transition to Competitive Integrated Employment for Workers with Disabilities
117,house,HSED,2021-07-20,Care for Our Communities: Investing in the Direct Care Workforce
117,house,HSED,2021-07-15,"H.R. 2119, the Family Violence Prevention and Services Improvement Act of 2021; H.R. 3992, the Protect Older Job Applicants Act; H.R. 729, the Strength in Diversity Act of 2021, and H.R. 730, the Equity and Inclusion Enforcement Act of 2021"
117,house,HSED,2021-06-24,Examining the Policies and Priorities of the U.S. Department of Education
117,house,HSED,2021-06-23,"Examining Pathways to Build a Stronger, More Inclusive Retirement System"
117,house,HSED,2021-06-16,Examining the Policies and Priorities of the U.S. Department of Health and Human Services
117,house,HSED,2021-06-15,Workforce Innovation and Opportunity Act Reauthorization: Examining Successful Models of Employment for Justice-Involved Individuals
117,house,HSED,2021-06-10,Ending Child Hunger: Priorities for Child Nutrition Reauthorization
117,house,HSED,2021-06-09,Examining the Policies and Priorities of the U.S. Department of Labor
117,house,HSED,2021-05-27,Workforce Innovation and Opportunity Act Reauthorization: Creating Employment Pathways for Dislocated Workers
117,house,HSED,2021-05-26,"H.R. 3110, Providing Urgent Maternal Protections for Nursing Mothers Act; H.R. 2062, Protecting Older Workers Against Discrimination Act"
117,house,HSED,2021-05-19,Picking up the Pieces: Strengthening Connections with Students Experiencing Homelessness and Children in Foster Care
117,house,HSED,2021-05-13,Workforce Innovation and Opportunity Act Reauthorization: Creating Opportunities for Youth Employment
117,house,HSED,2021-05-12,Examining the Policies and Priorities of the U.S. Department of Agricultures Food and Nutrition Service
117,house,HSIF,2022-12-14,H. Res. 1476
117,house,HSIF,2022-09-21,24 bills
117,house,HSIF,2022-09-14,Five Health Bills
117,house,HSIF,2022-07-20,Six Bills
117,house,HSIF,2022-07-19,Roe Reversal: The Impacts of Taking Away the Constitutional Right to an Abortion
117,house,HSIF,2022-07-13,Five Bills
117,house,HSIF,2022-06-30,No Time to Waste: Solutions for Americas Broken Recycling System
117,house,HSIF,2022-06-29,"Investing in Public Health: Legislation to Support Patients, Workers, and Research"
117,house,HSIF,2022-06-28,Protecting Americas Seniors: Oversight of Private Sector Medicare Advantage Plans
117,house,HSIF,2022-06-23,Eight Bills
117,house,HSIF,2022-06-22,"Legislative Hearing to Strengthen Energy Infrastructure, Efficiency, and Financing"
117,house,HSIF,2022-06-15,Seven Bills
117,house,HSIF,2022-06-14,&quot;Protecting Americas Consumers: Bipartisan Legislation to Strengthen Data Privacy and Security&quot;
117,house,HSIF,2022-05-26,Legislative Hearing to Protect Consumers and Strengthen the Economy
117,house,HSIF,2022-05-25,&quot;Formula Safety and Supply: Protecting the Health of America&#39;s Babies&quot;
117,house,HSIF,2022-05-24,Strengthening our Communications Networks: Legislation to Connect and Protect
117,house,HSIF,2022-05-18,Six Health Bills
117,house,HSIF,2022-05-17,&quot;The Fiscal Year 2023 EPA Budget&quot;
117,house,HSIF,2022-05-12,Modernizing Hydropower: Licensing and Reforms for a Clean Energy Future
117,house,HSIF,2022-05-11,Six Health Bills
117,house,HSIF,2022-04-28,The Fiscal Year 2023 DOE Budget
117,house,HSIF,2022-04-27,The Fiscal Year 2023 HHS Budget
117,house,HSIF,2022-04-06,Gouged at the Gas Station: Big Oil and America&#39;s Pain at the Pump
117,house,HSIF,2022-04-05,Communities in Need: Legislation to Support Mental Health and Well-Being
117,house,HSIF,2022-03-31,Connecting America: Oversight of the FCC
117,house,HSIF,2022-03-30,&quot;FDA User Fee Reauthorization: Ensuring Safe and Effective Medical Devices&quot;
117,house,HSIF,2022-03-29,Trusting the Tap: Upgrading Americas Drinking Water Infrastructure
117,house,HSIF,2022-03-17,The Future of Medicine: Legislation to Encourage Innovation and Improve Oversight
117,house,HSIF,2022-03-16,5G and Beyond: Exploring the Next Wireless Frontier
117,house,HSIF,2022-03-09,"&quot;Changing Times: Revisiting Spring Forward, Fall Back&quot;"
117,house,HSIF,2022-03-08,&quot;Charging Forward: Securing American Manufacturing and Our EV Future&quot;
117,house,HSIF,2022-03-02,Lessons from the Frontline: COVID-19s Impact on American Health Care
117,house,HSIF,2022-03-01,&quot;Holding Big Tech Accountable: Legislation to Protect Online Users&quot;
117,house,HSIF,2022-02-17,&quot;Americans in Need: Responding to the National Mental Health Crisis&quot;
117,house,HSIF,2022-02-16,Connecting America: Oversight of NTIA
117,house,HSIF,2022-02-15,&quot;Back from the Brink: Restoring Brownfield Sites to Economic Engines&quot;
117,house,HSIF,2022-02-08,ARPA-H: The Next Frontier of Biomedical Research
117,house,HSIF,2022-02-03,FDA User Fee Reauthorization: Ensuring Safe and Effective Drugs and Biologics
117,house,HSIF,2022-02-02,Pandemic Profiteers: Legislation to Stop Corporate Price Gouging
117,house,HSIF,2022-01-20,&quot;Cleaning Up Cryptocurrency: The Energy Impacts of Blockchains&quot;
117,house,HSIF,2021-12-09,Holding Big Tech Accountable: Legislation to Build a Safer Internet
117,house,HSIF,2021-12-08,The Future of Biomedicine: Translating Biomedical Research into Personalized Health Care&quot;
117,house,HSIF,2021-12-07,Securing our Energy Infrastructure: Legislation to Enhance Pipeline Reliability
117,house,HSIF,2021-12-02,The Overdose Crisis: Interagency Proposal to Combat Illicit Fentanyl-Related Substances
117,house,HSIF,2021-12-01,Holding Big Tech Accountable: Targeted Reforms to Techs Legal Immunity
117,house,HSIF,2021-11-17,"Eight Health Bills, Two Communications and Technology Bills, and Two Consumer Protection and Commerce Bills"
117,house,HSIF,2021-11-16,Securing Americas Future: Supply Chain Solutions for a Clean Energy Economy
117,house,HSIF,2021-11-04,Nine Health Bills
117,house,HSIF,2021-11-03,H.R. 1218 and H.R. 2501
117,house,HSIF,2021-10-27,&quot;TSCA and Public Health: Fulfilling the Promise of the Lautenberg Act&quot;
117,house,HSIF,2021-10-26,"Caring for America: Legislation to Support Patients, Caregivers, and Providers"
117,house,HSIF,2021-10-21,"&quot;Offshore Wind, Onshore Benefits: Growing the Domestic Wind Energy Industry&quot;"
117,house,HSIF,2021-10-20,&quot;Enhancing Public Health: Legislation to Protect Children and Families&quot;
117,house,HSIF,2021-10-14,Investing in American Jobs: Legislation to Strengthen Manufacturing and Competitiveness
117,house,HSIF,2021-10-06,Strengthening Our Communications Networks to Meet the Needs of Consumers
117,house,HSIF,2021-09-30,"&quot;A Level Playing Field: College Athletes Rights to Their Name, Image, and Likeness&quot;"
117,house,HSIF,2021-09-29,Protecting Communities from Industrial Accidents: Revitalizing the Chemical Safety Board
117,house,HSIF,2021-09-22,&quot;Putting Kids First: Addressing COVID-19&#39;s Impacts on Children&quot;
117,house,HSIF,2021-09-13,the Build Back Better Act
117,house,HSIF,2021-09-09,&quot;The Future of Biomedicine: Translating Biomedical Research into Personalized Health Care&quot;
117,house,HSBA,2022-09-14,When Banks Leave: The Impacts of De-Risking on the Caribbean and Strategies for Ensuring Financial Access
117,house,HSBA,2022-09-08,Accounting Standards in the 21st Century
117,house,HSBA,2022-07-27,Markup on Various Measures
117,house,HSBA,2022-07-20,Housing in America: Oversight of the Federal Housing Finance Agency
117,house,HSBA,2022-07-19,"Thoughts and Prayers Are Not Enough: How Mass Shootings Harm Communities, Local Economies, and Economic Growth"
117,house,HSBA,2022-07-19,Oversight of the SEC&#39;s Division of Enforcement
117,house,HSBA,2022-07-13,Better Together: Examining the Unified Proposed Rule to Modernize the Community Reinvestment Act
117,house,HSBA,2022-06-30,Task Force on Financial Technology: Combatting Tech Bro Culture: Understanding Obstacles to Investments in Diverse-Owned Fintechs
117,house,HSBA,2022-06-29,"Boom and Bust: Inequality, Homeownership, and the Long-Term Impacts of the Hot Housing Market"
117,house,HSBA,2022-06-28,"Where Have All the Houses Gone? Private Equity, Single Family Rentals, and Americas Neighborhoods"
117,house,HSBA,2022-06-23,"Full Committee Hearing entitled, Monetary Policy and the State of the Economy"
117,house,HSBA,2022-06-22,Markup on Various Measures
117,house,HSBA,2022-06-14,Markup on Various Measures
117,house,HSBA,2022-05-26,Digital Assets and the Future of Finance: Examining the Benefits and Risks of a U.S. Central Bank Digital Currency
117,house,HSBA,2022-05-25,Hearing: Reauthorization and Reform of the National Flood Insurance Program
117,house,HSBA,2022-05-24,"Diversity Includes Disability: Exploring Inequities in Financial Services for Persons with Disabilities, Including Those Newly Disabled Due to Long-Term COVID"
117,house,HSBA,2022-05-17,Markup on Various Measures
117,house,HSBA,2022-05-13,Task Force on Artificial Intelligence: Keeping Up with the Codes Using AI for Effective RegTech
117,house,HSBA,2022-05-12,The Annual Report of the Financial Stability Oversight Council
117,house,HSBA,2022-05-11,A Notch Above? Examining the Bond Rating Industry
117,house,HSBA,2022-04-28,Task Force on Financial Technology: Whats in Your Digital Wallet? A Review of Recent Trends in Mobile Banking and Payments
117,house,HSBA,2022-04-28,Oversight of the Financial Crimes Enforcement Network
117,house,HSBA,2022-04-27,Consumers First: Semi-Annual Report of the Consumer Financial Protection Bureau
117,house,HSBA,2022-04-20,A Matter of Life and Death: Improving Fire Safety in Federally Assisted Housing
117,house,HSBA,2022-04-06,The Annual Testimony of the Secretary of the Treasury on the State of the International Financial System
117,house,HSBA,2022-04-05,An Enduring Legacy: The Role of Financial Institutions in the Horrors of Slavery and the Need for Atonement
117,house,HSBA,2022-03-31,The End of Overdraft Fees? Examining the Movement to Eliminate the Fees Costing Consumers Billions
117,house,HSBA,2022-03-30,Oversight of America&#39;s Stock Exchanges: Examining Their Role in Our Economy
117,house,HSBA,2022-03-30,Artificial Intelligence Task Force: Keeping Up with the Codes Using AI for Effective RegTech
117,house,HSBA,2022-03-29,"Devalued, Denied, and Disrespected: How Home Appraisal Bias and Discrimination Are Hurting Homeowners and Communities of Color"
117,house,HSBA,2022-03-17,Markup of Various Measures
117,house,HSBA,2022-03-08,"The Inflation Equation: Corporate Profiteering, Supply Chain Bottlenecks, and COVID-19"
117,house,HSBA,2022-03-02,Monetary Policy and the State of the Economy
117,house,HSBA,2022-02-17,"Small Business, Big Impact: Ensuring Small and Minority-owned Businesses Share in the Economic Recovery"
117,house,HSBA,2022-02-16,An Unprecedented Investment for Historic Results: How Federal Support for MDIs and CDFIs Have Launched a New Era for Disadvantaged Communities
117,house,HSBA,2021-02-04,More than a Shot in the Arm: The Need for Additional COVID-19 Stimulus
117,house,HSBA,2021-02-03,Organizational Meeting
117,house,HSFA,2022-09-15,Learning Loss in Latin America and the Caribbean: Building Better Education Systems in the Wake of the Pandemic
117,house,HSFA,2022-09-15,The Sustainable Development Goals and Recovery from the COVID-19 Pandemic: Implications for U.S. Policy
117,house,HSFA,2022-09-14,Markup of Various Measures
117,house,HSFA,2022-09-14,Strengthening U.S. Engagement in Central Asia
117,house,HSFA,2022-07-28,Markup of Various Measures
117,house,HSFA,2022-07-28,Countering Gray Zone Coercion in the Indo-Pacific
117,house,HSFA,2022-07-27,Challenges Facing Global Food Security
117,house,HSFA,2022-07-20,Russia in the Western Hemisphere: Assessing Putin&#39;s Malign Influence in Latin America and the Caribbean
117,house,HSFA,2022-07-20,Russian War Crimes in Southern and Eastern Ukraine
117,house,HSFA,2022-07-19,Assessing the U.S. Economic Policy Response to Russias Invasion of Ukraine
117,house,HSFA,2022-07-14,"Examining the U.S. Interest in Regional Security Cooperation in the Middle East and North Africa: Opportunities, Obstacles, and Objectives"
117,house,HSFA,2022-07-14,Examining the Realities of Russian Activities and Influence in Africa and Its Effects on the Continent
117,house,HSFA,2022-06-29,International Efforts to Encourage a Sustainable Blue Economy
117,house,HSFA,2022-06-22,The Biden Administration&#39;s Policy Objectives in the Middle East and North Africa
117,house,HSFA,2022-06-22,Addressing Root Causes of Migration from Central America through Private Investment: Progress in VP Harris Call to Action
117,house,HSFA,2022-06-16,U.S. Efforts to Support European Energy Security
117,house,HSFA,2022-06-14,"The Administrations FY23 Budget Request for the Peace Corps, Development Finance Corporation, and Millennium Challenge Corporation"
117,house,HSFA,2022-06-08,The FY23 Budget Request: United Nations and International Organizations
117,house,HSFA,2022-06-08,Resourcing U.S. Priorities in the Indo-Pacific FY23 Budget Hearing
117,house,HSFA,2022-05-19,The Ukraine Crisis: Implications for U.S. Policy in the Indo-Pacific
117,house,HSFA,2022-05-18,The Impact of Russias Invasion of Ukraine in the Middle East and North Africa
117,house,HSFA,2022-05-17,The FY23 Budget Request: USAIDs Foreign Policy and International Development Priorities
117,house,HSFA,2022-05-12,The Way Forward on U.S. North Korea Policy
117,house,HSFA,2022-05-12,Forest Conservation in the Fight Against Climate Change
117,house,HSFA,2022-05-11,Accountability and Justice for War Crimes Committed in Ukraine by the Russian Federation
117,house,HSFA,2022-05-11,Improving the United States Ability to Prevent and Stabilize Conflict: Global Fragility Act Implementation
117,house,HSFA,2022-04-28,The State Department&#39;s Foreign Policy Priorities and the FY23 Budget Request
117,house,HSFA,2022-04-28,The Role of Young People in Fostering Peace in Northern Ireland
117,house,HSFA,2022-04-27,Understanding the African Continental Free Trade Area and How the U.S. Can Promote its Success
117,house,HSFA,2022-04-06,Restoring American Leadership in the Indo-Pacific
117,house,HSFA,2022-04-05,Markup of Various Measures
117,house,HSFA,2022-03-31,Progress and Present Challenges on COVID-19 in Africa
117,house,HSFA,2022-03-31,Opportunities and Challenges in the Eastern Mediterranean: Examining U.S. Interests and Regional Cooperation
117,house,HSFA,2022-03-16,11 Years of War: The Humanitarian Impact of the Ongoing Conflict in Syria
117,house,HSFA,2022-03-16,Early Signs of War Crimes and Human Rights Abuses Committed by the Russian Military During the Full-Scale Invasion of Ukraine
117,house,HSFA,2022-03-08,Shifting the Power: USAIDs Efforts to Support Locally- Led Development
117,house,HSFA,2022-03-02,The 2001 AUMF and War Powers: The Path Forward
117,house,HSFA,2022-02-08,Markup of Various Measures
117,house,HSHM,2022-09-15,&quot;Building on our Baseline: Securing Industrial Control Systems Against Cyberattacks&quot;
117,house,HSHM,2022-09-14,"H.Res. 1236, H.Res. 1328, H.R. 3756, H.R. 8610, and H.R.____"
117,house,HSHM,2022-07-27,Assessing CBPs Use of Facial Recognition Technology
