hearing_congress,hearing_chamber,hearing_committee_id,hearing_date,hearing_description
117.0,senate,SSEG,2021-06-15,Hearings to examine the President&#39;s proposed budget request for fiscal year 2022 for the Department of Energy.
117.0,senate,SSEG,2021-06-08,"Hearings to examine the nominations of Tracy Stone-Manning, of Montana, to be Director of the Bureau of Land Management, Department of the Interior, and Shalanda H. Baker, of Texas, to be Director of the Office of Minority Economic Impact, Samuel T. Walsh, of New York, to be General Counsel, and Andrew Eilperin Light, of Georgia, to be an Assistant Secretary (International Affairs), all of the Department of Energy."
117.0,senate,SSHR,2022-09-21,"Business meeting to consider the nominations of Karla Ann Gilbride, of Maryland, to be General Counsel of the Equal Employment Opportunity Commission, Jessica Looman, of Minnesota, to be Administrator of the Wage and Hour Division, Department of Labor, Moshe Z. Marvit, of Pennsylvania, to be a Member of the Federal Mine Safety and Health Review Commission, and other pending calendar business."
117.0,senate,SSHR,2022-09-14,"Hearings to examine stopping the spread of monkeypox, focusing on the Federal response."
117.0,senate,SSHR,2022-09-13,"Hearings to examine the nominations of Karla Ann Gilbride, of Maryland, to be General Counsel of the Equal Employment Opportunity Commission, and Jessica Looman, of Minnesota, to be Administrator of the Wage and Hour Division, Department of Labor."
117.0,senate,SSHR,2022-07-26,"Hearings to examine fighting fentanyl, focusing on the Federal response to a growing crisis."
117.0,senate,SSHR,2022-07-13,"Hearings to examine reproductive care in a post-&lt;em&gt;Roe &lt;/em&gt;America, focusing on barriers, challenges, and threats to women&#39;s health."
117.0,senate,SSHR,2022-06-22,"Hearings to examine supporting students and schools, focusing on promising practices to get back on track."
117.0,senate,SSHR,2022-06-16,"Hearings to examine an update on the ongoing Federal response to COVID-19, focusing on current status and future planning."
117.0,senate,SSHR,2022-06-14,"Business meeting to consider S.4348, to amend the Federal Food, Drug, and Cosmetic Act to revise and extend the user-fee programs for prescription drugs, medical devices, generic drugs, and biosimilar biological products, S.958, to amend the Public Health Service Act to expand the allowable use criteria for new access points grants for community health centers, S.4353, to amend the Employee Retirement Income Security Act of 1974 and the Internal Revenue Code of 1986 to improve retirement plan provisions, H.R.1193, to amend title IV of the Public Health Service Act to direct the Director of the National Institutes of Health, in consultation with the Director of the National Heart, Lung, and Blood Institute, to establish a program under which the Director of the National Institutes of Health shall support or conduct research on valvular heart disease, S.4052, to reauthorize a program for early detection, diagnosis, and treatment regarding deaf and hard-of-hearing newborns, infants, and young children, and other pending calendar business."
117.0,senate,SSHR,2022-06-08,"Business meeting to consider S.4348, to amend the Federal Food, Drug, and Cosmetic Act to revise and extend the user-fee programs for prescription drugs, medical devices, generic drugs, and biosimilar biological products, S.958, to amend the Public Health Service Act to expand the allowable use criteria for new access points grants for community health centers, and other pending calendar business."
117.0,senate,SSHR,2022-05-26,"Hearings to examine infant formula crisis, focusing on addressing the shortage and getting formula on shelves."
117.0,senate,SSHR,2022-05-25,"Business meeting to consider the nominations of Kalpana Kotagal, of Ohio, to be a Member of the Equal Employment Opportunity Commission, LaWanda Amaker Toney, of Maryland, to be Assistant Secretary for Communications and Outreach, and Nasser H. Paydar, of Indiana, to be Assistant Secretary for Postsecondary Education, both of the Department of Education, Rita M. Landgraf, of Delaware, to be Assistant Secretary for Aging, Department of Health and Human Services, and other pending calendar business."
117.0,senate,SSHR,2022-05-25,"Business meeting to consider the nominations of Kalpana Kotagal, of Ohio, to be a Member of the Equal Employment Opportunity Commission, LaWanda Amaker Toney, of Maryland, to be Assistant Secretary for Communications and Outreach, and Nasser H. Paydar, of Indiana, to be Assistant Secretary for Postsecondary Education, both of the Department of Education, Rita M. Landgraf, of Delaware, to be Assistant Secretary for Aging, Department of Health and Human Services, and other pending calendar business."
117.0,senate,SSHR,2022-05-18,Hearings to examine cybersecurity in the health and education sectors.
117.0,senate,SSHR,2022-05-10,"Hearings to examine the nomination of Kalpana Kotagal, of Ohio, to be a Member of the Equal Employment Opportunity Commission."
117.0,senate,SSHR,2022-05-03,"Hearings to examine connecting workers and communities, focusing on preparing and supporting the broadband workforce."
117.0,senate,SSHR,2022-04-26,"Hearings to examine FDA user fee agreements, focusing on advancing medical product regulation and innovation for the benefit of patients and FDA Center Directors."
117.0,senate,SSHR,2022-04-05,"Hearings to examine FDA user fee agreements, focusing on advancing medical product regulation and innovation for the benefit of patients."
117.0,senate,SSHR,2022-04-05,"Hearings to examine FDA user fee agreements, focusing on advancing medical product regulation and innovation for the benefit of patients."
117.0,senate,SSHR,2022-03-29,Hearings to examine improving retirement and enhancing savings.
117.0,senate,SSHR,2022-03-29,Hearings to examine improving retirement and enhancing savings .
117.0,senate,SSHR,2022-03-23,"Hearings to examine strengthening Federal mental health and substance use disorder programs, focusing on opportunities, challenges, and emerging issues."
117.0,senate,SSHR,2022-03-22,"Hearings to examine child care and preschool, focusing on cutting costs for working families."
117.0,senate,SSHR,2022-03-22,"Hearings to examine child care and preschool, focusing on cutting costs for working families."
117.0,senate,SSHR,2022-03-15,"Business meeting to consider S.3799, to prepare for, and respond to, existing viruses, emerging new threats, and pandemics, and other pending calendar business."
117.0,senate,SSHR,2022-02-15,Hearings to examine supporting quality workforce development opportunities and innovation to address barriers to employment.
117.0,senate,SSHR,2022-02-10,"Business meeting to consider the nominations of Glenna Laureen Wright-Gallo, of Nevada, to be Assistant Secretary for Special Education and Rehabilitative Services, Department of Education, Christopher John Williamson, of West Virginia, to be Assistant Secretary of Labor for Mine Safety and Health, Mary Lucille Jordan, of Maryland, and Timothy Baker, of Virginia, both to be a Member of the Federal Mine Safety and Health Review Commission, and other pending calendar business."
117.0,senate,SSHR,2022-02-10,"Hearings to examine the health care workforce shortage, focusing on recruiting, revitalizing and diversifying."
117.0,senate,SSHR,2022-02-10,"Business meeting to consider the nominations of Glenna Laureen Wright-Gallo, of Nevada, to be Assistant Secretary for Special Education and Rehabilitative Services, Department of Education, Christopher John Williamson, of West Virginia, to be Assistant Secretary of Labor for Mine Safety and Health, Mary Lucille Jordan, of Maryland, and Timothy Baker, of Virginia, both to be a Member of the Federal Mine Safety and Health Review Commission, and other pending calendar business."
117.0,senate,SSHR,2022-02-09,"Business meeting to consider the nominations of Glenna Laureen Wright-Gallo, of Nevada, to be Assistant Secretary for Special Education and Rehabilitative Services, Department of Education, Christopher John Williamson, of West Virginia, to be Assistant Secretary of Labor for Mine Safety and Health, Mary Lucille Jordan, of Maryland, and Timothy Baker, of Virginia, both to be a Member of the Federal Mine Safety and Health Review Commission, and other pending calendar business."
117.0,senate,SSHR,2022-02-08,"Hearings to examine lessons learned from COVID-19, focusing on highlighting innovations, maximizing inclusive practices, and overcoming barriers to employment for people with disabilities."
117.0,senate,SSHR,2022-02-01,"Hearings to examine mental health and substance use disorders, focusing on responding to the growing crisis."
117.0,senate,SSHR,2022-02-01,"Hearings to examine mental health and substance use disorders, focusing on responding to the growing crisis."
117.0,senate,SSHR,2022-01-13,"Business meeting to consider the nominations of Robert McKinnon Califf, of North Carolina, to be Commissioner of Food and Drugs, Department of Health and Human Services, Jose Javier Rodriguez, of Florida, and Lisa M. Gomez, of New Jersey, both to be an Assistant Secretary, and David Weil, of Massachusetts, to be Administrator of the Wage and Hour Division, all of the Department of Labor, Amy Loyd, of New Mexico, to be Assistant Secretary for Career, Technical, and Adult Education, Department of Education, Javier Ramirez, of Illinois, to be Federal Mediation and Conciliation Director, Linda A. Puchala, of Maryland, to be Member of the National Mediation Board, and Susan Harthill, of Maryland, to be a Member of the Occupational Safety and Health Review Commission."
117.0,senate,SSHR,2022-01-13,"Business meeting to consider the nominations of Robert McKinnon Califf, of North Carolina, to be Commissioner of Food and Drugs, Department of Health and Human Services, Jose Javier Rodriguez, of Florida, and Lisa M. Gomez, of New Jersey, both to be an Assistant Secretary, and David Weil, of Massachusetts, to be Administrator of the Wage and Hour Division, all of the Department of Labor, Amy Loyd, of New Mexico, to be Assistant Secretary for Career, Technical, and Adult Education, Department of Education, Javier Ramirez, of Illinois, to be Federal Mediation and Conciliation Director, Linda A. Puchala, of Maryland, to be Member of the National Mediation Board, and Susan Harthill, of Maryland, to be a Member of the Occupational Safety and Health Review Commission."
117.0,senate,SSHR,2022-01-12,"Business meeting to consider the nominations of Robert McKinnon Califf, of North Carolina, to be Commissioner of Food and Drugs, Department of Health and Human Services, Jose Javier Rodriguez, of Florida, and Lisa M. Gomez, of New Jersey, both to be an Assistant Secretary, and David Weil, of Massachusetts, to be Administrator of the Wage and Hour Division, all of the Department of Labor, Amy Loyd, of New Mexico, to be Assistant Secretary for Career, Technical, and Adult Education, Department of Education, Javier Ramirez, of Illinois, to be Federal Mediation and Conciliation Director, Linda A. Puchala, of Maryland, to be Member of the National Mediation Board, and Susan Harthill, of Maryland, to be a Member of the Occupational Safety and Health Review Commission."
117.0,senate,SSHR,2022-01-11,"Hearings to examine a Federal perspective on the COVID-19 response, focusing on addressing new variants."
117.0,senate,SSHR,2022-01-05,"Business meeting to consider the nominations of Robert McKinnon Califf, of North Carolina, to be Commissioner of Food and Drugs, Department of Health and Human Services, Jose Javier Rodriguez, of Florida, and Lisa M. Gomez, of New Jersey, both to be an Assistant Secretary, and David Weil, of Massachusetts, to be Administrator of the Wage and Hour Division, all of the Department of Labor, Amy Loyd, of New Mexico, to be Assistant Secretary for Career, Technical, and Adult Education, Department of Education, Javier Ramirez, of Illinois, to be Federal Mediation and Conciliation Director, and Linda A. Puchala, of Maryland, to be Member of the National Mediation Board."
117.0,senate,SSHR,2021-12-14,"Hearings to examine the nomination of Robert McKinnon Califf, of North Carolina, to be Commissioner of Food and Drugs, Department of Health and Human Services."
117.0,senate,SSHR,2021-12-02,"Business meeting to consider the nominations of Lisa M. Gomez, of New Jersey, to be an Assistant Secretary of Labor, James D. Rodriguez, of Texas, to be Assistant Secretary of Labor for Veterans&#39; Employment and Training, Maria Rosario Jackson, of the District of Columbia, to be Chairperson of the National Endowment for the Arts, Shelly C. Lowe, of Arizona, to be Chairperson of the National Endowment for the Humanities, and Susan Harthill, of Maryland, to be a Member of the Occupational Safety and Health Review Commission."
117.0,senate,SSHR,2021-11-30,"Business meeting to consider the nominations of Lisa M. Gomez, of New Jersey, to be an Assistant Secretary of Labor, James D. Rodriguez, of Texas, to be Assistant Secretary of Labor for Veterans&#39; Employment and Training, Maria Rosario Jackson, of the District of Columbia, to be Chairperson of the National Endowment for the Arts, Shelly C. Lowe, of Arizona, to be Chairperson of the National Endowment for the Humanities, and Susan Harthill, of Maryland, to be a Member of the Occupational Safety and Health Review Commission."
117.0,senate,SSHR,2021-11-04,"Hearings to examine the road ahead for the COVID-19 response, focusing on next steps."
117.0,senate,SSHR,2021-10-26,"Business meeting to consider the nominations of Michael D. Smith, of Virginia, to be Chief Executive Officer of the Corporation for National and Community Service, Jose Javier Rodriguez, of Florida, to be an Assistant Secretary, and Larry D. Turner, of North Carolina, to be Inspector General, both of the Department of Labor, Sandra D. Bruce, of Delaware, to be Inspector General, and Amy Loyd, of New Mexico, to be Assistant Secretary for Career, Technical, and Adult Education, both of the Department of Education, and Deirdre Hamilton, of the District of Columbia, Gerald W. Fauth, of Virginia, and Linda A. Puchala, of Maryland, each to be Member of the National Mediation Board."
117.0,senate,SSHR,2021-10-07,"Hearings to examine the nominations of Lisa M. Gomez, of New Jersey, and Jose Javier Rodriguez, of Florida, both to be an Assistant Secretary of Labor."
117.0,senate,SSHR,2021-09-30,"Hearings to examine school reopening during COVID-19, focusing on supporting students, educators, and families."
117.0,senate,SSHR,2021-09-22,"Hearings to examine successful on the job, apprenticeship training programs to help workers and business get ready to work."
117.0,senate,SSHR,2021-08-03,"Business meeting to consider S.1486, to eliminate discrimination and promote women&#39;s health and economic security by ensuring reasonable workplace accommodations for workers whose ability to perform the functions of a job are limited by pregnancy, childbirth, or a related medical condition, S.1543, to amend the Public Health Service Act to provide best practices on student suicide awareness and prevention training and condition State educational agencies, local educational agencies, and tribal educational agencies receiving funds under section 520A of such Act to establish and implement a school-based student suicide awareness and prevention training policy, S.2425, to amend the Public Health Service Act to ensure the provision of high-quality service through the Suicide Prevention Lifeline, S.2401, to reauthorize the Assistive Technology Act of 1998, the nominations of David Weil, of Massachusetts, to be Administrator of the Wage and Hour Division, Department of Labor, Catherine Elizabeth Lhamon, of California, to be Assistant Secretary for Civil Rights, Department of Education, Javier Ramirez, of Illinois, to be Federal Mediation and Conciliation Director, and other pending calendar business."
117.0,senate,SSHR,2021-08-03,"Business meeting to consider S.1486, to eliminate discrimination and promote women&#39;s health and economic security by ensuring reasonable workplace accommodations for workers whose ability to perform the functions of a job are limited by pregnancy, childbirth, or a related medical condition, S.1543, to amend the Public Health Service Act to provide best practices on student suicide awareness and prevention training and condition State educational agencies, local educational agencies, and tribal educational agencies receiving funds under section 520A of such Act to establish and implement a school-based student suicide awareness and prevention training policy, S.2425, to amend the Public Health Service Act to ensure the provision of high-quality service through the Suicide Prevention Lifeline, S.2401, to reauthorize the Assistive Technology Act of 1998, the nominations of David Weil, of Massachusetts, to be Administrator of the Wage and Hour Division, Department of Labor, Catherine Elizabeth Lhamon, of California, to be Assistant Secretary for Civil Rights, Department of Education, Javier Ramirez, of Illinois, to be Federal Mediation and Conciliation Director, and other pending calendar business."
117.0,senate,SSHR,2021-07-27,"Hearings to examine building on lessons learned from the COVID-19 pandemic, focusing on the path forward."
117.0,senate,SSHR,2021-07-22,"Hearings to examine American workers in a 21st century economy, focusing on the right to organize."
117.0,senate,SSHR,2021-07-21,Hearings to examine disparities in life expectancy.
117.0,senate,SSHR,2021-07-21,"Business meeting to consider S.1275, to amend the Family Violence Prevention and Services Act to make improvements, and the nominations of Catherine Elizabeth Lhamon, of California, to be Assistant Secretary for Civil Rights, Elizabeth Merrill Brown, of Maryland, to be General Counsel, and Roberto Josue Rodriguez, of the District of Columbia, to be Assistant Secretary for Planning, Evaluation, and Policy Development, all of the Department of Education, David Weil, of Massachusetts, to be Administrator of the Wage and Hour Division, Department of Labor, Gwynne A. Wilcox, of New York, and David M. Prouty, of Maryland, both to be a Member of the National Labor Relations Board, and other pending calendar business."
117.0,senate,SSHR,2021-07-20,"Hearings to examine a Federal perspective on the COVID-19 response, focusing on the path forward."
117.0,senate,SSHR,2021-07-15,"Hearings to examine the nominations of David Weil, of Massachusetts, to be Administrator of the Wage and Hour Division, Department of Labor, and Gwynne A. Wilcox, of New York, and David M. Prouty, of Maryland, both to be a Member of the National Labor Relations Board."
117.0,senate,SSHR,2021-07-13,"Hearings to examine the nominations of Catherine Elizabeth Lhamon, of California, to be Assistant Secretary for Civil Rights, Elizabeth Merrill Brown, of Maryland, to be General Counsel, and Roberto Josue Rodriguez, of the District of Columbia, to be Assistant Secretary for Planning, Evaluation, and Policy Development, all of the Department of Education."
117.0,senate,SSHR,2021-06-22,"Hearings to examine vaccines, focusing on America&#39;s shot at ending the COVID-19 pandemic."
117.0,senate,SSHR,2021-06-17,"Hearings to examine COVID-19 response and recovery, focusing on supporting the needs of students in higher education and lessons on safely returning to campus."
117.0,senate,SSHR,2021-06-16,"Business meeting to consider the nominations of Gwen Graham, of Florida, to be Assistant Secretary for Legislation and Congressional Affairs, Department of Education, Rajesh D. Nayak, of Maryland, Taryn Mackenzie Williams, of the District of Columbia, and Douglas L. Parker, of West Virginia, each to be an Assistant Secretary of Labor, and Dawn Myers O&#39;Connell, of the District of Columbia, to be Assistant Secretary for Preparedness and Response, and Miriam E. Delphin-Rittmon, of Connecticut, to be Assistant Secretary for Mental Health and Substance Use, both of the Department of Health and Human Services."
117.0,senate,SSHR,2021-06-16,"Business meeting to consider the nominations of Gwen Graham, of Florida, to be Assistant Secretary for Legislation and Congressional Affairs, Department of Education, Rajesh D. Nayak, of Maryland, Taryn Mackenzie Williams, of the District of Columbia, and Douglas L. Parker, of West Virginia, each to be an Assistant Secretary of Labor, and Dawn Myers O&#39;Connell, of the District of Columbia, to be Assistant Secretary for Preparedness and Response, and Miriam E. Delphin-Rittmon, of Connecticut, to be Assistant Secretary for Mental Health and Substance Use, both of the Department of Health and Human Services."
117.0,senate,SSHR,2021-06-10,"Business meeting to consider S.1927, to amend the Child Abuse Prevention and Treatment Act, and other pending calendar business."
117.0,senate,SSHR,2021-06-08,"Hearings to examine the nominations of Dawn Myers O&#39;Connell, of the District of Columbia, to be Assistant Secretary for Preparedness and Response, and Miriam E. Delphin-Rittmon, of Connecticut, to be Assistant Secretary for Mental Health and Substance Use, both of the Department of Health and Human Services."
117.0,senate,SSSB,2022-09-21,An oversight hearing to examine the SBA&#39;s State Trade Expansion Program.
117.0,senate,SSSB,2022-08-02,An oversight hearing to examine the Small Business Administration&#39;s COVID Economic Injury Disaster Loan program.
117.0,senate,SSSB,2022-07-27,Hearings to examine opportunities and barriers to entrepreneurship for returning citizens and justice impacted individuals.
117.0,senate,SSSB,2022-07-13,An oversight hearing to examine the Small Business Administration&#39;s Office of Disaster Assistance.
117.0,senate,SSSB,2022-06-08,"Hearings to examine the small business workforce challenge, focusing on causes, impacts, and solutions."
117.0,senate,SSSB,2022-05-18,"Business meeting to consider S.1687, to amend section 21 of the Small Business Act to require cyber certification for small business development center counselors, S.2162, to require the Small Business Administration to publish loan default rates by franchise brand, S.3564, to amend the Small Business Act to codify the Boots to Business Program, S.3595, to amend the Small Business Act to require the Small Business and Agriculture Regulatory Enforcement Ombudsman to create a centralized website for compliance guides, and S.3906, to improve certain programs of the Small Business Administration to better assist small business customers in accessing broadband technology."
117.0,senate,SSSB,2022-04-27,An oversight hearing to examine the Small Business Administration.
117.0,senate,SSSB,2022-03-30,Hearings to examine the supply chain crisis and the implications for small businesses.
117.0,senate,SSSB,2022-03-16,"Hearings to examine small business franchising, focusing on an overview of the industry, Small Business Administration&#39;s role, and legislative proposals."
117.0,senate,SSSB,2022-02-15,"Business meeting to consider S.1617, to modify the requirements for the Administrator of the Small Business Administration relating to declaring a disaster in a rural area, S.2042, to reauthorize the Interagency Committee on Women&#39;s Business Enterprise, S.2521, to require the Administrator of the Small Business Administration to establish an SBIC Working Group, and H.R.3462, to require an annual report on the cybersecurity of the Small Business Administration."
117.0,senate,SSSB,2022-02-01,Hearings to examine the Small Business Administration Entrepreneurial Development Programs and initiatives.
117.0,senate,SSSB,2021-11-17,"Business meeting to consider S.1617, to modify the requirements for the Administrator of the Small Business Administration relating to declaring a disaster in a rural area, S.1621, to reauthorize and limit the pre-disaster mitigation program of the Small Business Administration, the nomination of Dilawar Syed, of California, to be Deputy Administrator of the Small Business Administration, and other pending calendar business."
117.0,senate,SSSB,2021-11-04,"Business meeting to consider S.1617, to modify the requirements for the Administrator of the Small Business Administration relating to declaring a disaster in a rural area, S.1621, to reauthorize and limit the pre-disaster mitigation program of the Small Business Administration, the nomination of Dilawar Syed, of California, to be Deputy Administrator of the Small Business Administration, and other pending calendar business."
117.0,senate,SSSB,2021-10-27,Hearings to examine women entrepreneurs.
117.0,senate,SSSB,2021-10-27,Hearings to examine women entrepreneurs.
117.0,senate,SSSB,2021-09-22,Hearings to examine a review of the Small Business Innovation Research-Small Business Technology Transfer Program.
117.0,senate,SSSB,2021-09-21,"Business meeting to consider the nomination of Dilawar Syed, of California, to be Deputy Administrator of the Small Business Administration, and other pending calendar business."
117.0,senate,SSSB,2021-07-15,"Business meeting to consider the nomination of Dilawar Syed, of California, to be Deputy Administrator of the Small Business Administration."
117.0,senate,SSSB,2021-07-13,"Business meeting to consider the nomination of Dilawar Syed, of California, to be Deputy Administrator of the Small Business Administration."
117.0,senate,SSSB,2021-06-16,"Business meeting to consider the nomination of Dilawar Syed, of California, to be Deputy Administrator of the Small Business Administration."
117.0,senate,SSSB,2021-06-16,"Business meeting to consider the nomination of Dilawar Syed, of California, to be Deputy Administrator of the Small Business Administration."
117.0,senate,SSSB,2021-06-09,Hearings to examine a review of the small business investment company program.
117.0,senate,SSSB,2021-05-26,"Hearings to examine the pandemic response and the small business economy, focusing on an update from the Small Business Administration."
117.0,senate,SSSB,2021-05-26,"Hearings to examine the pandemic response and the small business economy, focusing on an update from the Small Business Administration."
117.0,senate,SSSB,2021-05-19,"Hearings to examine realizing the vision of Parren Mitchell, focusing on untapping the potential of minority and women contracting."
117.0,senate,SSSB,2021-04-21,"Hearings to examine the nomination of Dilawar Syed, of California, to be Deputy Administrator of the Small Business Administration."
117.0,senate,SSSB,2021-03-24,An oversight hearing to examine Small Business Administration&#39;s COVID-19 relief programs.
117.0,senate,SSSB,2021-03-17,"Hearings to examine the Paycheck Protection Program, focusing on performance, impact, and next steps."
117.0,senate,SSSB,2021-02-24,"Business meeting to consider the nomination of Isabella Casillas Guzman, of California, to be Administrator of the Small Business Administration."
117.0,senate,SSSB,2021-02-03,"Hearings to examine the nomination of Isabella Casillas Guzman, of California, to be Administrator of the Small Business Administration."
118.0,senate,SSHR,2023-05-10,Hearings to examine the need to make insulin affordable for all Americans.
118.0,senate,SSHR,2023-04-26,"Business meeting to consider the nomination of Julie A. Su, of California, to be Secretary of Labor, and other pending calendar business."
118.0,senate,SSGA,2023-04-26,Hearings to examine the effects of increased migration on communities along the southern border.
118.0,senate,SSGA,2023-04-26,"Hearings to examine 10 years since the Boston Marathon bombings, focusing on lessons learned."
118.0,senate,SSBU,2023-04-26,Hearings to examine the health costs of climate change.
118.0,senate,SSJU,2023-04-27,Business meeting to consider pending calendar business.
118.0,senate,SSJU,2023-04-26,Hearings to examine a post-&lt;em&gt;Dobbs &lt;/em&gt;America.
116.0,senate,SSAF,2020-12-02,Hearings to examine agricultural research and securing the United States food supply.
116.0,senate,SSAF,2020-06-24,"Business meeting to consider original legislation entitled, &quot;United States Grain Standards Reauthorization Act of 2020&quot;; to be immediately followed by a hearing to examine S.3894, to authorize the Secretary of Agriculture to develop a program to reduce barriers to entry for farmers, ranchers, and private forest landowners in certain private markets."
116.0,senate,SSAF,2020-03-12,Hearings to examine agriculture innovation and the Federal biotechnology regulatory framework.
116.0,senate,SSAF,2019-11-07,"Hearings to examine implementation of the 2018 Farm Bill, focusing on rural development and energy programs."
116.0,senate,SSAF,2019-10-17,Hearings to examine implementing the 2018 Farm Bill.
116.0,senate,SSAF,2019-09-25,Hearings to examine perspectives on the livestock and poultry sectors.
116.0,senate,SSAF,2019-07-31,Hearings to examine perspectives on reauthorization of the U.S. Grain Standards Act.
116.0,senate,SSAF,2019-07-25,Hearings to examine hemp production and the 2018 farm bill.
116.0,senate,SSAF,2019-07-18,Hearings to examine agricultural research and 2018 Farm Bill implementation.
116.0,senate,SSAF,2019-06-25,Hearings to examine the state of the derivatives market and perspectives for Commodity Futures Trading Commission reauthorization.
116.0,senate,SSAF,2019-06-20,Closed hearings to examine certain intelligence matters.
116.0,senate,SSAF,2019-06-13,Hearings to examine certainty in global markets for the United States agriculture sector.
116.0,senate,SSAF,2019-05-21,Hearings to examine climate change and the agriculture sector.
116.0,senate,SSAF,2019-05-14,"Business meeting to consider the nominations of Mindy Brashears, of Texas, to be Under Secretary for Food Safety, Naomi C. Earp, of Maryland, to be an Assistant Secretary, and Scott Hutchins, of Indiana, to be Under Secretary for Research, Education, and Economics, all of the Department of Agriculture."
116.0,senate,SSAF,2019-04-10,Hearings to examine perspectives on child nutrition reauthorization.
116.0,senate,SSAF,2019-03-13,"Hearings to examine the nominations of Heath P. Tarbert, of Maryland, to be Chairman, and to be a Commissioner of the Commodity Futures Trading Commission."
116.0,senate,SSAF,2019-02-28,Hearings to examine implementing the Agriculture Improvement Act.
116.0,senate,SSAF,2019-02-07,"Organizational business meeting to consider committee rules, subcommittee assignments, and an original resolution authorizing expenditures by the committee for the 116th Congress."
116.0,senate,SSAP,2020-09-23,Hearings to examine proposed budget estimates and justification for fiscal year 2021 for the National Aeronautics and Space Administration.
116.0,senate,SSAP,2020-09-16,"Hearings to examine the Department of Health and Human Services&#39; Coronavirus response, focusing on a review of efforts to date and next steps."
116.0,senate,SSAP,2020-07-21,Hearings to examine United States government efforts to address ocean plastic pollution internationally.
116.0,senate,SSAP,2020-07-02,"Hearings to examine Operation Warp Speed, focusing on researching, manufacturing, and distributing a safe and effective coronavirus vaccine."
116.0,senate,SSAP,2020-06-16,An oversight hearing to examine the Federal Communications Commission spectrum auctions program for fiscal year 2021.
116.0,senate,SSAP,2020-03-12,Hearings to examine proposed budget estimates and justification for fiscal year 2021 for the Department of Agriculture.
116.0,senate,SSAP,2020-03-11,Hearings to examine proposed budget estimates and justification for fiscal year 2021 for the Army Corps of Engineers and the Bureau of Reclamation within the Department of the Interior.
116.0,senate,SSAP,2020-03-11,Hearings to examine proposed budget estimates and justification for fiscal year 2021 for the Government Accountability Office and Congressional Budget Office.
116.0,senate,SSAP,2020-03-11,Hearings to examine proposed budget estimates and justification for fiscal year 2021 for the Department of Housing and Urban Development.
116.0,senate,SSAP,2020-03-11,Hearings to examine proposed budget estimates and justification for fiscal year 2021 for the Navy and Marine Corps.
116.0,senate,SSAP,2020-03-10,Hearings to examine fragility in the Sahel.
116.0,senate,SSAP,2020-03-10,Hearings to examine proposed budget estimates and justification for fiscal year 2021 for the Federal Communications Commission.
116.0,senate,SSAP,2020-03-05,Hearings to examine proposed budget estimates and justification for fiscal year 2021 for the Department of Commerce.
116.0,senate,SSAP,2020-03-05,Hearings to examine proposed budget estimates and justification for fiscal year 2021 for the Department of Education.
116.0,senate,SSAP,2020-03-04,Hearings to examine proposed budget estimates and justification for fiscal year 2021 for the Department of Energy.
116.0,senate,SSAP,2020-03-04,Hearings to examine proposed budget estimates and justification for fiscal year 2021 for the National Guard and Reserve.
116.0,senate,SSAP,2020-03-04,Hearings to examine proposed budget estimates and justification for fiscal year 2021 for the Department of the Interior.
116.0,senate,SSAP,2020-03-04,Hearings to examine proposed budget estimates and justification for fiscal year 2021 for the Department of Transportation.
116.0,senate,SSAP,2020-03-03,Hearings to examine proposed budget estimates and justification for fiscal year 2021 for the Transportation Security Administration.
116.0,senate,SSAP,2020-02-25,Hearings to examine proposed budget estimates and justification for fiscal year 2021 for the Department of Health and Human Services.
116.0,senate,SSAP,2020-02-25,Hearings to examine proposed budget estimates and justification for fiscal year 2021 for the Department of Homeland Security.
116.0,senate,SSAP,2020-01-15,"Business meeting to markup H.R.5430, to implement the Agreement between the United States of America, the United Mexican States, and Canada attached as an Annex to the Protocol Replacing the North American Free Trade Agreement."
116.0,senate,SSAP,2019-11-21,"An oversight hearing examine the Federal Communications Commission, focusing on the spectrum auctions program."
116.0,senate,SSAP,2019-10-23,Hearings to examine United States policy and assistance in Syria.
116.0,senate,SSAP,2019-10-17,"An oversight hearing to examine the Federal Communications Commission, focusing on the spectrum auctions program."
116.0,senate,SSAP,2019-09-26,"Business meeting to markup an original bill making appropriations for Interior, Environment, and related agencies for the fiscal year ending September 30, 2020, an original bill making appropriations for Commerce, Justice, Science, and related agencies for the fiscal year ending September 30, 2020, an original bill making appropriations for Homeland Security for the fiscal year ending September 30, 2020, and an original bill making appropriations for Legislative Branch for the fiscal year ending September 30, 2020."
116.0,senate,SSAP,2019-09-26,"Business meeting to markup an original bill making appropriations for Interior, Environment, and related agencies for the fiscal year ending September 30, 2020, an original bill making appropriations for State, Foreign Operations, and related programs for the fiscal year ending September 30, 2020, an original bill making appropriations for Commerce, Justice, Science, and related agencies for the fiscal year ending September 30, 2020, an original bill making appropriations for Homeland Security for the fiscal year ending September 30, 2020, and an original bill making appropriations for Legislative Branch for the fiscal year ending September 30, 2020."
116.0,senate,SSAP,2019-09-24,"Business meeting to markup an original bill making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2020."
116.0,senate,SSAP,2019-09-24,"Business meeting to markup an original bill making appropriations for the Department of Commerce, the Department of Justice, Science, and Related Agencies for the fiscal year ending September 30, 2020."
116.0,senate,SSAP,2019-09-24,"Business meeting to markup an original bill making appropriations for the Department of the Interior, the Environmental Protection Agency, and Related Agencies for the fiscal year ending September 30, 2020."
