Comittee_code,Member_name
HSAG16,Mary E. Miller
HSAG16,Nikki Budzinski
HSAG16,Barry Moore
HSAG16,Salud O. Carbajal
HSAG16,Brad Finstad
HSAG16,Angie Craig
HSAG16,John W. Rose
HSAG16,Alma S. Adams
HSAG16,Ronny Jackson
HSAG16,"Sanford D. Bishop, Jr."
HSAG16,Monica De La Cruz
HSAG16,John S. Duarte
HSAG16,Zachary Nunn
HSAG16,Mark Alford
HLIG06,Brian K. Fitzpatrick
HLIG06,Stacey E. Plaskett
HLIG06,Brad R. Wenstrup
HLIG06,Ami Bera
HLIG06,Trent Kelly
HLIG06,Josh Gottheimer
HLIG06,Darin LaHood
HLIG06,Abigail Davis Spanberger
HLIG06,J. French Hill
HLIG06,Dan Crenshaw
HSPW14,Troy E. Nehls
HSPW14,"Donald M. Payne, Jr."
HSPW14,Brian Babin
HSPW14,Frederica S. Wilson
HSPW14,David Rouzer
HSPW14,Seth Moulton
HSPW14,Mike Bost
HSPW14,Troy A. Carter
HSPW14,Doug LaMalfa
HSPW14,André Carson
HSPW14,Bruce Westerman
HSPW14,Mark DeSaulnier
HSPW14,Pete Stauber
HSPW14,Marilyn Strickland
HSPW14,Tim Burchett
HSPW14,Valerie P. Foushee
HSPW14,Dusty Johnson
HSPW14,Grace F. Napolitano
HSPW14,Lance Gooden
HSPW14,Steve Cohen
HSPW14,Tracey Mann
HSPW14,"Henry C. ""Hank"" Johnson, Jr."
HSPW14,Rudy Yakym III
HSPW14,Jared Huffman
HSPW14,"Thomas H. Kean, Jr."
HSPW14,"Jesús G. ""Chuy"" García"
HSPW14,Eric Burlison
HSPW14,Robert Menendez
HSPW14,Brandon Williams
HSPW14,Marcus J. Molinaro
HSPW14,John S. Duarte
HSBA,Patrick T. McHenry
HSBA,Maxine Waters
HSBA,Frank D. Lucas
HSBA,Nydia M. Velázquez
HSBA,Pete Sessions
HSBA,Brad Sherman
HSBA,Bill Posey
HSBA,Gregory W. Meeks
HSBA,Blaine Luetkemeyer
HSBA,David Scott
HSBA,Bill Huizenga
HSBA,Stephen F. Lynch
HSBA,Ann Wagner
HSBA,Al Green
HSBA,Andy Barr
HSBA,Emanuel Cleaver
HSBA,Roger Williams
HSBA,James A. Himes
HSBA,J. French Hill
HSBA,Bill Foster
HSBA,Tom Emmer
HSBA,Joyce Beatty
HSBA,Barry Loudermilk
HSBA,Juan Vargas
HSBA,Alexander X. Mooney
HSBA,Josh Gottheimer
HSBA,Warren Davidson
HSBA,Vicente Gonzalez
HSBA,John W. Rose
HSBA,Sean Casten
HSBA,Bryan Steil
HSBA,Ayanna Pressley
HSBA,William R. Timmons IV
HSBA,Steven Horsford
HSBA,Ralph Norman
HSBA,Rashida Tlaib
HSBA,Daniel Meuser
HSBA,Ritchie Torres
HSBA,Young Kim
HSBA,Sylvia R. Garcia
HSBA,Byron Donalds
HSBA,Nikema Williams
HSBA,Andrew R. Garbarino
HSBA,Wiley Nickel
HSBA,Scott Fitzgerald
HSBA,Brittany Pettersen
HSBA,Mike Flood
HSBA,Michael Lawler
HSBA,Monica De La Cruz
HSBA,Andrew Ogles
HSBA,Erin Houchin
HSBA,Zachary Nunn
HSBA04,Warren Davidson
HSBA04,Emanuel Cleaver
HSBA04,Bill Posey
HSBA04,Nydia M. Velázquez
HSBA04,Blaine Luetkemeyer
HSBA04,Rashida Tlaib
HSBA04,Ralph Norman
HSBA04,Ritchie Torres
HSBA04,Scott Fitzgerald
HSBA04,Ayanna Pressley
HSBA04,Andrew R. Garbarino
HSBA04,Sylvia R. Garcia
HSBA04,Mike Flood
HSBA04,Nikema Williams
HSBA04,Michael Lawler
HSBA04,Steven Horsford
HSBA04,Monica De La Cruz
HSBA04,Brittany Pettersen
HSBA04,Erin Houchin
HSBA16,Ann Wagner
HSBA16,Brad Sherman
HSBA16,Frank D. Lucas
HSBA16,Gregory W. Meeks
HSBA16,Pete Sessions
HSBA16,David Scott
HSBA16,Bill Huizenga
HSBA16,Juan Vargas
HSBA16,J. French Hill
HSBA16,Josh Gottheimer
HSBA16,Tom Emmer
HSBA16,Vicente Gonzalez
HSBA16,Alexander X. Mooney
HSBA16,Sean Casten
HSBA16,Bryan Steil
HSBA16,Wiley Nickel
HSBA16,Daniel Meuser
HSBA16,Stephen F. Lynch
HSBA16,Andrew R. Garbarino
HSBA16,Emanuel Cleaver
HSBA16,Michael Lawler
HSBA16,Zachary Nunn
HSBA16,Erin Houchin
HSAP20,Tom Cole
HSAP20,Mike Quigley
HSAP20,Mario Diaz-Balart
HSAP20,Bonnie Watson Coleman
HSAP20,Steve Womack
HSAP20,Norma J. Torres
HSAP20,John H. Rutherford
HSAP20,Pete Aguilar
HSAP20,Tony Gonzales
HSAP20,Adriano Espaillat
HSAP20,David G. Valadao
HSAP20,Jennifer Wexton
HSAP20,Ben Cline
HSAP20,Ryan K. Zinke
HSAP20,Juan Ciscomani
HSAP23,Steve Womack
HSAP23,Steny H. Hoyer
HSAP23,Mark E. Amodei
HSAP23,Matt Cartwright
HSAP23,David P. Joyce
HSAP23,Mark Pocan
HSAP23,John R. Moolenaar
HSAP23,"Sanford D. Bishop, Jr."
HSAP23,Ashley Hinson
HSAP23,Norma J. Torres
HSAP23,Michael Cloud
HSAP23,Jerry L. Carl
HSAP23,Juan Ciscomani
HSPW02,David Rouzer
HSPW02,Grace F. Napolitano
HSPW02,Daniel Webster
HSPW02,John Garamendi
HSPW02,Thomas Massie
HSPW02,Emilia Strong Sykes
HSPW02,Brian Babin
HSPW02,Jared Huffman
HSPW02,Mike Bost
HSPW02,Frederica S. Wilson
HSPW02,Doug LaMalfa
HSPW02,Patrick Ryan
HSPW02,Bruce Westerman
HSPW02,Val T. Hoyle
HSPW02,Brian J. Mast
HSPW02,Hillary J. Scholten
HSPW02,Jenniffer González-Colón
HSPW02,Julia Brownley
HSPW02,Burgess Owens
HSPW02,Mark DeSaulnier
HSPW02,Chuck Edwards
HSPW02,Greg Stanton
HSPW02,Eric Burlison
HSPW02,Chris Pappas
HSPW02,John James
HSPW02,Seth Moulton
HSPW02,Derrick Van Orden
HSPW02,Troy A. Carter
HSPW02,Brandon Williams
HSPW02,Eleanor Holmes Norton
HSPW02,Mike Collins
HSPW02,Mike Ezell
HSPW02,John S. Duarte
HSVR03,Mariannette Miller-Meeks
HSVR03,Julia Brownley
HSVR03,Aumua Amata Coleman Radewagen
HSVR03,Mike Levin
HSVR03,Jack Bergman
HSVR03,Christopher R. Deluzio
HSVR03,Gregory F. Murphy
HSVR03,Greg Landsman
HSVR03,Derrick Van Orden
HSVR03,Nikki Budzinski
HSVR03,Morgan Luttrell
HSVR03,Jennifer Kiggans
HSVR08,Jennifer Kiggans
HSVR08,Frank J. Mrvan
HSVR08,Aumua Amata Coleman Radewagen
HSVR08,Chris Pappas
HSVR08,Jack Bergman
HSVR08,Sheila Cherfilus-McCormick
HSVR08,"Matthew M. Rosendale, Sr."
HSIF16,Robert E. Latta
HSIF16,Doris O. Matsui
HSIF16,Gus M. Bilirakis
HSIF16,Yvette D. Clarke
HSIF16,Tim Walberg
HSIF16,Marc A. Veasey
HSIF16,"Earl L. ""Buddy"" Carter"
HSIF16,Darren Soto
HSIF16,Neal P. Dunn
HSIF16,Anna G. Eshoo
HSIF16,John R. Curtis
HSIF16,Tony Cárdenas
HSIF16,John Joyce
HSIF16,Angie Craig
HSIF16,"Randy K. Weber, Sr."
HSIF16,Lizzie Fletcher
HSIF16,Rick W. Allen
HSIF16,Debbie Dingell
HSIF16,Troy Balderson
HSIF16,Ann M. Kuster
HSIF16,Russ Fulcher
HSIF16,Robin L. Kelly
HSIF16,August Pfluger
HSIF16,Diana Harshbarger
HSIF16,Kat Cammack
HSIF16,Jay Obernolte
HSAP10,"Charles J. ""Chuck"" Fleischmann"
HSAP10,Marcy Kaptur
HSAP10,Michael K. Simpson
HSAP10,Debbie Wasserman Schultz
HSAP10,Ken Calvert
HSAP10,Susie Lee
HSAP10,Dan Newhouse
HSAP10,Mike Quigley
HSAP10,Guy Reschenthaler
HSAP10,Joseph D. Morelle
HSAP10,Mike Garcia
HSAP10,Derek Kilmer
HSAP10,Julia Letlow
HSAP10,Michael Guest
HSAP10,Stephanie I. Bice
HSED,Virginia Foxx
HSED,"Robert C. ""Bobby"" Scott"
HSED,Joe Wilson
HSED,Raúl M. Grijalva
HSED,Glenn Thompson
HSED,Joe Courtney
HSED,Tim Walberg
HSED,Gregorio Kilili Camacho Sablan
HSED,Glenn Grothman
HSED,Frederica S. Wilson
HSED,Elise M. Stefanik
HSED,Suzanne Bonamici
HSED,Rick W. Allen
HSED,Mark Takano
HSED,Jim Banks
HSED,Alma S. Adams
HSED,James Comer
HSED,Mark DeSaulnier
HSED,Lloyd Smucker
HSED,Donald Norcross
HSED,Burgess Owens
HSED,Pramila Jayapal
HSED,Bob Good
HSED,Susan Wild
HSED,Lisa C. McClain
HSED,Lucy McBath
HSED,Mary E. Miller
HSED,Jahana Hayes
HSED,Michelle Steel
HSED,Ilhan Omar
HSED,Ron Estes
HSED,Haley M. Stevens
HSED,Julia Letlow
HSED,Teresa Leger Fernandez
HSED,Kevin Kiley
HSED,Kathy E. Manning
HSED,Aaron Bean
HSED,Frank J. Mrvan
HSED,Eric Burlison
HSED,Jamaal Bowman
HSED,Nathaniel Moran
HSED,John James
HSED,Lori Chavez-DeRemer
HSED,Brandon Williams
HSED,Erin Houchin
HSED13,Burgess Owens
HSED13,Frederica S. Wilson
HSED13,Glenn Thompson
HSED13,Mark Takano
HSED13,Glenn Grothman
HSED13,Pramila Jayapal
HSED13,Elise M. Stefanik
HSED13,Teresa Leger Fernandez
HSED13,Jim Banks
HSED13,Kathy E. Manning
HSED13,Lloyd Smucker
HSED13,Lucy McBath
HSED13,Bob Good
HSED13,Raúl M. Grijalva
HSED13,Nathaniel Moran
HSED13,Joe Courtney
HSED13,John James
HSED13,Gregorio Kilili Camacho Sablan
HSED13,Lori Chavez-DeRemer
HSED13,Suzanne Bonamici
HSED13,Brandon Williams
HSED13,Alma S. Adams
HSED13,Erin Houchin
HSED13,Virginia Foxx
HSED14,Aaron Bean
HSED14,Suzanne Bonamici
HSED14,Glenn Thompson
HSED14,Raúl M. Grijalva
HSED14,Burgess Owens
HSED14,Gregorio Kilili Camacho Sablan
HSED14,Lisa C. McClain
HSED14,Jahana Hayes
HSED14,Mary E. Miller
HSED14,Jamaal Bowman
HSED14,Michelle Steel
HSED14,Frederica S. Wilson
HSED14,Kevin Kiley
HSED14,Mark DeSaulnier
HSED14,Nathaniel Moran
HSED14,Donald Norcross
HSED14,Brandon Williams
HSED14,Virginia Foxx
HSGO,James Comer
HSGO,Jamie Raskin
HSGO,Jim Jordan
HSGO,Eleanor Holmes Norton
HSGO,Michael R. Turner
HSGO,Stephen F. Lynch
HSGO,Paul A. Gosar
HSGO,Gerald E. Connolly
HSGO,Virginia Foxx
HSGO,Raja Krishnamoorthi
HSGO,Glenn Grothman
HSGO,Ro Khanna
HSGO,Gary J. Palmer
HSGO,Kweisi Mfume
HSGO,Clay Higgins
HSGO,Alexandria Ocasio-Cortez
HSGO,Pete Sessions
HSGO,Katie Porter
HSGO,Andy Biggs
HSGO,Cori Bush
HSGO,Nancy Mace
HSGO,Jimmy Gomez
HSGO,Jake LaTurner
HSGO,Shontel M. Brown
HSGO,Pat Fallon
HSGO,Melanie A. Stansbury
HSGO,Byron Donalds
HSGO,Robert Garcia
HSGO,Kelly Armstrong
HSGO,Maxwell Frost
HSGO,Scott Perry
HSGO,Summer L. Lee
HSGO,William R. Timmons IV
HSGO,Greg Casar
HSGO,Tim Burchett
HSGO,Jasmine Crockett
HSGO,Marjorie Taylor Greene
HSGO,Daniel S. Goldman
HSGO,Lisa C. McClain
HSGO,Jared Moskowitz
HSGO,Lauren Boebert
HSGO,Rashida Tlaib
HSGO,Russell Fry
HSGO,Anna Paulina Luna
HSGO,Chuck Edwards
HSGO,Nicholas A. Langworthy
HSGO,Eric Burlison
HSGO06,Glenn Grothman
HSGO06,Robert Garcia
HSGO06,Paul A. Gosar
HSGO06,Stephen F. Lynch
HSGO06,Virginia Foxx
HSGO06,Daniel S. Goldman
HSGO06,Clay Higgins
HSGO06,Jared Moskowitz
HSGO06,Pete Sessions
HSGO06,Katie Porter
HSGO06,Andy Biggs
HSGO06,Cori Bush
HSGO06,Nancy Mace
HSGO06,Maxwell Frost
HSGO06,Jake LaTurner
HSGO06,Pat Fallon
HSGO06,Kelly Armstrong
HSGO06,Scott Perry
HSII06,Pete Stauber
HSII06,Alexandria Ocasio-Cortez
HSII06,Doug Lamborn
HSII06,Jared Huffman
HSII06,Robert J. Wittman
HSII06,Kevin Mullin
HSII06,Paul A. Gosar
HSII06,Sydney Kamlager-Dove
HSII06,Garret Graves
HSII06,Seth Magaziner
HSII06,Daniel Webster
HSII06,Nydia M. Velázquez
HSII06,Russ Fulcher
HSII06,Debbie Dingell
HSII06,John R. Curtis
HSII06,Raúl M. Grijalva
HSII06,Thomas P. Tiffany
HSII06,Grace F. Napolitano
HSII06,"Matthew M. Rosendale, Sr."
HSII06,Susie Lee
HSII06,Lauren Boebert
HSII06,Wesley Hunt
HSII06,Mike Collins
HSII06,John S. Duarte
HSII15,Paul A. Gosar
HSII15,Melanie A. Stansbury
HSII15,"Matthew M. Rosendale, Sr."
HSII15,Ed Case
HSII15,Wesley Hunt
HSII15,Ruben Gallego
HSII15,Mike Collins
HSII15,Susie Lee
HSII15,Anna Paulina Luna
HSJU,Jim Jordan
HSJU,Jerrold Nadler
HSJU,Darrell Issa
HSJU,Zoe Lofgren
HSJU,Ken Buck
HSJU,Sheila Jackson Lee
HSJU,Matt Gaetz
HSJU,Steve Cohen
HSJU,Mike Johnson
HSJU,"Henry C. ""Hank"" Johnson, Jr."
HSJU,Andy Biggs
HSJU,Adam B. Schiff
HSJU,Tom McClintock
HSJU,Eric Swalwell
HSJU,Thomas P. Tiffany
HSJU,Ted Lieu
HSJU,Thomas Massie
HSJU,Pramila Jayapal
HSJU,Chip Roy
HSJU,J. Luis Correa
HSJU,Dan Bishop
HSJU,Mary Gay Scanlon
HSJU,Victoria Spartz
HSJU,Joe Neguse
HSJU,Scott Fitzgerald
HSJU,Lucy McBath
HSJU,Cliff Bentz
HSJU,Madeleine Dean
HSJU,Ben Cline
HSJU,Veronica Escobar
HSJU,Lance Gooden
HSJU,Deborah K. Ross
HSJU,Jefferson Van Drew
HSJU,Cori Bush
HSJU,Troy E. Nehls
HSJU,Glenn Ivey
HSJU,Barry Moore
HSJU,Becca Balint
HSJU,Kevin Kiley
HSJU,Harriet M. Hageman
HSJU,Nathaniel Moran
HSJU,Laurel M. Lee
HSJU,Wesley Hunt
HSJU,Russell Fry
HSGO24,Pete Sessions
HSGO24,Kweisi Mfume
HSGO24,Gary J. Palmer
HSGO24,Eleanor Holmes Norton
HSGO24,Clay Higgins
HSGO24,Maxwell Frost
HSGO24,Andy Biggs
HSGO24,Greg Casar
HSGO24,Byron Donalds
HSGO24,Gerald E. Connolly
HSGO24,William R. Timmons IV
HSGO24,Melanie A. Stansbury
HSGO24,Tim Burchett
HSGO24,Robert Garcia
HSGO24,Marjorie Taylor Greene
HSGO24,Summer L. Lee
HSGO24,Lauren Boebert
HSGO24,Jasmine Crockett
HSGO24,Russell Fry
HSGO24,Chuck Edwards
HSGO24,Eric Burlison
HSJU01,Tom McClintock
HSJU01,Pramila Jayapal
HSJU01,Ken Buck
HSJU01,Zoe Lofgren
HSJU01,Andy Biggs
HSJU01,J. Luis Correa
HSJU01,Thomas P. Tiffany
HSJU01,Veronica Escobar
HSJU01,Chip Roy
HSJU01,Sheila Jackson Lee
HSJU01,Victoria Spartz
HSJU01,Deborah K. Ross
HSJU01,Jefferson Van Drew
HSJU01,Eric Swalwell
HSJU01,Troy E. Nehls
HSJU01,Barry Moore
HSJU01,Wesley Hunt
HSJU08,Andy Biggs
HSJU08,Sheila Jackson Lee
HSJU08,Matt Gaetz
HSJU08,Lucy McBath
HSJU08,Thomas P. Tiffany
HSJU08,Madeleine Dean
HSJU08,Troy E. Nehls
HSJU08,Cori Bush
HSJU08,Barry Moore
HSJU08,Steve Cohen
HSJU08,Kevin Kiley
HSJU08,Laurel M. Lee
HSJU08,Russell Fry
JSEC,Martin Heinrich
JSEC,David Schweikert
JSEC,Amy Klobuchar
JSEC,Jodey C. Arrington
JSEC,Margaret Wood Hassan
JSEC,Ron Estes
JSEC,Mark Kelly
JSEC,A. Drew Ferguson IV
JSEC,Peter Welch
JSEC,Lloyd Smucker
JSEC,John Fetterman
JSEC,Nicole Malliotakis
JSEC,Mike Lee
JSEC,Tom Cotton
JSEC,Eric Schmitt
JSEC,J.D. Vance
JSEC,"Donald S. Beyer, Jr."
JSEC,David J. Trone
JSEC,Gwen Moore
JSEC,Katie Porter
HSAS25,Robert J. Wittman
HSAS25,Donald Norcross
HSAS25,Michael R. Turner
HSAS25,Joe Courtney
HSAS25,Doug Lamborn
HSAS25,Ruben Gallego
HSAS25,Sam Graves
HSAS25,Salud O. Carbajal
HSAS25,Don Bacon
HSAS25,Mikie Sherrill
HSAS25,Lisa C. McClain
HSAS25,Patrick Ryan
HSAS25,Pat Fallon
HSAS25,Jeff Jackson
HSAS25,Carlos A. Gimenez
HSAS25,Steven Horsford
HSAS25,Nick LaLota
HSAS25,Richard McCormick
HSAS26,Jack Bergman
HSAS26,Ruben Gallego
HSAS26,Austin Scott
HSAS26,William R. Keating
HSAS26,Elise M. Stefanik
HSAS26,Elissa Slotkin
HSAS26,Trent Kelly
HSAS26,Sara Jacobs
HSAS26,Ronny Jackson
HSAS26,Jeff Jackson
HSAS26,Nancy Mace
HSAS26,Jennifer L. McClellan
HSAS26,Morgan Luttrell
HSAS26,Jimmy Panetta
HSAS26,Cory Mills
HSII10,Thomas P. Tiffany
HSII10,Joe Neguse
HSII10,Doug Lamborn
HSII10,Katie Porter
HSII10,Tom McClintock
HSII10,Sydney Kamlager-Dove
HSII10,Russ Fulcher
HSII10,Gregorio Kilili Camacho Sablan
HSII10,Pete Stauber
HSII10,Mike Levin
HSII10,John R. Curtis
HSII10,Teresa Leger Fernandez
HSII10,Cliff Bentz
HSII10,Mary Sattler Peltola
HSII10,Jennifer Kiggans
HSII10,James C. Moylan
HSIF17,Gus M. Bilirakis
HSIF17,Janice D. Schakowsky
HSIF17,Larry Bucshon
HSIF17,Kathy Castor
HSIF17,Tim Walberg
HSIF17,Debbie Dingell
HSIF17,Jeff Duncan
HSIF17,Robin L. Kelly
HSIF17,Neal P. Dunn
HSIF17,Lisa Blunt Rochester
HSIF17,Debbie Lesko
HSIF17,Darren Soto
HSIF17,Greg Pence
HSIF17,Lori Trahan
HSIF17,Kelly Armstrong
HSIF17,Yvette D. Clarke
HSIF17,Rick W. Allen
HSIF17,Russ Fulcher
HSIF17,Diana Harshbarger
HSIF17,Kat Cammack
HSJU03,Darrell Issa
HSJU03,"Henry C. ""Hank"" Johnson, Jr."
HSJU03,Thomas Massie
HSJU03,Ted Lieu
HSJU03,Scott Fitzgerald
HSJU03,Joe Neguse
HSJU03,Cliff Bentz
HSJU03,Deborah K. Ross
HSJU03,Ben Cline
HSJU03,Adam B. Schiff
HSJU03,Lance Gooden
HSJU03,Zoe Lofgren
HSJU03,Kevin Kiley
HSJU03,Madeleine Dean
HSJU03,Nathaniel Moran
HSJU03,Glenn Ivey
HSJU03,Laurel M. Lee
HSJU03,Russell Fry
HSAG22,Dusty Johnson
HSAG22,Yadira Caraveo
HSAG22,Frank D. Lucas
HSAG22,Donald G. Davis
HSAG22,Austin Scott
HSAG22,Jim Costa
HSAG22,David Rouzer
HSAG22,Andrea Salinas
HSAG22,Don Bacon
HSAG22,Marie Gluesenkamp Perez
HSAG22,Tracey Mann
HSAG22,Nikki Budzinski
HSAG22,John W. Rose
HSAG22,Jonathan L. Jackson
HSAG22,Marcus J. Molinaro
HSAG22,Greg Casar
HSAG22,Nicholas A. Langworthy
HSAG22,Angie Craig
HSAG22,Zachary Nunn
HSAG22,Jasmine Crockett
HSAG22,Lori Chavez-DeRemer
HSAG22,Max L. Miller
HSAS03,Michael Waltz
HSAS03,John Garamendi
HSAS03,Joe Wilson
HSAS03,Mikie Sherrill
HSAS03,Austin Scott
HSAS03,Veronica Escobar
HSAS03,Mike Johnson
HSAS03,Marilyn Strickland
HSAS03,Carlos A. Gimenez
HSAS03,Gabe Vasquez
HSAS03,Brad Finstad
HSAS03,Jill N. Tokuda
HSAS03,Dale W. Strong
HSAS03,Donald G. Davis
HSAS03,Jennifer Kiggans
HSAS03,Marc A. Veasey
HSAS03,James C. Moylan
HSPW13,Scott Perry
HSPW13,Dina Titus
HSPW13,Garret Graves
HSPW13,Eleanor Holmes Norton
HSPW13,Jenniffer González-Colón
HSPW13,Sharice Davids
HSPW13,Lori Chavez-DeRemer
HSPW13,Troy A. Carter
HSPW13,Chuck Edwards
HSPW13,Grace F. Napolitano
HSPW13,Anthony D’Esposito
HSPW13,John Garamendi
HSPW13,Derrick Van Orden
HSPW13,Jared Huffman
HSPW13,Mike Ezell
HSBU,Jodey C. Arrington
HSBU,Brendan F. Boyle
HSBU,Ralph Norman
HSBU,Brian Higgins
HSBU,Tom McClintock
HSBU,Janice D. Schakowsky
HSBU,Glenn Grothman
HSBU,Earl Blumenauer
HSBU,Lloyd Smucker
HSBU,Daniel T. Kildee
HSBU,Michael C. Burgess
HSBU,Scott H. Peters
HSBU,"Earl L. ""Buddy"" Carter"
HSBU,Barbara Lee
HSBU,Ben Cline
HSBU,Lloyd Doggett
HSBU,Bob Good
HSBU,Jimmy Panetta
HSBU,Jack Bergman
HSBU,Jennifer Wexton
HSBU,A. Drew Ferguson IV
HSBU,Sheila Jackson Lee
HSBU,Chip Roy
HSBU,Ilhan Omar
HSBU,Blake D. Moore
HSBU,David J. Trone
HSBU,David G. Valadao
HSBU,Becca Balint
HSBU,Ron Estes
HSBU,"Robert C. ""Bobby"" Scott"
HSBU,Stephanie I. Bice
HSBU,Adriano Espaillat
HSBU,Lisa C. McClain
HSBU,Michelle Fischbach
HSBU,Rudy Yakym III
HSBU,Josh Brecheen
HSBU,Chuck Edwards
HSJU10,Mike Johnson
HSJU10,Mary Gay Scanlon
HSJU10,Tom McClintock
HSJU10,Steve Cohen
HSJU10,Chip Roy
HSJU10,Veronica Escobar
HSJU10,Dan Bishop
HSJU10,Cori Bush
HSJU10,Kevin Kiley
HSJU10,Sheila Jackson Lee
HSJU10,Harriet M. Hageman
HSJU10,"Henry C. ""Hank"" Johnson, Jr."
HSJU10,Wesley Hunt
HSJU10,Russell Fry
JSTX,Ron Wyden
JSTX,Jason Smith
JSTX,Debbie Stabenow
JSTX,Vern Buchanan
JSTX,Maria Cantwell
JSTX,Adrian Smith
JSTX,Mike Crapo
JSTX,Chuck Grassley
JSTX,Richard E. Neal
JSTX,Lloyd Doggett
HSIF14,Brett Guthrie
HSIF14,Anna G. Eshoo
HSIF14,Michael C. Burgess
HSIF14,John P. Sarbanes
HSIF14,Robert E. Latta
HSIF14,Tony Cárdenas
HSIF14,H. Morgan Griffith
HSIF14,Raul Ruiz
HSIF14,Gus M. Bilirakis
HSIF14,Debbie Dingell
HSIF14,Bill Johnson
HSIF14,Ann M. Kuster
HSIF14,Larry Bucshon
HSIF14,Robin L. Kelly
HSIF14,Richard Hudson
HSIF14,Nanette Diaz Barragán
HSIF14,"Earl L. ""Buddy"" Carter"
HSIF14,Lisa Blunt Rochester
HSIF14,Neal P. Dunn
HSIF14,Angie Craig
HSIF14,Greg Pence
HSIF14,Kim Schrier
HSIF14,Dan Crenshaw
HSIF14,Lori Trahan
HSIF14,John Joyce
HSIF14,Diana Harshbarger
HSIF14,Mariannette Miller-Meeks
HSIF14,Jay Obernolte
HSFA,Michael T. McCaul
HSFA,Gregory W. Meeks
HSFA,Christopher H. Smith
HSFA,Brad Sherman
HSFA,Joe Wilson
HSFA,Gerald E. Connolly
HSFA,Scott Perry
HSFA,William R. Keating
HSFA,Darrell Issa
HSFA,Ami Bera
HSFA,Ann Wagner
HSFA,Joaquin Castro
HSFA,Brian J. Mast
HSFA,Dina Titus
HSFA,Ken Buck
HSFA,Ted Lieu
HSFA,Tim Burchett
HSFA,Susan Wild
HSFA,Mark E. Green
HSFA,Dean Phillips
HSFA,Andy Barr
HSFA,Colin Z. Allred
HSFA,Ronny Jackson
HSFA,Andy Kim
HSFA,Young Kim
HSFA,Sara Jacobs
HSFA,Maria Elvira Salazar
HSFA,Kathy E. Manning
HSFA,Bill Huizenga
HSFA,Sheila Cherfilus-McCormick
HSFA,Aumua Amata Coleman Radewagen
HSFA,Greg Stanton
HSFA,J. French Hill
HSFA,Madeleine Dean
HSFA,Warren Davidson
HSFA,Jared Moskowitz
HSFA,James R. Baird
HSFA,Jonathan L. Jackson
HSFA,Michael Waltz
HSFA,Sydney Kamlager-Dove
HSFA,"Thomas H. Kean, Jr."
HSFA,Jim Costa
HSFA,Michael Lawler
HSFA,Jason Crow
HSFA,Cory Mills
HSFA,Bradley Scott Schneider
HSFA,Richard McCormick
HSFA,Nathaniel Moran
HSFA,John James
HSFA,Keith Self
HSFA05,Young Kim
HSFA05,Ami Bera
HSFA05,Ann Wagner
HSFA05,Andy Kim
HSFA05,Ken Buck
HSFA05,Brad Sherman
HSFA05,Mark E. Green
HSFA05,Gerald E. Connolly
HSFA05,Andy Barr
HSFA05,William R. Keating
HSFA05,Aumua Amata Coleman Radewagen
HSFA05,Joaquin Castro
HSFA05,Warren Davidson
HSFA05,Michael Waltz
HSFA16,John James
HSFA16,Sara Jacobs
HSFA16,Christopher H. Smith
HSFA16,Sheila Cherfilus-McCormick
HSFA16,Young Kim
HSFA16,Colin Z. Allred
HSFA16,James R. Baird
HSFA16,Jonathan L. Jackson
HSFA16,"Thomas H. Kean, Jr."
HSFA16,Cory Mills
HSSY21,Jay Obernolte
HSSY21,Valerie P. Foushee
HSSY21,Brian Babin
HSSY21,Kevin Mullin
HSSY21,Max L. Miller
HSSY21,Jeff Jackson
HSSY21,Richard McCormick
HSSY20,Brandon Williams
HSSY20,Jamaal Bowman
HSSY20,"Randy K. Weber, Sr."
HSSY20,Summer L. Lee
HSSY20,James R. Baird
HSSY20,Deborah K. Ross
HSSY20,Stephanie I. Bice
HSSY20,Eric Sorensen
HSSY20,"Charles J. ""Chuck"" Fleischmann"
HSSY20,Andrea Salinas
HSSY20,Claudia Tenney
HSSY20,Valerie P. Foushee
HSSY20,Max L. Miller
HSSY20,"Thomas H. Kean, Jr."
HSAP06,Michael K. Simpson
HSAP06,Chellie Pingree
HSAP06,Mark E. Amodei
HSAP06,Betty McCollum
HSAP06,Guy Reschenthaler
HSAP06,Derek Kilmer
HSAP06,Michael Cloud
HSAP06,Josh Harder
HSAP06,Ryan K. Zinke
HSAP06,Jake Ellzey
HSAP07,Robert B. Aderholt
HSAP07,Rosa L. DeLauro
HSAP07,Michael K. Simpson
HSAP07,Steny H. Hoyer
HSAP07,Andy Harris
HSAP07,Barbara Lee
HSAP07,"Charles J. ""Chuck"" Fleischmann"
HSAP07,Mark Pocan
HSAP07,John R. Moolenaar
HSAP07,Lois Frankel
HSAP07,Julia Letlow
HSAP07,Bonnie Watson Coleman
HSAP07,Andrew S. Clyde
HSAP07,Josh Harder
HSAP07,Jake LaTurner
HSAP07,Jake Ellzey
HSAP07,Juan Ciscomani
HSRU,Tom Cole
HSRU,James P. McGovern
HSRU,Michael C. Burgess
HSRU,Mary Gay Scanlon
HSRU,Guy Reschenthaler
HSRU,Joe Neguse
HSRU,Michelle Fischbach
HSRU,Teresa Leger Fernandez
HSRU,Thomas Massie
HSRU,Ralph Norman
HSRU,Chip Roy
HSRU,Erin Houchin
HSRU,Nicholas A. Langworthy
