member_id,member_name,member_begin_date,congress,chamber,committee_id
P000610,Stacey Plaskett,2019-01-23,116,house,HSGO
K000389,Ro Khanna,2019-01-23,116,house,HSGO
K000395,Fred Keller,2019-07-10,116,house,HSGO
G000585,Jimmy Gomez,2019-01-23,116,house,HSGO
O000172,Alexandria Ocasio-Cortez,2019-01-23,116,house,HSGO
P000617,Ayanna Pressley,2019-01-23,116,house,HSGO
T000481,Rashida Tlaib,2019-01-23,116,house,HSGO
P000618,Katie Porter,2019-12-19,116,house,HSGO
H001080,Debra Haaland,2019-12-19,116,house,HSGO
M000312,Jim McGovern,2019-01-03,116,house,HSRU
C001053,Tom Cole,2019-01-03,116,house,HSRU
H000324,Alcee L. Hastings,2019-01-04,116,house,HSRU
W000810,Rob Woodall,2019-01-04,116,house,HSRU
T000474,Norma Torres,2019-01-04,116,house,HSRU
B001248,Michael C. Burgess,2019-01-04,116,house,HSRU
P000593,Ed Perlmutter,2019-01-08,116,house,HSRU
L000589,Debbie Lesko,2019-01-04,116,house,HSRU
R000606,Jamie Raskin,2019-01-04,116,house,HSRU
S001205,Mary Gay Scanlon,2019-01-04,116,house,HSRU
M001206,Joe Morelle,2019-01-04,116,house,HSRU
S001206,Donna Shalala,2019-01-04,116,house,HSRU
D000623,Mark DeSaulnier,2019-02-13,116,house,HSRU
J000126,Eddie Bernice Johnson,2019-01-04,116,house,HSSY
L000491,Frank D. Lucas,2019-01-04,116,house,HSSY
L000397,Zoe Lofgren,2019-01-23,116,house,HSSY
B001274,Mo Brooks,2019-01-23,116,house,HSSY
L000563,Daniel Lipinski,2019-01-23,116,house,HSSY
P000599,Bill Posey,2019-01-23,116,house,HSSY
B001278,Suzanne Bonamici,2019-01-23,116,house,HSSY
W000814,Randy Weber,2019-01-23,116,house,HSSY
B001287,Ami Bera,2019-01-23,116,house,HSSY
B001291,Brian Babin,2019-01-23,116,house,HSSY
F000468,Lizzie Fletcher,2019-01-23,116,house,HSSY
B001302,Andy Biggs,2019-01-23,116,house,HSSY
M001198,Roger Marshall,2019-01-23,116,house,HSSY
S001215,Haley Stevens,2019-01-23,116,house,HSSY
N000190,Ralph Norman,2019-01-23,116,house,HSSY
H001083,Kendra Horn,2019-01-23,116,house,HSSY
C001115,Michael Cloud,2019-01-23,116,house,HSSY
S001207,Mikie Sherrill,2019-01-23,116,house,HSSY
B001306,Troy Balderson,2019-01-23,116,house,HSSY
S000344,Brad Sherman,2019-01-23,116,house,HSSY
O000168,Pete Olson,2019-01-23,116,house,HSSY
C001068,Steve Cohen,2019-01-24,116,house,HSSY
G000588,Anthony Gonzalez,2019-01-23,116,house,HSSY
M001166,Jerry McNerney,2019-01-23,116,house,HSSY
W000823,Michael Waltz,2019-01-23,116,house,HSSY
P000593,Ed Perlmutter,2019-01-23,116,house,HSSY
B001307,James Baird,2019-01-23,116,house,HSSY
T000469,Paul Tonko,2019-01-23,116,house,HSSY
F000454,Bill Foster,2019-01-23,116,house,HSSY
B001292,Donald Beyer,2019-01-23,116,house,HSSY
R000607,Francis Rooney,2019-07-24,116,house,HSSY
C001111,Charlie Crist,2019-01-23,116,house,HSSY
M001210,Greg Murphy,2019-09-26,116,house,HSSY
C001117,Sean Casten,2019-01-23,116,house,HSSY
M001209,Ben McAdams,2019-01-23,116,house,HSSY
W000825,Jennifer Wexton,2019-01-23,116,house,HSSY
L000588,Conor Lamb,2019-01-23,116,house,HSSY
C000266,Steven J. Chabot,2019-01-04,116,house,HSSM
V000081,Nydia M. Velázquez,2019-01-04,116,house,HSSM
R000600,Amata Coleman Radewagen,2019-01-24,116,house,HSSM
F000467,Abby Finkenauer,2019-01-24,116,house,HSSM
B001306,Troy Balderson,2019-01-24,116,house,HSSM
G000592,Jared Golden,2019-01-24,116,house,HSSM
H001082,Kevin Hern,2019-01-24,116,house,HSSM
K000394,Andy Kim,2019-01-24,116,house,HSSM
H001088,Jim Hagedorn,2019-01-24,116,house,HSSM
C001121,Jason Crow,2019-01-24,116,house,HSSM
S001212,Pete Stauber,2019-01-24,116,house,HSSM
D000629,Sharice Davids,2019-01-24,116,house,HSSM
B001309,Tim Burchett,2019-01-24,116,house,HSSM
C001080,Judy Chu,2019-01-24,116,house,HSSM
S001210,Ross Spano,2019-01-24,116,house,HSSM
V000131,Marc Veasey,2019-01-24,116,house,HSSM
J000302,John Joyce,2019-01-24,116,house,HSSM
E000296,Dwight Evans,2019-01-24,116,house,HSSM
B001311,Dan Bishop,2019-09-26,116,house,HSSM
S001190,Brad Schneider,2019-01-24,116,house,HSSM
E000297,Adriano Espaillat,2019-01-24,116,house,HSSM
D000630,Antonio Delgado,2019-01-24,116,house,HSSM
H001085,Chrissy Houlahan,2019-01-24,116,house,HSSM
C001119,Angie Craig,2019-02-26,116,house,HSSM
W000809,Steve Womack,2019-01-03,116,house,HSBU
Y000062,John Yarmuth,2019-01-03,116,house,HSBU
W000810,Rob Woodall,2019-01-24,116,house,HSBU
M001196,Seth Moulton,2019-01-24,116,house,HSBU
J000292,Bill Johnson,2019-01-24,116,house,HSBU
J000294,Hakeem Jeffries,2019-01-24,116,house,HSBU
S001195,Jason Smith,2019-01-24,116,house,HSBU
H001038,Brian Higgins,2019-01-24,116,house,HSBU
F000461,Bill Flores,2019-01-24,116,house,HSBU
B001296,Brendan Boyle,2019-01-24,116,house,HSBU
H001065,George Holding,2019-01-24,116,house,HSBU
K000389,Ro Khanna,2019-01-24,116,house,HSBU
S001192,Chris Stewart,2019-01-24,116,house,HSBU
D000216,Rosa DeLauro,2019-01-24,116,house,HSBU
N000190,Ralph Norman,2019-01-24,116,house,HSBU
D000399,Lloyd Doggett,2019-01-24,116,house,HSBU
P000523,David E. Price,2019-01-24,116,house,HSBU
H001082,Kevin Hern,2019-01-24,116,house,HSBU
S001145,Jan Schakowsky,2019-01-24,116,house,HSBU
R000614,Chip Roy,2019-01-24,116,house,HSBU
K000380,Dan Kildee,2019-01-24,116,house,HSBU
M001204,Daniel Meuser,2019-01-24,116,house,HSBU
P000613,Jimmy Panetta,2019-01-24,116,house,HSBU
C001120,Dan Crenshaw,2019-01-24,116,house,HSBU
M001206,Joe Morelle,2019-01-24,116,house,HSBU
B001309,Tim Burchett,2019-01-24,116,house,HSBU
H001066,Steven Horsford,2019-01-24,116,house,HSBU
S000185,Robert C. Scott,2019-01-24,116,house,HSBU
J000032,Sheila Jackson Lee,2019-01-24,116,house,HSBU
L000551,Barbara Lee,2019-01-24,116,house,HSBU
J000298,Pramila Jayapal,2019-01-24,116,house,HSBU
O000173,Ilhan Omar,2019-01-24,116,house,HSBU
S001165,Albio Sires,2019-02-13,116,house,HSBU
P000608,Scott Peters,2019-02-13,116,house,HSBU
C000754,Jim Cooper,2019-02-13,116,house,HSBU
J000289,Jim Jordan,2019-01-23,116,house,HSJU
N000002,Jerrold Nadler,2019-01-04,116,house,HSJU
C001093,Doug Collins,2019-01-04,116,house,HSJU
L000397,Zoe Lofgren,2019-01-16,116,house,HSJU
S000244,F. James Sensenbrenner,2019-01-23,116,house,HSJU
J000032,Sheila Jackson Lee,2019-01-16,116,house,HSJU
C000266,Steven J. Chabot,2019-01-23,116,house,HSJU
C001068,Steve Cohen,2019-01-16,116,house,HSJU
G000552,Louie Gohmert,2019-01-23,116,house,HSJU
J000288,Hank Johnson,2019-01-16,116,house,HSJU
B001297,Ken Buck,2019-01-23,116,house,HSJU
D000610,Ted Deutch,2019-01-16,116,house,HSJU
B001270,Karen Bass,2019-01-16,116,house,HSJU
R000591,Martha Roby,2019-01-23,116,house,HSJU
R000588,Cedric Richmond,2019-01-16,116,house,HSJU
G000578,Matt Gaetz,2019-01-23,116,house,HSJU
J000294,Hakeem Jeffries,2019-01-16,116,house,HSJU
J000299,Mike Johnson,2019-01-23,116,house,HSJU
C001084,David Cicilline,2019-01-16,116,house,HSJU
B001302,Andy Biggs,2019-01-23,116,house,HSJU
S001193,Eric Swalwell,2019-01-16,116,house,HSJU
M001177,Tom McClintock,2019-01-23,116,house,HSJU
L000582,Ted Lieu,2019-01-16,116,house,HSJU
L000589,Debbie Lesko,2019-01-23,116,house,HSJU
R000606,Jamie Raskin,2019-01-16,116,house,HSJU
R000610,Guy Reschenthaler,2019-01-23,116,house,HSJU
J000298,Pramila Jayapal,2019-01-16,116,house,HSJU
C001118,Ben Cline,2019-01-23,116,house,HSJU
D000627,Val Demings,2019-01-16,116,house,HSJU
A000377,Kelly Armstrong,2019-01-23,116,house,HSJU
C001110,J. Luis Correa,2019-01-16,116,house,HSJU
S001214,Greg Steube,2019-01-23,116,house,HSJU
S001205,Mary Gay Scanlon,2019-01-16,116,house,HSJU
G000587,Sylvia Garcia,2019-01-16,116,house,HSJU
N000191,Joe Neguse,2019-01-16,116,house,HSJU
M001208,Lucy McBath,2019-01-16,116,house,HSJU
S001211,Greg Stanton,2019-01-16,116,house,HSJU
D000631,Madeleine Dean,2019-01-16,116,house,HSJU
M001207,Debbie Mucarsel-Powell,2019-01-16,116,house,HSJU
E000299,Veronica Escobar,2019-01-16,116,house,HSJU
G000546,Sam Graves,2019-01-04,116,house,HSPW
D000191,Peter A. DeFazio,2019-01-04,116,house,HSPW
Y000033,Don Young,2019-01-23,116,house,HSPW
N000147,Eleanor Holmes Norton,2017-01-17,116,house,HSPW
C001087,Rick Crawford,2019-01-23,116,house,HSPW
J000126,Eddie Bernice Johnson,2017-01-17,116,house,HSPW
G000563,Bob Gibbs,2019-01-23,116,house,HSPW
W000806,Daniel Webster,2019-01-23,116,house,HSPW
L000560,Rick Larsen,2017-01-17,116,house,HSPW
M001184,Thomas Massie,2019-01-23,116,house,HSPW
N000179,Grace F. Napolitano,2017-01-17,116,house,HSPW
L000563,Daniel Lipinski,2017-01-17,116,house,HSPW
P000605,Scott Perry,2019-01-23,116,house,HSPW
C001068,Steve Cohen,2017-01-17,116,house,HSPW
D000619,Rodney Davis,2019-01-23,116,house,HSPW
S001165,Albio Sires,2017-01-17,116,house,HSPW
W000810,Rob Woodall,2019-01-23,116,house,HSPW
G000559,John Garamendi,2017-01-17,116,house,HSPW
K000386,John Katko,2019-01-23,116,house,HSPW
J000288,Hank Johnson,2017-01-17,116,house,HSPW
B001291,Brian Babin,2019-01-23,116,house,HSPW
C001072,André Carson,2017-01-17,116,house,HSPW
G000577,Garret Graves,2019-01-23,116,house,HSPW
T000468,Dina Titus,2017-01-17,116,house,HSPW
R000603,David Rouzer,2019-01-23,116,house,HSPW
M001185,Sean Patrick Maloney,2017-01-17,116,house,HSPW
B001295,Mike Bost,2019-01-23,116,house,HSPW
H001068,Jared Huffman,2017-01-17,116,house,HSPW
W000814,Randy Weber,2019-01-23,116,house,HSPW
B001285,Julia Brownley,2017-01-17,116,house,HSPW
L000578,Doug LaMalfa,2019-01-23,116,house,HSPW
W000808,Frederica Wilson,2017-01-17,116,house,HSPW
W000821,Bruce Westerman,2019-01-23,116,house,HSPW
P000604,Donald M. Payne Jr.,2017-01-17,116,house,HSPW
S001199,Lloyd Smucker,2019-01-23,116,house,HSPW
L000579,Alan Lowenthal,2017-01-17,116,house,HSPW
D000623,Mark DeSaulnier,2017-01-17,116,house,HSPW
M001199,Brian Mast,2019-01-23,116,house,HSPW
P000610,Stacey Plaskett,2017-01-17,116,house,HSPW
G000579,Mike Gallagher,2019-01-23,116,house,HSPW
L000562,Stephen F. Lynch,2017-01-17,116,house,HSPW
P000609,Gary Palmer,2019-01-23,116,house,HSPW
C001112,Salud Carbajal,2017-01-17,116,house,HSPW
F000466,Brian Fitzpatrick,2019-01-23,116,house,HSPW
B001304,Anthony Brown,2017-01-17,116,house,HSPW
G000582,Jenniffer González-Colón,2019-01-23,116,house,HSPW
E000297,Adriano Espaillat,2017-01-17,116,house,HSPW
B001306,Troy Balderson,2019-01-23,116,house,HSPW
M001203,Tom Malinowski,2017-01-17,116,house,HSPW
S001210,Ross Spano,2019-01-23,116,house,HSPW
S001211,Greg Stanton,2017-01-17,116,house,HSPW
S001212,Pete Stauber,2019-01-23,116,house,HSPW
M001207,Debbie Mucarsel-Powell,2017-01-17,116,house,HSPW
M001205,Carol Miller,2019-01-23,116,house,HSPW
F000468,Lizzie Fletcher,2017-01-17,116,house,HSPW
P000615,Greg Pence,2019-01-23,116,house,HSPW
A000376,Colin Allred,2017-01-17,116,house,HSPW
D000629,Sharice Davids,2017-01-17,116,house,HSPW
F000467,Abby Finkenauer,2017-01-17,116,house,HSPW
G000586,Jesús García,2017-01-17,116,house,HSPW
D000630,Antonio Delgado,2017-01-17,116,house,HSPW
P000614,Chris Pappas,2017-01-17,116,house,HSPW
C001119,Angie Craig,2017-01-17,116,house,HSPW
R000616,Harley Rouda,2017-01-17,116,house,HSPW
L000588,Conor Lamb,2019-11-19,116,house,HSPW
R000582,Phil Roe,2019-01-04,116,house,HSVR
T000472,Mark Takano,2019-01-04,116,house,HSVR
B001257,Gus Bilirakis,2019-01-23,116,house,HSVR
B001285,Julia Brownley,2019-01-17,116,house,HSVR
R000600,Amata Coleman Radewagen,2019-01-23,116,house,HSVR
R000602,Kathleen Rice,2019-01-17,116,house,HSVR
B001295,Mike Bost,2019-01-23,116,house,HSVR
L000588,Conor Lamb,2019-01-17,116,house,HSVR
D000628,Neal Dunn,2019-01-23,116,house,HSVR
L000593,Mike Levin,2019-01-17,116,house,HSVR
B001301,Jack Bergman,2019-01-23,116,house,HSVR
R000613,Max Rose,2019-01-17,116,house,HSVR
B001299,Jim Banks,2019-01-23,116,house,HSVR
P000614,Chris Pappas,2019-01-17,116,house,HSVR
B001282,Andy Barr,2019-01-23,116,house,HSVR
L000591,Elaine Luria,2019-01-17,116,house,HSVR
M001204,Daniel Meuser,2019-01-23,116,house,HSVR
L000590,Susie Lee,2019-01-17,116,house,HSVR
W000824,Steven Watkins,2019-01-23,116,house,HSVR
C001122,Joe Cunningham,2019-01-17,116,house,HSVR
R000614,Chip Roy,2019-01-23,116,house,HSVR
C001123,Gilbert Cisneros,2019-01-17,116,house,HSVR
S001214,Greg Steube,2019-01-23,116,house,HSVR
P000258,Collin C. Peterson,2019-01-17,116,house,HSVR
S001177,Gregorio Kilili Camacho Sablan,2019-01-17,116,house,HSVR
A000376,Colin Allred,2019-01-17,116,house,HSVR
U000040,Lauren Underwood,2019-01-17,116,house,HSVR
B001308,Anthony Brindisi,2019-01-17,116,house,HSVR
B000755,Kevin Brady,2019-01-03,116,house,HSWM
N000015,Richard E. Neal,2019-01-03,116,house,HSWM
N000181,Devin Nunes,,116,house,HSWM
B001260,Vern Buchanan,,116,house,HSWM
D000399,Lloyd Doggett,2019-01-15,116,house,HSWM
S001172,Adrian Smith,,116,house,HSWM
T000460,Mike Thompson,2019-01-15,116,house,HSWM
M001158,Kenny Marchant,,116,house,HSWM
L000557,John B. Larson,2019-01-15,116,house,HSWM
R000585,Tom Reed,,116,house,HSWM
B000574,Earl Blumenauer,2019-01-15,116,house,HSWM
K000376,Mike Kelly,,116,house,HSWM
K000188,Ron Kind,2019-01-15,116,house,HSWM
H001065,George Holding,,116,house,HSWM
P000096,Bill Pascrell Jr.,2019-01-15,116,house,HSWM
S001195,Jason Smith,,116,house,HSWM
D000096,Danny K. Davis,2019-01-15,116,house,HSWM
R000597,Tom Rice,,116,house,HSWM
S001156,Linda T. Sánchez,2019-01-15,116,house,HSWM
S001183,David Schweikert,,116,house,HSWM
H001038,Brian Higgins,2019-01-15,116,house,HSWM
W000813,Jackie Walorski,,116,house,HSWM
S001185,Terri Sewell,2019-01-15,116,house,HSWM
L000585,Darin M. LaHood,,116,house,HSWM
D000617,Suzan K. DelBene,2019-01-15,116,house,HSWM
W000815,Brad Wenstrup,,116,house,HSWM
C001080,Judy Chu,2019-01-15,116,house,HSWM
A000375,Jodey Arrington,,116,house,HSWM
M001160,Gwen Moore,2019-01-15,116,house,HSWM
F000465,A. Drew Ferguson,,116,house,HSWM
K000380,Dan Kildee,2019-01-15,116,house,HSWM
E000298,Ron Estes,,116,house,HSWM
B001296,Brendan Boyle,2019-01-15,116,house,HSWM
B001292,Donald Beyer,2019-01-15,116,house,HSWM
E000296,Dwight Evans,2019-01-15,116,house,HSWM
S001190,Brad Schneider,2019-01-15,116,house,HSWM
S001201,Thomas Suozzi,2019-01-15,116,house,HSWM
P000613,Jimmy Panetta,2019-01-15,116,house,HSWM
M001202,Stephanie Murphy,2019-01-15,116,house,HSWM
G000585,Jimmy Gomez,2019-01-15,116,house,HSWM
H001066,Steven Horsford,2019-01-15,116,house,HSWM
S001150,Adam B. Schiff,2019-01-03,116,house,HSIG
N000181,Devin Nunes,,116,house,HSIG
H001047,Jim Himes,2019-01-16,116,house,HSIG
C001062,K. Michael Conaway,,116,house,HSIG
S001185,Terri Sewell,2019-01-16,116,house,HSIG
T000463,Michael R. Turner,,116,house,HSIG
C001072,André Carson,2019-01-16,116,house,HSIG
W000815,Brad Wenstrup,,116,house,HSIG
S001175,Jackie Speier,2019-01-16,116,house,HSIG
S001192,Chris Stewart,,116,house,HSIG
Q000023,Mike Quigley,2019-01-16,116,house,HSIG
C001087,Rick Crawford,2019-12-19,116,house,HSIG
S001193,Eric Swalwell,2019-01-16,116,house,HSIG
S001196,Elise Stefanik,,116,house,HSIG
C001091,Joaquín Castro,2019-01-16,116,house,HSIG
H001073,Will Hurd,,116,house,HSIG
H001064,Denny Heck,2019-01-16,116,house,HSIG
W000800,Peter Welch,2019-01-16,116,house,HSIG
M001185,Sean Patrick Maloney,2019-01-16,116,house,HSIG
D000627,Val Demings,2019-01-16,116,house,HSIG
K000391,Raja Krishnamoorthi,2019-01-16,116,house,HSIG
C001066,Kathy Castor,,116,house,HSCN
G000577,Garret Graves,,116,house,HSCN
L000570,Ben Ray Luján,,116,house,HSCN
G000568,Morgan Griffith,,116,house,HSCN
B001278,Suzanne Bonamici,,116,house,HSCN
P000609,Gary Palmer,,116,house,HSCN
B001285,Julia Brownley,,116,house,HSCN
C001103,Buddy Carter,,116,house,HSCN
H001068,Jared Huffman,,116,house,HSCN
M001205,Carol Miller,,116,house,HSCN
M001200,A. Donald McEachin,,116,house,HSCN
A000377,Kelly Armstrong,,116,house,HSCN
L000593,Mike Levin,,116,house,HSCN
C001117,Sean Casten,,116,house,HSCN
N000191,Joe Neguse,,116,house,HSCN
K000381,Derek Kilmer,,116,house,HSMH
C001061,Emanuel Cleaver II,,116,house,HSMH
W000810,Rob Woodall,,116,house,HSMH
D000617,Suzan K. DelBene,,116,house,HSMH
B001284,Susan Brooks,,116,house,HSMH
L000397,Zoe Lofgren,,116,house,HSMH
D000619,Rodney Davis,,116,house,HSMH
P000607,Mark Pocan,,116,house,HSMH
N000189,Dan Newhouse,,116,house,HSMH
S001205,Mary Gay Scanlon,,116,house,HSMH
T000480,William Timmons,,116,house,HSMH
R000307,Pat Roberts,2019-01-09,116,senate,SSAF
S000770,Debbie Stabenow,2019-01-09,116,senate,SSAF
M000355,Mitch McConnell,2019-01-09,116,senate,SSAF
L000174,Patrick J. Leahy,2019-01-09,116,senate,SSAF
B001236,John Boozman,2019-01-09,116,senate,SSAF
B000944,Sherrod Brown,2019-01-09,116,senate,SSAF
H001061,John Hoeven,2019-01-09,116,senate,SSAF
K000367,Amy Klobuchar,2019-01-09,116,senate,SSAF
E000295,Joni Ernst,2019-01-09,116,senate,SSAF
B001267,Michael Bennet,2019-01-09,116,senate,SSAF
H001079,Cindy Hyde-Smith,2019-01-09,116,senate,SSAF
G000555,Kirsten E. Gillibrand,2019-01-09,116,senate,SSAF
B001310,Mike Braun,2019-01-09,116,senate,SSAF
C001070,Bob Casey,2019-01-09,116,senate,SSAF
P000612,David Perdue,2019-01-09,116,senate,SSAF
S001203,Tina Smith,2019-01-09,116,senate,SSAF
G000386,Charles E. Grassley,2019-01-09,116,senate,SSAF
D000563,Richard J. Durbin,2019-01-09,116,senate,SSAF
T000250,John Thune,2019-01-09,116,senate,SSAF
F000463,Deb Fischer,2019-01-09,116,senate,SSAF
S000320,Richard C. Shelby,2019-01-09,116,senate,SSAP
L000174,Patrick J. Leahy,2019-01-09,116,senate,SSAP
M000355,Mitch McConnell,2019-01-09,116,senate,SSAP
M001111,Patty Murray,2019-01-09,116,senate,SSAP
A000360,Lamar Alexander,2019-01-09,116,senate,SSAP
F000062,Dianne Feinstein,2019-01-09,116,senate,SSAP
C001035,Susan Collins,2019-01-09,116,senate,SSAP
D000563,Richard J. Durbin,2019-01-09,116,senate,SSAP
M001153,Lisa Murkowski,2019-01-09,116,senate,SSAP
R000122,Jack Reed,2019-01-09,116,senate,SSAP
G000359,Lindsey Graham,2019-01-09,116,senate,SSAP
T000464,Jon Tester,2019-01-09,116,senate,SSAP
B000575,Roy Blunt,2019-01-09,116,senate,SSAP
U000039,Tom Udall,2019-01-09,116,senate,SSAP
M000934,Jerry Moran,2019-01-09,116,senate,SSAP
S001181,Jeanne Shaheen,2019-01-09,116,senate,SSAP
H001061,John Hoeven,2019-01-09,116,senate,SSAP
M001176,Jeff Merkley,2019-01-09,116,senate,SSAP
B001236,John Boozman,2019-01-09,116,senate,SSAP
C001088,Christopher A. Coons,2019-01-09,116,senate,SSAP
C001047,Shelley Moore Capito,2019-01-09,116,senate,SSAP
S001194,Brian Schatz,2019-01-09,116,senate,SSAP
K000393,John Kennedy,2019-01-09,116,senate,SSAP
B001230,Tammy Baldwin,2019-01-09,116,senate,SSAP
H001079,Cindy Hyde-Smith,2019-01-09,116,senate,SSAP
M001169,Christopher S. Murphy,2019-01-09,116,senate,SSAP
D000618,Steve Daines,2019-01-09,116,senate,SSAP
M001183,Joe Manchin III,2019-01-09,116,senate,SSAP
V000128,Chris Van Hollen,2019-01-09,116,senate,SSAP
R000595,Marco Rubio,2019-01-09,116,senate,SSAP
L000575,James Lankford,2019-01-09,116,senate,SSAP
I000024,James M. Inhofe,2019-01-09,116,senate,SSAS
R000122,Jack Reed,2019-01-09,116,senate,SSAS
W000437,Roger Wicker,2019-01-09,116,senate,SSAS
S001181,Jeanne Shaheen,2019-01-09,116,senate,SSAS
F000463,Deb Fischer,2019-01-09,116,senate,SSAS
G000555,Kirsten E. Gillibrand,2019-01-09,116,senate,SSAS
C001095,Tom Cotton,2019-01-09,116,senate,SSAS
B001277,Richard Blumenthal,2019-01-09,116,senate,SSAS
R000605,Mike Rounds,2019-01-09,116,senate,SSAS
H001042,Mazie K. Hirono,2019-01-09,116,senate,SSAS
E000295,Joni Ernst,2019-01-09,116,senate,SSAS
K000384,Tim Kaine,2019-01-09,116,senate,SSAS
T000476,Thom Tillis,2019-01-09,116,senate,SSAS
K000383,Angus King,2019-01-09,116,senate,SSAS
S001198,Dan Sullivan,2019-01-09,116,senate,SSAS
H001046,Martin Heinrich,2019-01-09,116,senate,SSAS
P000612,David Perdue,2019-01-09,116,senate,SSAS
W000817,Elizabeth Warren,2019-01-09,116,senate,SSAS
C001096,Kevin Cramer,2019-01-09,116,senate,SSAS
P000595,Gary Peters,2019-01-09,116,senate,SSAS
M001183,Joe Manchin III,2019-01-09,116,senate,SSAS
S001217,Rick Scott,2019-01-09,116,senate,SSAS
D000622,Tammy Duckworth,2019-01-09,116,senate,SSAS
B001243,Marsha Blackburn,2019-01-09,116,senate,SSAS
J000300,Doug Jones,2019-01-09,116,senate,SSAS
H001089,Joshua Hawley,2019-01-09,116,senate,SSAS
C000880,Michael D. Crapo,2019-01-09,116,senate,SSBK
B000944,Sherrod Brown,2019-01-09,116,senate,SSBK
S000320,Richard C. Shelby,2019-01-09,116,senate,SSBK
R000122,Jack Reed,2019-01-09,116,senate,SSBK
T000461,Patrick J. Toomey,2019-01-09,116,senate,SSBK
M000639,Robert Menendez,2019-01-09,116,senate,SSBK
S001184,Tim Scott,2019-01-09,116,senate,SSBK
T000464,Jon Tester,2019-01-09,116,senate,SSBK
S001197,Ben Sasse,2019-01-09,116,senate,SSBK
W000805,Mark Warner,2019-01-09,116,senate,SSBK
C001095,Tom Cotton,2019-01-09,116,senate,SSBK
W000817,Elizabeth Warren,2019-01-09,116,senate,SSBK
R000605,Mike Rounds,2019-01-09,116,senate,SSBK
S001194,Brian Schatz,2019-01-09,116,senate,SSBK
P000612,David Perdue,2019-01-09,116,senate,SSBK
V000128,Chris Van Hollen,2019-01-09,116,senate,SSBK
T000476,Thom Tillis,2019-01-09,116,senate,SSBK
C001113,Catherine Cortez Masto,2019-01-09,116,senate,SSBK
K000393,John Kennedy,2019-01-09,116,senate,SSBK
J000300,Doug Jones,2019-01-09,116,senate,SSBK
S001203,Tina Smith,2019-01-09,116,senate,SSBK
M000934,Jerry Moran,2019-01-09,116,senate,SSBK
S001191,Kyrsten Sinema,2019-01-09,116,senate,SSBK
C001096,Kevin Cramer,2019-01-09,116,senate,SSBK
W000437,Roger Wicker,2019-01-09,116,senate,SSCM
C000127,Maria Cantwell,2019-01-09,116,senate,SSCM
T000250,John Thune,2019-01-09,116,senate,SSCM
K000367,Amy Klobuchar,2019-01-09,116,senate,SSCM
B000575,Roy Blunt,2019-01-09,116,senate,SSCM
B001277,Richard Blumenthal,2019-01-09,116,senate,SSCM
C001098,Ted Cruz,2019-01-09,116,senate,SSCM
S001194,Brian Schatz,2019-01-09,116,senate,SSCM
F000463,Deb Fischer,2019-01-09,116,senate,SSCM
M000133,Edward J. Markey,2019-01-09,116,senate,SSCM
M000934,Jerry Moran,2019-01-09,116,senate,SSCM
U000039,Tom Udall,2019-01-09,116,senate,SSCM
S001198,Dan Sullivan,2019-01-09,116,senate,SSCM
P000595,Gary Peters,2019-01-09,116,senate,SSCM
G000562,Cory Gardner,2019-01-09,116,senate,SSCM
B001230,Tammy Baldwin,2019-01-09,116,senate,SSCM
B001243,Marsha Blackburn,2019-01-09,116,senate,SSCM
D000622,Tammy Duckworth,2019-01-09,116,senate,SSCM
C001047,Shelley Moore Capito,2019-01-09,116,senate,SSCM
T000464,Jon Tester,2019-01-09,116,senate,SSCM
L000577,Mike Lee,2019-01-09,116,senate,SSCM
S001191,Kyrsten Sinema,2019-01-09,116,senate,SSCM
J000293,Ron Johnson,2019-01-09,116,senate,SSCM
R000608,Jacky Rosen,2019-01-09,116,senate,SSCM
Y000064,Todd Young,2019-01-09,116,senate,SSCM
S001217,Rick Scott,2019-01-09,116,senate,SSCM
M001153,Lisa Murkowski,2019-01-09,116,senate,SSEG
M001183,Joe Manchin III,2019-01-09,116,senate,SSEG
B001261,John Barrasso,2019-01-09,116,senate,SSEG
W000779,Ron Wyden,2019-01-09,116,senate,SSEG
R000584,Jim Risch,2019-01-09,116,senate,SSEG
C000127,Maria Cantwell,2019-01-09,116,senate,SSEG
L000577,Mike Lee,2019-01-09,116,senate,SSEG
S000033,Bernard Sanders,2019-01-09,116,senate,SSEG
D000618,Steve Daines,2019-01-09,116,senate,SSEG
S000770,Debbie Stabenow,2019-01-09,116,senate,SSEG
C001075,Bill Cassidy,2019-01-09,116,senate,SSEG
H001046,Martin Heinrich,2019-01-09,116,senate,SSEG
G000562,Cory Gardner,2019-01-09,116,senate,SSEG
H001042,Mazie K. Hirono,2019-01-09,116,senate,SSEG
H001079,Cindy Hyde-Smith,2019-01-09,116,senate,SSEG
K000383,Angus King,2019-01-09,116,senate,SSEG
C001113,Catherine Cortez Masto,2019-01-09,116,senate,SSEG
A000360,Lamar Alexander,2019-01-09,116,senate,SSEG
H001061,John Hoeven,2019-01-09,116,senate,SSEG
B001261,John Barrasso,2019-01-09,116,senate,SSEV
C000174,Thomas R. Carper,2019-01-09,116,senate,SSEV
I000024,James M. Inhofe,2019-01-09,116,senate,SSEV
C000141,Benjamin L. Cardin,2019-01-09,116,senate,SSEV
C001047,Shelley Moore Capito,2019-01-09,116,senate,SSEV
S000033,Bernard Sanders,2019-01-09,116,senate,SSEV
C001096,Kevin Cramer,2019-01-09,116,senate,SSEV
