name,code,begin_date,end_date,member_id
Committee on Veterans' Affairs,HSVR,,2023-01-03,A000376
Committee on Foreign Affairs,HSFA,,2023-01-03,A000376
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,A000376
Committee on Appropriations,HSAP,,2023-01-03,A000369
Committee on Energy and Commerce,HSIF,,2023-01-03,A000377
Committee on Ethics,HSSO,,2023-01-03,A000377
Select Committee on the Climate Crisis,HSCN,,2023-01-03,A000377
Committee on Ways and Means,HSWM,,2023-01-03,A000375
Committee on Financial Services,HSBA,,2023-01-03,A000148
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,A000148
Committee on Agriculture,HSAG,,2023-01-03,A000378
Committee on Financial Services,HSBA,,2023-01-03,A000378
"Committee on Science, Space, and Technology",HSSY,,2023-01-03,B001291
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,B001291
Committee on Agriculture,HSAG,,2023-01-03,B001298
Committee on Armed Services,HSAS,,2023-01-03,B001298
Committee on Agriculture,HSAG,,2023-01-03,B001307
"Committee on Science, Space, and Technology",HSSY,,2023-01-03,B001307
Committee on Agriculture,HSAG,,2023-01-03,B001306
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,B001306
Committee on Veterans' Affairs,HSVR,,2023-01-03,B001299
Committee on Armed Services,HSAS,,2023-01-03,B001299
Committee on Education and the Workforce,HSED,,2023-01-03,B001299
Committee on Financial Services,HSBA,,2023-01-03,B001282
Committee on Foreign Affairs,HSFA,,2023-01-03,B001282
Committee on Energy and Commerce,HSIF,,2023-01-03,B001300
Committee on Homeland Security,HSHM,,2023-01-03,B001300
Committee on Foreign Affairs,HSFA,,2023-01-03,B001270
Committee on the Judiciary,HSJU,,2023-01-03,B001270
Committee on Financial Services,HSBA,,2023-01-03,B001281
Committee on the Judiciary,HSJU,,2023-01-03,B000668
Committee on Natural Resources,HSII,,2023-01-03,B000668
"Committee on Science, Space, and Technology",HSSY,,2023-01-03,B001287
Committee on Foreign Affairs,HSFA,,2023-01-03,B001287
Committee on Veterans' Affairs,HSVR,,2023-01-03,B001301
Committee on Armed Services,HSAS,,2023-01-03,B001301
Committee on Ways and Means,HSWM,,2023-01-03,B001292
"Committee on Science, Space, and Technology",HSSY,,2023-01-03,B001292
"Committee on Science, Space, and Technology",HSSY,,2023-01-03,B000740
Committee on Armed Services,HSAS,,2023-01-03,B000740
Committee on the Judiciary,HSJU,,2023-01-03,B001302
Committee on Oversight and Accountability,HSGO,,2023-01-03,B001302
Committee on Energy and Commerce,HSIF,,2023-01-03,B001257
Committee on Appropriations,HSAP,,2023-01-03,B000490
Committee on the Judiciary,HSJU,,2023-01-03,B001311
Committee on Homeland Security,HSHM,,2023-01-03,B001311
Committee on Ways and Means,HSWM,,2023-01-03,B000574
Committee on Energy and Commerce,HSIF,,2023-01-03,B001303
Committee on Natural Resources,HSII,,2023-01-03,B000825
Committee on the Budget,HSBU,,2023-01-03,B000825
Select Committee on the Climate Crisis,HSCN,,2023-01-03,B001278
"Committee on Science, Space, and Technology",HSSY,,2023-01-03,B001278
Committee on Education and the Workforce,HSED,,2023-01-03,B001278
Committee on Veterans' Affairs,HSVR,,2023-01-03,B001295
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,B001295
Committee on Small Business,HSSM,,2023-01-03,B001312
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,B001312
"Committee on Science, Space, and Technology",HSSY,,2023-01-03,B001223
Committee on Education and the Workforce,HSED,,2023-01-03,B001223
Committee on Ways and Means,HSWM,,2023-01-03,B001296
Committee on the Budget,HSBU,,2023-01-03,B001296
Committee on Ways and Means,HSWM,,2023-01-03,B000755
"Committee on Science, Space, and Technology",HSSY,,2023-01-03,B001274
Committee on Armed Services,HSAS,,2023-01-03,B001274
Committee on Veterans' Affairs,HSVR,,2023-01-03,B001304
Committee on Armed Services,HSAS,,2023-01-03,B001304
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,B001304
Committee on Veterans' Affairs,HSVR,,2023-01-03,B001285
Committee on Natural Resources,HSII,,2023-01-03,B001285
Select Committee on the Climate Crisis,HSCN,,2023-01-03,B001285
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,B001285
Committee on Ways and Means,HSWM,,2023-01-03,B001260
Committee on Foreign Affairs,HSFA,,2023-01-03,B001297
Committee on the Judiciary,HSJU,,2023-01-03,B001297
Committee on Energy and Commerce,HSIF,,2023-01-03,B001275
Committee on Financial Services,HSBA,,2023-01-03,B001305
Committee on Foreign Affairs,HSFA,,2023-01-03,B001309
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,B001309
Committee on Energy and Commerce,HSIF,,2023-01-03,B001248
Committee on Rules,HSRU,,2023-01-03,B001248
Committee on the Budget,HSBU,,2023-01-03,B001248
Committee on Oversight and Accountability,HSGO,,2023-01-03,B001224
Committee on the Judiciary,HSJU,,2023-01-03,B001224
Committee on Agriculture,HSAG,,2023-01-03,B001286
Committee on Appropriations,HSAP,,2023-01-03,B001286
Committee on Energy and Commerce,HSIF,,2023-01-03,B001251
Committee on Administration,HSHA,,2023-01-03,B001251
Committee on Appropriations,HSAP,,2023-01-03,C000059
Committee on Agriculture,HSAG,,2023-01-03,C001039
Committee on Homeland Security,HSHM,,2023-01-03,C001039
Committee on Agriculture,HSAG,,2023-01-03,C001112
Committee on Armed Services,HSAS,,2023-01-03,C001112
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,C001112
Committee on Energy and Commerce,HSIF,,2023-01-03,C001097
Committee on Natural Resources,HSII,,2023-01-03,C001054
Committee on Armed Services,HSAS,,2023-01-03,C001054
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,C001072
Committee on Energy and Commerce,HSIF,,2023-01-03,C001103
Select Committee on the Climate Crisis,HSCN,,2023-01-03,C001103
Committee on the Budget,HSBU,,2023-01-03,C001103
Committee on Appropriations,HSAP,,2023-01-03,C001051
Committee on Appropriations,HSAP,,2023-01-03,C001090
Committee on Natural Resources,HSII,,2023-01-03,C001055
Committee on Appropriations,HSAP,,2023-01-03,C001055
Select Committee on the Climate Crisis,HSCN,,2023-01-03,C001117
Committee on Financial Services,HSBA,,2023-01-03,C001117
"Committee on Science, Space, and Technology",HSSY,,2023-01-03,C001117
Committee on Energy and Commerce,HSIF,,2023-01-03,C001066
Select Committee on the Climate Crisis,HSCN,,2023-01-03,C001066
Committee on Foreign Affairs,HSFA,,2023-01-03,C001091
Committee on Education and the Workforce,HSED,,2023-01-03,C001091
Committee on Education and the Workforce,HSED,,2023-01-03,C001104
Committee on Veterans' Affairs,HSVR,,2023-01-03,C001104
Committee on Foreign Affairs,HSFA,,2023-01-03,C000266
Committee on the Judiciary,HSJU,,2023-01-03,C000266
Committee on Armed Services,HSAS,,2023-01-03,C001109
Committee on Ways and Means,HSWM,,2023-01-03,C001080
Committee on Small Business,HSSM,,2023-01-03,C001080
Committee on the Budget,HSBU,,2023-01-03,C001080
Committee on Foreign Affairs,HSFA,,2023-01-03,C001084
Committee on the Judiciary,HSJU,,2023-01-03,C001084
Committee on Appropriations,HSAP,,2023-01-03,C001101
Committee on Energy and Commerce,HSIF,,2023-01-03,C001067
Committee on Homeland Security,HSHM,,2023-01-03,C001067
Committee on Financial Services,HSBA,,2023-01-03,C001061
Select Committee on the Modernization of Congress,HSMH,,2023-01-03,C001061
Committee on Homeland Security,HSHM,,2023-01-03,C001061
Committee on Appropriations,HSAP,,2023-01-03,C001118
Committee on the Budget,HSBU,,2023-01-03,C001118
Committee on Agriculture,HSAG,,2023-01-03,C001115
Committee on Oversight and Accountability,HSGO,,2023-01-03,C001115
Committee on Oversight and Accountability,HSGO,,2023-01-03,C001116
Committee on Homeland Security,HSHM,,2023-01-03,C001116
Committee on Natural Resources,HSII,,2023-01-03,C001068
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,C001068
Committee on the Judiciary,HSJU,,2023-01-03,C001068
Committee on Appropriations,HSAP,,2023-01-03,C001053
Committee on Rules,HSRU,,2023-01-03,C001053
Committee on Oversight and Accountability,HSGO,,2023-01-03,C001108
Committee on Education and the Workforce,HSED,,2023-01-03,C001108
Committee on Oversight and Accountability,HSGO,,2023-01-03,C001078
Committee on Foreign Affairs,HSFA,,2023-01-03,C001078
Committee on Oversight and Accountability,HSGO,,2023-01-03,C000754
Committee on Armed Services,HSAS,,2023-01-03,C000754
Committee on the Budget,HSBU,,2023-01-03,C000754
Committee on Agriculture,HSAG,,2023-01-03,C001110
Committee on Homeland Security,HSHM,,2023-01-03,C001110
Committee on the Judiciary,HSJU,,2023-01-03,C001110
Committee on Agriculture,HSAG,,2023-01-03,C001059
Committee on Natural Resources,HSII,,2023-01-03,C001059
Committee on Foreign Affairs,HSFA,,2023-01-03,C001059
Committee on Armed Services,HSAS,,2023-01-03,C001069
Committee on Education and the Workforce,HSED,,2023-01-03,C001069
Committee on Agriculture,HSAG,,2023-01-03,C001119
Committee on Energy and Commerce,HSIF,,2023-01-03,C001119
Committee on Small Business,HSSM,,2023-01-03,C001119
Committee on Agriculture,HSAG,,2023-01-03,C001087
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,C001087
Committee on Energy and Commerce,HSIF,,2023-01-03,C001120
Committee on Appropriations,HSAP,,2022-08-31,C001111
"Committee on Science, Space, and Technology",HSSY,,2022-08-31,C001111
Committee on Armed Services,HSAS,,2023-01-03,C001121
Committee on Small Business,HSSM,,2023-01-03,C001121
Committee on Appropriations,HSAP,,2023-01-03,C001063
Committee on Energy and Commerce,HSIF,,2023-01-03,C001114
Committee on Small Business,HSSM,,2023-01-03,D000629
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,D000629
Committee on Financial Services,HSBA,,2023-01-03,D000626
Committee on Agriculture,HSAG,,2023-01-03,D000619
Select Committee on the Modernization of Congress,HSMH,,2023-01-03,D000619
Committee on Administration,HSHA,,2023-01-03,D000619
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,D000619
Committee on Ways and Means,HSWM,,2023-01-03,D000096
Committee on Oversight and Accountability,HSGO,,2023-01-03,D000096
Committee on Financial Services,HSBA,,2023-01-03,D000631
Committee on the Judiciary,HSJU,,2023-01-03,D000631
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,D000191
Committee on Energy and Commerce,HSIF,,2023-01-03,D000197
Committee on Natural Resources,HSII,,2023-01-03,D000197
Committee on Appropriations,HSAP,,2023-01-03,D000216
Committee on Ways and Means,HSWM,,2023-01-03,D000617
Committee on Agriculture,HSAG,,2022-05-25,D000630
Committee on Small Business,HSSM,,2022-05-25,D000630
Committee on Transportation and Infrastructure,HSPW,,2022-05-25,D000630
Committee on Homeland Security,HSHM,,2023-01-03,D000627
Committee on the Judiciary,HSJU,,2023-01-03,D000627
Committee on Oversight and Accountability,HSGO,,2023-01-03,D000623
Committee on Rules,HSRU,,2023-01-03,D000623
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,D000623
Committee on Education and the Workforce,HSED,,2023-01-03,D000623
Committee on Agriculture,HSAG,,2023-01-03,D000616
Committee on Armed Services,HSAS,,2023-01-03,D000616
Committee on Ethics,HSSO,,2022-09-30,D000610
Committee on Foreign Affairs,HSFA,,2022-09-30,D000610
Committee on the Judiciary,HSJU,,2022-09-30,D000610
Committee on Appropriations,HSAP,,2023-01-03,D000600
Committee on Energy and Commerce,HSIF,,2023-01-03,D000624
Committee on Natural Resources,HSII,,2023-01-03,D000624
Committee on Ways and Means,HSWM,,2023-01-03,D000399
Committee on the Budget,HSBU,,2023-01-03,D000399
Committee on Oversight and Accountability,HSGO,,2023-01-03,D000032
Committee on Small Business,HSSM,,2023-01-03,D000032
Committee on the Budget,HSBU,,2023-01-03,D000032
Committee on Energy and Commerce,HSIF,,2023-01-03,D000482
Committee on Energy and Commerce,HSIF,,2023-01-03,D000615
Committee on Energy and Commerce,HSIF,,2023-01-03,D000628
Committee on Financial Services,HSBA,,2023-01-03,E000294
Committee on Ethics,HSSO,,2023-01-03,E000299
Select Committee on the Climate Crisis,HSCN,,2023-01-03,E000299
Committee on Armed Services,HSAS,,2023-01-03,E000299
Committee on the Judiciary,HSJU,,2023-01-03,E000299
Committee on Energy and Commerce,HSIF,,2023-01-03,E000215
Committee on Appropriations,HSAP,,2023-01-03,E000297
Committee on Education and the Workforce,HSED,,2023-01-03,E000297
Committee on Ways and Means,HSWM,,2023-01-03,E000298
Committee on Ways and Means,HSWM,,2023-01-03,E000296
Committee on Small Business,HSSM,,2023-01-03,E000296
Committee on Oversight and Accountability,HSGO,,2023-01-03,F000246
Committee on Armed Services,HSAS,,2023-01-03,F000246
Committee on Agriculture,HSAG,,2023-01-03,F000446
"Committee on Science, Space, and Technology",HSSY,,2023-01-03,F000446
Committee on the Budget,HSBU,,2023-01-03,F000446
Committee on Ways and Means,HSWM,,2023-01-03,F000465
Committee on Natural Resources,HSII,,2023-01-03,L000273
Committee on Administration,HSHA,,2023-01-03,L000273
Committee on Education and the Workforce,HSED,,2023-01-03,L000273
Committee on the Judiciary,HSJU,,2023-01-03,F000470
Committee on Agriculture,HSAG,,2023-01-03,F000470
Committee on Rules,HSRU,,2023-01-03,F000470
Committee on Education and the Workforce,HSED,,2023-01-03,F000471
Committee on the Judiciary,HSJU,,2023-01-03,F000471
Committee on Small Business,HSSM,,2023-01-03,F000471
Committee on Foreign Affairs,HSFA,,2023-01-03,F000466
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,F000466
Committee on Appropriations,HSAP,,2023-01-03,F000459
Committee on Energy and Commerce,HSIF,,2023-01-03,F000468
"Committee on Science, Space, and Technology",HSSY,,2023-01-03,F000468
Committee on Appropriations,HSAP,,2022-03-31,F000449
Committee on Financial Services,HSBA,,2023-01-03,F000454
"Committee on Science, Space, and Technology",HSSY,,2023-01-03,F000454
Committee on Oversight and Accountability,HSGO,,2023-01-03,F000450
Committee on Education and the Workforce,HSED,,2023-01-03,F000450
Committee on Veterans' Affairs,HSVR,,2023-01-03,F000462
Committee on Appropriations,HSAP,,2023-01-03,F000462
Committee on Oversight and Accountability,HSGO,,2023-01-03,F000472
Committee on Armed Services,HSAS,,2023-01-03,F000472
Committee on Natural Resources,HSII,,2023-01-03,F000469
Committee on Education and the Workforce,HSED,,2023-01-03,F000469
Committee on Armed Services,HSAS,,2023-01-03,G000578
Committee on the Judiciary,HSJU,,2023-01-03,G000578
Committee on Armed Services,HSAS,,2023-01-03,G000579
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,G000579
Committee on Veterans' Affairs,HSVR,,2023-01-03,G000574
Committee on Natural Resources,HSII,,2023-01-03,G000574
Committee on Armed Services,HSAS,,2023-01-03,G000574
Committee on Armed Services,HSAS,,2023-01-03,G000559
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,G000559
Committee on Small Business,HSSM,,2023-01-03,G000597
Committee on Homeland Security,HSHM,,2023-01-03,G000597
Committee on Natural Resources,HSII,,2023-01-03,G000586
Committee on Financial Services,HSBA,,2023-01-03,G000586
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,G000586
Committee on Appropriations,HSAP,,2023-01-03,G000061
"Committee on Science, Space, and Technology",HSSY,,2023-01-03,G000061
Committee on Financial Services,HSBA,,2023-01-03,G000587
Committee on the Judiciary,HSJU,,2023-01-03,G000587
Committee on Oversight and Accountability,HSGO,,2023-01-03,G000563
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,G000563
"Committee on Science, Space, and Technology",HSSY,,2023-01-03,G000593
Committee on Homeland Security,HSHM,,2023-01-03,G000593
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,G000593
Committee on Natural Resources,HSII,,2023-01-03,G000552
Committee on the Judiciary,HSJU,,2023-01-03,G000552
Committee on Armed Services,HSAS,,2023-01-03,G000592
Committee on Small Business,HSSM,,2023-01-03,G000592
Committee on Ways and Means,HSWM,,2023-01-03,G000585
Committee on Oversight and Accountability,HSGO,,2023-01-03,G000585
Committee on Appropriations,HSAP,,2023-01-03,G000594
Committee on Financial Services,HSBA,,2023-01-03,G000588
"Committee on Science, Space, and Technology",HSSY,,2023-01-03,G000588
Committee on Financial Services,HSBA,,2023-01-03,G000581
Committee on Foreign Affairs,HSFA,,2023-01-03,G000581
Committee on Natural Resources,HSII,,2023-01-03,G000582
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,G000582
Committee on the Budget,HSBU,,2023-01-03,G000595
Committee on Education and the Workforce,HSED,,2023-01-03,G000595
Committee on Financial Services,HSBA,,2023-01-03,G000589
Committee on Natural Resources,HSII,,2023-01-03,G000565
Committee on Oversight and Accountability,HSGO,,2023-01-03,G000565
Committee on Financial Services,HSBA,,2023-01-03,G000583
Committee on Homeland Security,HSHM,,2023-01-03,G000583
Committee on Appropriations,HSAP,,2023-01-03,G000377
Committee on Natural Resources,HSII,,2023-01-03,G000577
Select Committee on the Climate Crisis,HSCN,,2023-01-03,G000577
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,G000577
Committee on Armed Services,HSAS,,2023-01-03,G000546
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,G000546
Committee on Armed Services,HSAS,,2023-01-03,G000590
Committee on Foreign Affairs,HSFA,,2023-01-03,G000590
Committee on Financial Services,HSBA,,2023-01-03,G000553
Committee on Homeland Security,HSHM,,2023-01-03,G000553
Committee on the Budget,HSBU,2021-01-28,2021-02-04,G000596
Committee on Education and the Workforce,HSED,2021-01-28,2021-02-04,G000596
Committee on Energy and Commerce,HSIF,,2023-01-03,G000568
Select Committee on the Climate Crisis,HSCN,,2023-01-03,G000568
Committee on Natural Resources,HSII,,2023-01-03,G000551
Committee on Education and the Workforce,HSED,,2023-01-03,G000551
Committee on Oversight and Accountability,HSGO,,2023-01-03,G000576
Committee on the Budget,HSBU,,2023-01-03,G000576
Committee on Education and the Workforce,HSED,,2023-01-03,G000576
Committee on Ethics,HSSO,,2023-01-03,G000591
Committee on Homeland Security,HSHM,,2023-01-03,G000591
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,G000591
Committee on Energy and Commerce,HSIF,,2023-01-03,G000558
Committee on Agriculture,HSAG,,2022-02-17,H001088
Committee on Small Business,HSSM,,2022-02-17,H001088
Committee on Agriculture,HSAG,,2023-01-03,H001090
Committee on Appropriations,HSAP,,2023-01-03,H001090
Committee on Appropriations,HSAP,,2023-01-03,H001052
Committee on Education and the Workforce,HSED,,2023-01-03,H001086
Committee on Homeland Security,HSHM,,2023-01-03,H001086
Committee on Agriculture,HSAG,,2023-01-03,H001053
Committee on Armed Services,HSAS,,2023-01-03,H001053
Committee on Rules,HSRU,,2021-04-06,H000324
Committee on Agriculture,HSAG,,2023-01-03,H001081
Committee on Education and the Workforce,HSED,,2023-01-03,H001081
Committee on Ways and Means,HSWM,,2023-01-03,H001082
Committee on Natural Resources,HSII,,2023-01-03,H001084
Committee on Oversight and Accountability,HSGO,,2023-01-03,H001084
Committee on Appropriations,HSAP,,2023-01-03,H001056
Committee on Natural Resources,HSII,,2023-01-03,H001071
Committee on Oversight and Accountability,HSGO,,2023-01-03,H001071
Committee on Ways and Means,HSWM,,2023-01-03,H001038
Committee on the Budget,HSBU,,2023-01-03,H001038
Committee on Oversight and Accountability,HSGO,,2023-01-03,H001077
Committee on Homeland Security,HSHM,,2023-01-03,H001077
Committee on Financial Services,HSBA,,2023-01-03,H001072
Committee on Financial Services,HSBA,,2023-01-03,H001047
Committee on Appropriations,HSAP,,2023-01-03,H001091
Committee on the Budget,HSBU,,2023-01-03,H001091
Committee on Financial Services,HSBA,,2023-01-03,H001074
Committee on Ways and Means,HSWM,,2023-01-03,H001066
Committee on the Budget,HSBU,,2023-01-03,H001066
Committee on Armed Services,HSAS,,2023-01-03,H001085
Committee on Foreign Affairs,HSFA,,2023-01-03,H001085
Committee on Small Business,HSSM,,2023-01-03,H001085
Committee on Energy and Commerce,HSIF,,2023-01-03,H001067
Committee on Natural Resources,HSII,,2023-01-03,H001068
Select Committee on the Climate Crisis,HSCN,,2023-01-03,H001068
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,H001068
Committee on Financial Services,HSBA,,2023-01-03,H001058
Committee on Foreign Affairs,HSFA,,2023-01-03,I000056
Committee on the Judiciary,HSJU,,2023-01-03,I000056
Committee on Armed Services,HSAS,,2023-01-03,J000304
Committee on Foreign Affairs,HSFA,,2023-01-03,J000304
Committee on Homeland Security,HSHM,,2023-01-03,J000032
Committee on the Budget,HSBU,,2023-01-03,J000032
Committee on the Judiciary,HSJU,,2023-01-03,J000032
Committee on Armed Services,HSAS,,2023-01-03,J000305
Committee on Foreign Affairs,HSFA,,2023-01-03,J000305
Committee on Agriculture,HSAG,,2023-01-03,J000020
Committee on the Budget,HSBU,,2023-01-03,J000020
Committee on the Budget,HSBU,,2023-01-03,J000298
Committee on Education and the Workforce,HSED,,2023-01-03,J000298
Committee on the Judiciary,HSJU,,2023-01-03,J000298
Committee on the Budget,HSBU,,2023-01-03,J000294
Committee on the Judiciary,HSJU,,2023-01-03,J000294
Committee on Oversight and Accountability,HSGO,,2023-01-03,J000288
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,J000288
Committee on the Judiciary,HSJU,,2023-01-03,J000288
"Committee on Science, Space, and Technology",HSSY,,2023-01-03,J000126
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,J000126
Committee on the Judiciary,HSJU,,2023-01-03,J000299
Committee on Armed Services,HSAS,,2023-01-03,J000299
Committee on Energy and Commerce,HSIF,,2023-01-03,J000292
Committee on Agriculture,HSAG,,2023-01-03,J000301
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,J000301
Committee on Ethics,HSSO,,2023-01-03,J000306
Committee on Education and the Workforce,HSED,,2023-01-03,J000306
Committee on the Judiciary,HSJU,,2023-01-03,J000306
Committee on Oversight and Accountability,HSGO,,2023-01-03,J000289
Committee on the Judiciary,HSJU,,2023-01-03,J000289
Committee on Energy and Commerce,HSIF,,2023-01-03,J000302
Committee on Ethics,HSSO,,2023-01-03,J000295
Committee on Appropriations,HSAP,,2023-01-03,J000295
Committee on Armed Services,HSAS,,2023-01-03,K000396
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,K000396
Committee on Veterans' Affairs,HSVR,,2023-01-03,K000009
Committee on Appropriations,HSAP,,2023-01-03,K000009
Committee on Homeland Security,HSHM,,2023-01-03,K000386
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,K000386
Committee on Armed Services,HSAS,,2023-01-03,K000375
Committee on Foreign Affairs,HSFA,,2023-01-03,K000375
Committee on Oversight and Accountability,HSGO,,2023-01-03,K000395
Committee on Education and the Workforce,HSED,,2023-01-03,K000395
Committee on Ways and Means,HSWM,,2023-01-03,K000376
Committee on Energy and Commerce,HSIF,,2023-01-03,K000385
Committee on Oversight and Accountability,HSGO,,2023-01-03,K000385
Committee on Agriculture,HSAG,,2023-01-03,K000388
Committee on Armed Services,HSAS,,2023-01-03,K000388
Committee on the Budget,HSBU,,2023-01-03,K000388
Committee on Agriculture,HSAG,,2023-01-03,K000389
Committee on Oversight and Accountability,HSGO,,2023-01-03,K000389
Committee on Armed Services,HSAS,,2023-01-03,K000389
Committee on Ways and Means,HSWM,,2023-01-03,K000380
"Committee on Science, Space, and Technology",HSSY,,2023-01-03,K000380
Committee on the Budget,HSBU,,2023-01-03,K000380
Committee on Appropriations,HSAP,,2023-01-03,K000381
Select Committee on the Modernization of Congress,HSMH,,2023-01-03,K000381
Committee on Armed Services,HSAS,,2023-01-03,K000394
Committee on Foreign Affairs,HSFA,,2023-01-03,K000394
Committee on Small Business,HSSM,,2023-01-03,K000394
"Committee on Science, Space, and Technology",HSSY,,2023-01-03,K000397
Committee on Small Business,HSSM,,2023-01-03,K000397
Committee on Foreign Affairs,HSFA,,2023-01-03,K000397
Committee on Ways and Means,HSWM,,2023-01-03,K000188
Committee on Energy and Commerce,HSIF,,2023-01-03,K000378
Committee on Foreign Affairs,HSFA,,2023-01-03,K000378
Committee on Agriculture,HSAG,,2023-01-03,K000368
Committee on Appropriations,HSAP,,2023-01-03,K000368
Committee on Oversight and Accountability,HSGO,,2023-01-03,K000391
Committee on Agriculture,HSAG,,2023-01-03,K000382
Committee on Energy and Commerce,HSIF,,2023-01-03,K000382
Committee on Financial Services,HSBA,,2023-01-03,K000392
Committee on Ways and Means,HSWM,,2023-01-03,L000585
Committee on Agriculture,HSAG,,2023-01-03,L000578
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,L000578
Committee on Veterans' Affairs,HSVR,,2023-01-03,L000588
"Committee on Science, Space, and Technology",HSSY,,2023-01-03,L000588
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,L000588
Committee on Natural Resources,HSII,,2023-01-03,L000564
Committee on Armed Services,HSAS,,2023-01-03,L000564
Committee on Armed Services,HSAS,,2023-01-03,L000559
Committee on Homeland Security,HSHM,,2023-01-03,L000559
Committee on Armed Services,HSAS,,2023-01-03,L000560
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,L000560
Committee on Ways and Means,HSWM,,2023-01-03,L000557
Committee on Energy and Commerce,HSIF,,2023-01-03,L000566
Select Committee on the Modernization of Congress,HSMH,,2023-01-03,L000566
Committee on Oversight and Accountability,HSGO,,2023-01-03,L000266
"Committee on Science, Space, and Technology",HSSY,,2023-01-03,L000266
Committee on Homeland Security,HSHM,,2023-01-03,L000266
Committee on Appropriations,HSAP,,2023-01-03,L000581
Committee on Oversight and Accountability,HSGO,,2023-01-03,L000581
Committee on Agriculture,HSAG,,2023-01-03,L000586
Committee on Financial Services,HSBA,,2023-01-03,L000586
Committee on Appropriations,HSAP,,2023-01-03,L000551
Committee on the Budget,HSBU,,2023-01-03,L000551
Committee on Appropriations,HSAP,,2023-01-03,L000590
Committee on Energy and Commerce,HSIF,,2023-01-03,L000589
Committee on Rules,HSRU,,2023-01-03,L000589
Committee on Veterans' Affairs,HSVR,,2023-01-03,L000593
Committee on Natural Resources,HSII,,2023-01-03,L000593
Select Committee on the Climate Crisis,HSCN,,2023-01-03,L000593
Committee on Foreign Affairs,HSFA,,2023-01-03,L000592
Committee on Education and the Workforce,HSED,,2023-01-03,L000592
Committee on Foreign Affairs,HSFA,,2023-01-03,L000582
Committee on the Judiciary,HSJU,,2023-01-03,L000582
Select Committee on the Modernization of Congress,HSMH,,2023-01-03,L000397
"Committee on Science, Space, and Technology",HSSY,,2023-01-03,L000397
Committee on Administration,HSHA,,2023-01-03,L000397
Committee on the Judiciary,HSJU,,2023-01-03,L000397
Committee on Energy and Commerce,HSIF,,2023-01-03,L000576
Committee on Financial Services,HSBA,,2023-01-03,L000583
Committee on Administration,HSHA,,2023-01-03,L000583
Committee on Natural Resources,HSII,,2023-01-03,L000579
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,L000579
Committee on Financial Services,HSBA,,2023-01-03,L000491
"Committee on Science, Space, and Technology",HSSY,,2023-01-03,L000491
Committee on Financial Services,HSBA,,2023-01-03,L000569
Committee on Small Business,HSSM,,2023-01-03,L000569
Committee on Veterans' Affairs,HSVR,,2023-01-03,L000591
Committee on Armed Services,HSAS,,2023-01-03,L000591
Committee on Homeland Security,HSHM,,2023-01-03,L000591
Committee on Oversight and Accountability,HSGO,,2023-01-03,L000562
Committee on Financial Services,HSBA,,2023-01-03,L000562
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,L000562
Committee on Veterans' Affairs,HSVR,,2023-01-03,M000194
Committee on Oversight and Accountability,HSGO,,2023-01-03,M000194
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,M000194
Committee on Foreign Affairs,HSFA,,2023-01-03,M001203
Committee on Homeland Security,HSHM,,2023-01-03,M001203
Committee on Transportation and Infrastructure,HSPW,,2023-01-03,M001203
Committee on Foreign Affairs,HSFA,,2023-01-03,M000317
