name,code,begin_date,end_date,parent_committee_id,member_id
"Military Construction, Veterans Affairs, and Related Agencies",SSAP19,,2025-01-03,SSAP,H001046
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",SSAP01,,2025-01-03,SSAP,H001046
Energy,SSEG01,,2025-01-03,SSEG,H001046
National Parks,SSEG04,,2025-01-03,SSEG,H001046
"Public Lands, Forests, and Mining",SSEG03,,2025-01-03,SSEG,H001046
Energy and Water Development,SSAP22,,2025-01-03,SSAP,H001046
Financial Services and General Government,SSAP23,,2025-01-03,SSAP,H001046
"Interior, Environment, and Related Agencies",SSAP17,,2025-01-03,SSAP,H001046
Employment and Workplace Safety,SSHR11,,2025-01-03,SSHR,H000273
"Aviation Safety, Operations, and Innovation",SSCM33,,2025-01-03,SSCM,H000273
Primary Health and Retirement Security,SSHR12,,2025-01-03,SSHR,H000273
"Communications, Media, and Broadband",SSCM34,,2025-01-03,SSCM,H000273
"Consumer Protection, Product Safety, and Data Security",SSCM35,,2025-01-03,SSCM,H000273
Space and Science,SSCM37,,2025-01-03,SSCM,H000273
"Tourism, Trade, and Export Promotion",SSCM39,,2025-01-03,SSCM,H000273
Energy,SSEG01,,2025-01-03,SSEG,H000273
"Public Lands, Forests, and Mining",SSEG03,,2025-01-03,SSEG,H000273
Water and Power,SSEG07,,2025-01-03,SSEG,H000273
Personnel,SSAS17,,2025-01-03,SSAS,H001042
Readiness and Management Support,SSAS15,,2025-01-03,SSAS,H001042
Seapower,SSAS13,,2025-01-03,SSAS,H001042
Energy,SSEG01,,2025-01-03,SSEG,H001042
National Parks,SSEG04,,2025-01-03,SSEG,H001042
"Competition Policy, Antitrust, and Consumer Rights",SSJU01,,2025-01-03,SSJU,H001042
"Public Lands, Forests, and Mining",SSEG03,,2025-01-03,SSEG,H001042
"Federal Courts, Oversight, Agency Action, and Federal Rights",SSJU25,,2025-01-03,SSJU,H001042
"Immigration, Citizenship, and Border Safety",SSJU04,,2025-01-03,SSJU,H001042
Intellectual Property,SSJU26,,2025-01-03,SSJU,H001042
"Privacy, Technology, and the Law",SSJU28,,2025-01-03,SSJU,H001042
"Military Construction, Veterans Affairs, and Related Agencies",SSAP19,,2025-01-03,SSAP,H001061
"Transportation, Housing and Urban Development, and Related Agencies",SSAP24,,2025-01-03,SSAP,H001061
"Conservation, Climate, Forestry, and Natural Resources",SSAF14,,2025-01-03,SSAF,H001061
"Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security",SSAF17,,2025-01-03,SSAF,H001061
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",SSAP01,,2025-01-03,SSAP,H001061
Energy,SSEG01,,2025-01-03,SSEG,H001061
Defense,SSAP02,,2025-01-03,SSAP,H001061
Energy and Water Development,SSAP22,,2025-01-03,SSAP,H001061
Water and Power,SSEG07,,2025-01-03,SSEG,H001061
"Interior, Environment, and Related Agencies",SSAP17,,2025-01-03,SSAP,H001061
"Commodities, Risk Management, and Trade",SSAF13,,2025-01-03,SSAF,H001079
"Transportation, Housing and Urban Development, and Related Agencies",SSAP24,,2025-01-03,SSAP,H001079
"Conservation, Climate, Forestry, and Natural Resources",SSAF14,,2025-01-03,SSAF,H001079
"Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security",SSAF17,,2025-01-03,SSAF,H001079
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",SSAP01,,2025-01-03,SSAP,H001079
Energy,SSEG01,,2025-01-03,SSEG,H001079
National Parks,SSEG04,,2025-01-03,SSEG,H001079
Energy and Water Development,SSAP22,,2025-01-03,SSAP,H001079
Homeland Security,SSAP14,,2025-01-03,SSAP,H001079
"Labor, Health and Human Services, and Education, and Related Agencies",SSAP18,,2025-01-03,SSAP,H001079
Permanent Subcommittee on Investigations,SSGA01,,2025-01-03,SSGA,J000293
Government Operations and Border Management,SSGA22,,2025-01-03,SSGA,J000293
Health Care,SSFI10,,2025-01-03,SSFI,J000293
"International Trade, Customs, and Global Competitiveness",SSFI13,,2025-01-03,SSFI,J000293
Taxation and IRS Oversight,SSFI11,,2025-01-03,SSFI,J000293
Children and Families,SSHR09,,2025-01-03,SSHR,K000384
Employment and Workplace Safety,SSHR11,,2025-01-03,SSHR,K000384
Personnel,SSAS17,,2025-01-03,SSAS,K000384
Readiness and Management Support,SSAS15,,2025-01-03,SSAS,K000384
Seapower,SSAS13,,2025-01-03,SSAS,K000384
"Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",SSFR15,,2025-01-03,SSFR,K000384
"Near East, South Asia, Central Asia, and Counterterrorism",SSFR07,,2025-01-03,SSFR,K000384
"State Department and USAID Management, International Operations, and Bilateral International Development",SSFR14,,2025-01-03,SSFR,K000384
"Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",SSFR06,,2025-01-03,SSFR,K000384
"Fisheries, Water, and Wildlife",SSEV15,,2025-01-03,SSEV,K000377
Transportation and Infrastructure,SSEV08,,2025-01-03,SSEV,K000377
Airland,SSAS14,,2025-01-03,SSAS,K000377
Emerging Threats and Capabilities,SSAS20,,2025-01-03,SSAS,K000377
Readiness and Management Support,SSAS15,,2025-01-03,SSAS,K000377
Strategic Forces,SSAS16,,2025-01-03,SSAS,K000377
National Parks,SSEG04,,2025-01-03,SSEG,K000377
"Public Lands, Forests, and Mining",SSEG03,,2025-01-03,SSEG,K000377
Water and Power,SSEG07,,2025-01-03,SSEG,K000377
"Clean Air, Climate, and Nuclear Safety",SSEV10,,2025-01-03,SSEV,K000377
"Transportation, Housing and Urban Development, and Related Agencies",SSAP24,,2025-01-03,SSAP,K000393
"Commerce, Justice, Science, and Related Agencies",SSAP16,,2025-01-03,SSAP,K000393
Energy and Water Development,SSAP22,,2025-01-03,SSAP,K000393
Economic Policy,SSBK12,,2025-01-03,SSBK,K000393
Criminal Justice and Counterterrorism,SSJU22,,2025-01-03,SSJU,K000393
Financial Services and General Government,SSAP23,,2025-01-03,SSAP,K000393
"Federal Courts, Oversight, Agency Action, and Federal Rights",SSJU25,,2025-01-03,SSJU,K000393
Homeland Security,SSAP14,,2025-01-03,SSAP,K000393
Human Rights and the Law,SSJU27,,2025-01-03,SSJU,K000393
"Housing, Transportation, and Community Development",SSBK09,,2025-01-03,SSBK,K000393
"Labor, Health and Human Services, and Education, and Related Agencies",SSAP18,,2025-01-03,SSAP,K000393
"Privacy, Technology, and the Law",SSJU28,,2025-01-03,SSJU,K000393
"Securities, Insurance, and Investment",SSBK04,,2025-01-03,SSBK,K000393
Airland,SSAS14,,2025-01-03,SSAS,K000383
Seapower,SSAS13,,2025-01-03,SSAS,K000383
Strategic Forces,SSAS16,,2025-01-03,SSAS,K000383
Energy,SSEG01,,2025-01-03,SSEG,K000383
National Parks,SSEG04,,2025-01-03,SSEG,K000383
"Public Lands, Forests, and Mining",SSEG03,,2025-01-03,SSEG,K000383
"Communications, Media, and Broadband",SSCM34,,2025-01-03,SSCM,K000367
"Conservation, Climate, Forestry, and Natural Resources",SSAF14,,2025-01-03,SSAF,K000367
"Food and Nutrition, Specialty Crops, Organics, and Research",SSAF16,,2025-01-03,SSAF,K000367
"Consumer Protection, Product Safety, and Data Security",SSCM35,,2025-01-03,SSCM,K000367
Rural Development and Energy,SSAF15,,2025-01-03,SSAF,K000367
"Surface Transportation, Maritime, Freight, and Ports",SSCM38,,2025-01-03,SSCM,K000367
"Tourism, Trade, and Export Promotion",SSCM39,,2025-01-03,SSCM,K000367
"Competition Policy, Antitrust, and Consumer Rights",SSJU01,,2025-01-03,SSJU,K000367
Criminal Justice and Counterterrorism,SSJU22,,2025-01-03,SSJU,K000367
"Immigration, Citizenship, and Border Safety",SSJU04,,2025-01-03,SSJU,K000367
"Privacy, Technology, and the Law",SSJU28,,2025-01-03,SSJU,K000367
"Energy, Natural Resources, and Infrastructure",SSFI12,,2025-01-03,SSFI,L000575
Emerging Threats and Spending Oversight,SSGA20,,2025-01-03,SSGA,L000575
Government Operations and Border Management,SSGA22,,2025-01-03,SSGA,L000575
Health Care,SSFI10,,2025-01-03,SSFI,L000575
Taxation and IRS Oversight,SSFI11,,2025-01-03,SSFI,L000575
the Constitution,SSJU21,,2025-01-03,SSJU,L000577
National Parks,SSEG04,,2025-01-03,SSEG,L000577
"Competition Policy, Antitrust, and Consumer Rights",SSJU01,,2025-01-03,SSJU,L000577
"Public Lands, Forests, and Mining",SSEG03,,2025-01-03,SSEG,L000577
Criminal Justice and Counterterrorism,SSJU22,,2025-01-03,SSJU,L000577
Water and Power,SSEG07,,2025-01-03,SSEG,L000577
"Federal Courts, Oversight, Agency Action, and Federal Rights",SSJU25,,2025-01-03,SSJU,L000577
"Privacy, Technology, and the Law",SSJU28,,2025-01-03,SSJU,L000577
Employment and Workplace Safety,SSHR11,,2025-01-03,SSHR,L000570
Primary Health and Retirement Security,SSHR12,,2025-01-03,SSHR,L000570
"Communications, Media, and Broadband",SSCM34,,2025-01-03,SSCM,L000570
"Conservation, Climate, Forestry, and Natural Resources",SSAF14,,2025-01-03,SSAF,L000570
"Consumer Protection, Product Safety, and Data Security",SSCM35,,2025-01-03,SSCM,L000570
"Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security",SSAF17,,2025-01-03,SSAF,L000570
"Oceans, Fisheries, Climate Change, and Manufacturing",SSCM36,,2025-01-03,SSCM,L000570
Rural Development and Energy,SSAF15,,2025-01-03,SSAF,L000570
Space and Science,SSCM37,,2025-01-03,SSCM,L000570
"Fisheries, Water, and Wildlife",SSEV15,,2025-01-03,SSEV,L000571
Transportation and Infrastructure,SSEV08,,2025-01-03,SSEV,L000571
"Communications, Media, and Broadband",SSCM34,,2025-01-03,SSCM,L000571
"Consumer Protection, Product Safety, and Data Security",SSCM35,,2025-01-03,SSCM,L000571
Space and Science,SSCM37,,2025-01-03,SSCM,L000571
Economic Policy,SSBK12,,2025-01-03,SSBK,L000571
Financial Institutions and Consumer Protection,SSBK08,,2025-01-03,SSBK,L000571
"Housing, Transportation, and Community Development",SSBK09,,2025-01-03,SSBK,L000571
"Clean Air, Climate, and Nuclear Safety",SSEV10,,2025-01-03,SSEV,L000571
"Military Construction, Veterans Affairs, and Related Agencies",SSAP19,,2025-01-03,SSAP,M001183
"Transportation, Housing and Urban Development, and Related Agencies",SSAP24,,2025-01-03,SSAP,M001183
Airland,SSAS14,,2025-01-03,SSAS,M001183
Cybersecurity,SSAS21,,2025-01-03,SSAS,M001183
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",SSAP01,,2025-01-03,SSAP,M001183
"Commerce, Justice, Science, and Related Agencies",SSAP16,,2025-01-03,SSAP,M001183
Strategic Forces,SSAS16,,2025-01-03,SSAS,M001183
Energy,SSEG01,,2025-01-03,SSEG,M001183
National Parks,SSEG04,,2025-01-03,SSEG,M001183
"Public Lands, Forests, and Mining",SSEG03,,2025-01-03,SSEG,M001183
Financial Services and General Government,SSAP23,,2025-01-03,SSAP,M001183
Water and Power,SSEG07,,2025-01-03,SSEG,M001183
"Labor, Health and Human Services, and Education, and Related Agencies",SSAP18,,2025-01-03,SSAP,M001183
Transportation and Infrastructure,SSEV08,,2025-01-03,SSEV,M000133
Employment and Workplace Safety,SSHR11,,2025-01-03,SSHR,M000133
Primary Health and Retirement Security,SSHR12,,2025-01-03,SSHR,M000133
"Communications, Media, and Broadband",SSCM34,,2025-01-03,SSCM,M000133
"Consumer Protection, Product Safety, and Data Security",SSCM35,,2025-01-03,SSCM,M000133
"Oceans, Fisheries, Climate Change, and Manufacturing",SSCM36,,2025-01-03,SSCM,M000133
Space and Science,SSCM37,,2025-01-03,SSCM,M000133
"Surface Transportation, Maritime, Freight, and Ports",SSCM38,,2025-01-03,SSCM,M000133
"Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",SSEV09,,2025-01-03,SSEV,M000133
"Clean Air, Climate, and Nuclear Safety",SSEV10,,2025-01-03,SSEV,M000133
"Fisheries, Water, and Wildlife",SSEV15,,2025-01-03,SSEV,M000133
Employment and Workplace Safety,SSHR11,,2025-01-03,SSHR,M001198
Primary Health and Retirement Security,SSHR12,,2025-01-03,SSHR,M001198
"Conservation, Climate, Forestry, and Natural Resources",SSAF14,,2025-01-03,SSAF,M001198
Permanent Subcommittee on Investigations,SSGA01,,2025-01-03,SSGA,M001198
"Food and Nutrition, Specialty Crops, Organics, and Research",SSAF16,,2025-01-03,SSAF,M001198
"Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security",SSAF17,,2025-01-03,SSAF,M001198
"Military Construction, Veterans Affairs, and Related Agencies",SSAP19,,2025-01-03,SSAP,M000355
"State, Foreign Operations, and Related Programs",SSAP20,,2025-01-03,SSAP,M000355
"Commodities, Risk Management, and Trade",SSAF13,,2025-01-03,SSAF,M000355
"Conservation, Climate, Forestry, and Natural Resources",SSAF14,,2025-01-03,SSAF,M000355
"Food and Nutrition, Specialty Crops, Organics, and Research",SSAF16,,2025-01-03,SSAF,M000355
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",SSAP01,,2025-01-03,SSAP,M000355
Defense,SSAP02,,2025-01-03,SSAP,M000355
Energy and Water Development,SSAP22,,2025-01-03,SSAP,M000355
"Interior, Environment, and Related Agencies",SSAP17,,2025-01-03,SSAP,M000355
Health Care,SSFI10,,2025-01-03,SSFI,M000639
"International Trade, Customs, and Global Competitiveness",SSFI13,,2025-01-03,SSFI,M000639
Taxation and IRS Oversight,SSFI11,,2025-01-03,SSFI,M000639
Africa and Global Health Policy,SSFR09,,2025-01-03,SSFR,M000639
"East Asia, the Pacific, and International Cybersecurity Policy",SSFR02,,2025-01-03,SSFR,M000639
Europe and Regional Security Cooperation,SSFR01,,2025-01-03,SSFR,M000639
Economic Policy,SSBK12,,2025-01-03,SSBK,M000639
"Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",SSFR15,,2025-01-03,SSFR,M000639
"Near East, South Asia, Central Asia, and Counterterrorism",SSFR07,,2025-01-03,SSFR,M000639
"Housing, Transportation, and Community Development",SSBK09,,2025-01-03,SSBK,M000639
"State Department and USAID Management, International Operations, and Bilateral International Development",SSFR14,,2025-01-03,SSFR,M000639
"Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",SSFR06,,2025-01-03,SSFR,M000639
"Securities, Insurance, and Investment",SSBK04,,2025-01-03,SSBK,M000639
Transportation and Infrastructure,SSEV08,,2025-01-03,SSEV,M001176
"State, Foreign Operations, and Related Programs",SSAP20,,2025-01-03,SSAP,M001176
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",SSAP01,,2025-01-03,SSAP,M001176
"Commerce, Justice, Science, and Related Agencies",SSAP16,,2025-01-03,SSAP,M001176
Africa and Global Health Policy,SSFR09,,2025-01-03,SSFR,M001176
"East Asia, the Pacific, and International Cybersecurity Policy",SSFR02,,2025-01-03,SSFR,M001176
Energy and Water Development,SSAP22,,2025-01-03,SSAP,M001176
"Interior, Environment, and Related Agencies",SSAP17,,2025-01-03,SSAP,M001176
"Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",SSFR06,,2025-01-03,SSFR,M001176
"Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",SSEV09,,2025-01-03,SSEV,M001176
"Labor, Health and Human Services, and Education, and Related Agencies",SSAP18,,2025-01-03,SSAP,M001176
"Clean Air, Climate, and Nuclear Safety",SSEV10,,2025-01-03,SSEV,M001176
"State, Foreign Operations, and Related Programs",SSAP20,,2025-01-03,SSAP,M000934
"Aviation Safety, Operations, and Innovation",SSCM33,,2025-01-03,SSCM,M000934
"Transportation, Housing and Urban Development, and Related Agencies",SSAP24,,2025-01-03,SSAP,M000934
"Communications, Media, and Broadband",SSCM34,,2025-01-03,SSCM,M000934
"Consumer Protection, Product Safety, and Data Security",SSCM35,,2025-01-03,SSCM,M000934
"Oceans, Fisheries, Climate Change, and Manufacturing",SSCM36,,2025-01-03,SSCM,M000934
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",SSAP01,,2025-01-03,SSAP,M000934
"Commerce, Justice, Science, and Related Agencies",SSAP16,,2025-01-03,SSAP,M000934
Defense,SSAP02,,2025-01-03,SSAP,M000934
"Labor, Health and Human Services, and Education, and Related Agencies",SSAP18,,2025-01-03,SSAP,M000934
Children and Families,SSHR09,,2025-01-03,SSHR,M001190
Transportation and Infrastructure,SSEV08,,2025-01-03,SSEV,M001190
Primary Health and Retirement Security,SSHR12,,2025-01-03,SSHR,M001190
Airland,SSAS14,,2025-01-03,SSAS,M001190
Emerging Threats and Capabilities,SSAS20,,2025-01-03,SSAS,M001190
Readiness and Management Support,SSAS15,,2025-01-03,SSAS,M001190
"Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",SSEV09,,2025-01-03,SSEV,M001190
"Clean Air, Climate, and Nuclear Safety",SSEV10,,2025-01-03,SSEV,M001190
Children and Families,SSHR09,,2025-01-03,SSHR,M001153
"Military Construction, Veterans Affairs, and Related Agencies",SSAP19,,2025-01-03,SSAP,M001153
Primary Health and Retirement Security,SSHR12,,2025-01-03,SSHR,M001153
"Commerce, Justice, Science, and Related Agencies",SSAP16,,2025-01-03,SSAP,M001153
Energy,SSEG01,,2025-01-03,SSEG,M001153
Defense,SSAP02,,2025-01-03,SSAP,M001153
National Parks,SSEG04,,2025-01-03,SSEG,M001153
Energy and Water Development,SSAP22,,2025-01-03,SSAP,M001153
"Public Lands, Forests, and Mining",SSEG03,,2025-01-03,SSEG,M001153
Homeland Security,SSAP14,,2025-01-03,SSAP,M001153
"Interior, Environment, and Related Agencies",SSAP17,,2025-01-03,SSAP,M001153
"State, Foreign Operations, and Related Programs",SSAP20,,2025-01-03,SSAP,M001169
Primary Health and Retirement Security,SSHR12,,2025-01-03,SSHR,M001169
"Transportation, Housing and Urban Development, and Related Agencies",SSAP24,,2025-01-03,SSAP,M001169
Defense,SSAP02,,2025-01-03,SSAP,M001169
Europe and Regional Security Cooperation,SSFR01,,2025-01-03,SSFR,M001169
"Near East, South Asia, Central Asia, and Counterterrorism",SSFR07,,2025-01-03,SSFR,M001169
Homeland Security,SSAP14,,2025-01-03,SSAP,M001169
"State Department and USAID Management, International Operations, and Bilateral International Development",SSFR14,,2025-01-03,SSFR,M001169
"Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",SSFR06,,2025-01-03,SSFR,M001169
"Labor, Health and Human Services, and Education, and Related Agencies",SSAP18,,2025-01-03,SSAP,M001169
Legislative Branch,SSAP08,,2025-01-03,SSAP,M001169
Children and Families,SSHR09,,2025-01-03,SSHR,M001169
"State, Foreign Operations, and Related Programs",SSAP20,,2025-01-03,SSAP,M001111
Primary Health and Retirement Security,SSHR12,,2025-01-03,SSHR,M001111
"Transportation, Housing and Urban Development, and Related Agencies",SSAP24,,2025-01-03,SSAP,M001111
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",SSAP01,,2025-01-03,SSAP,M001111
"Commerce, Justice, Science, and Related Agencies",SSAP16,,2025-01-03,SSAP,M001111
Defense,SSAP02,,2025-01-03,SSAP,M001111
Energy and Water Development,SSAP22,,2025-01-03,SSAP,M001111
Financial Services and General Government,SSAP23,,2025-01-03,SSAP,M001111
Homeland Security,SSAP14,,2025-01-03,SSAP,M001111
"Interior, Environment, and Related Agencies",SSAP17,,2025-01-03,SSAP,M001111
"Labor, Health and Human Services, and Education, and Related Agencies",SSAP18,,2025-01-03,SSAP,M001111
Legislative Branch,SSAP08,,2025-01-03,SSAP,M001111
"Military Construction, Veterans Affairs, and Related Agencies",SSAP19,,2025-01-03,SSAP,M001111
Children and Families,SSHR09,,2025-01-03,SSHR,M001111
Permanent Subcommittee on Investigations,SSGA01,,2025-01-03,SSGA,O000174
Emerging Threats and Spending Oversight,SSGA20,,2025-01-03,SSGA,O000174
Criminal Justice and Counterterrorism,SSJU22,,2025-01-03,SSJU,O000174
Human Rights and the Law,SSJU27,,2025-01-03,SSJU,O000174
Intellectual Property,SSJU26,,2025-01-03,SSJU,O000174
"Privacy, Technology, and the Law",SSJU28,,2025-01-03,SSJU,O000174
the Constitution,SSJU21,,2025-01-03,SSJU,O000174
Transportation and Infrastructure,SSEV08,,2025-01-03,SSEV,P000145
Permanent Subcommittee on Investigations,SSGA01,,2025-01-03,SSGA,P000145
Government Operations and Border Management,SSGA22,,2025-01-03,SSGA,P000145
Criminal Justice and Counterterrorism,SSJU22,,2025-01-03,SSJU,P000145
"Federal Courts, Oversight, Agency Action, and Federal Rights",SSJU25,,2025-01-03,SSJU,P000145
"Immigration, Citizenship, and Border Safety",SSJU04,,2025-01-03,SSJU,P000145
Intellectual Property,SSJU26,,2025-01-03,SSJU,P000145
"Clean Air, Climate, and Nuclear Safety",SSEV10,,2025-01-03,SSEV,P000145
"Privacy, Technology, and the Law",SSJU28,,2025-01-03,SSJU,P000145
"Fisheries, Water, and Wildlife",SSEV15,,2025-01-03,SSEV,P000145
Children and Families,SSHR09,,2025-01-03,SSHR,P000603
Primary Health and Retirement Security,SSHR12,,2025-01-03,SSHR,P000603
Permanent Subcommittee on Investigations,SSGA01,,2025-01-03,SSGA,P000603
Emerging Threats and Spending Oversight,SSGA20,,2025-01-03,SSGA,P000603
Government Operations and Border Management,SSGA22,,2025-01-03,SSGA,P000603
Africa and Global Health Policy,SSFR09,,2025-01-03,SSFR,P000603
Europe and Regional Security Cooperation,SSFR01,,2025-01-03,SSFR,P000603
"Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",SSFR15,,2025-01-03,SSFR,P000603
"State Department and USAID Management, International Operations, and Bilateral International Development",SSFR14,,2025-01-03,SSFR,P000603
"Military Construction, Veterans Affairs, and Related Agencies",SSAP19,,2025-01-03,SSAP,P000595
"Communications, Media, and Broadband",SSCM34,,2025-01-03,SSCM,P000595
Permanent Subcommittee on Investigations,SSGA01,,2025-01-03,SSGA,P000595
Emerging Threats and Spending Oversight,SSGA20,,2025-01-03,SSGA,P000595
Airland,SSAS14,,2025-01-03,SSAS,P000595
Government Operations and Border Management,SSGA22,,2025-01-03,SSGA,P000595
Cybersecurity,SSAS21,,2025-01-03,SSAS,P000595
Space and Science,SSCM37,,2025-01-03,SSCM,P000595
Emerging Threats and Capabilities,SSAS20,,2025-01-03,SSAS,P000595
"Surface Transportation, Maritime, Freight, and Ports",SSCM38,,2025-01-03,SSCM,P000595
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",SSAP01,,2025-01-03,SSAP,P000595
Seapower,SSAS13,,2025-01-03,SSAS,P000595
"Commerce, Justice, Science, and Related Agencies",SSAP16,,2025-01-03,SSAP,P000595
Homeland Security,SSAP14,,2025-01-03,SSAP,P000595
"Interior, Environment, and Related Agencies",SSAP17,,2025-01-03,SSAP,P000595
"Transportation, Housing and Urban Development, and Related Agencies",SSAP24,,2025-01-03,SSAP,R000122
Airland,SSAS14,,2025-01-03,SSAS,R000122
Cybersecurity,SSAS21,,2025-01-03,SSAS,R000122
Emerging Threats and Capabilities,SSAS20,,2025-01-03,SSAS,R000122
Personnel,SSAS17,,2025-01-03,SSAS,R000122
Readiness and Management Support,SSAS15,,2025-01-03,SSAS,R000122
Seapower,SSAS13,,2025-01-03,SSAS,R000122
"Commerce, Justice, Science, and Related Agencies",SSAP16,,2025-01-03,SSAP,R000122
Strategic Forces,SSAS16,,2025-01-03,SSAS,R000122
Defense,SSAP02,,2025-01-03,SSAP,R000122
Economic Policy,SSBK12,,2025-01-03,SSBK,R000122
"Housing, Transportation, and Community Development",SSBK09,,2025-01-03,SSBK,R000122
"Interior, Environment, and Related Agencies",SSAP17,,2025-01-03,SSAP,R000122
"Labor, Health and Human Services, and Education, and Related Agencies",SSAP18,,2025-01-03,SSAP,R000122
"Securities, Insurance, and Investment",SSBK04,,2025-01-03,SSBK,R000122
Legislative Branch,SSAP08,,2025-01-03,SSAP,R000122
"Military Construction, Veterans Affairs, and Related Agencies",SSAP19,,2025-01-03,SSAP,R000122
"Fisheries, Water, and Wildlife",SSEV15,,2025-01-03,SSEV,R000618
Transportation and Infrastructure,SSEV08,,2025-01-03,SSEV,R000618
"East Asia, the Pacific, and International Cybersecurity Policy",SSFR02,,2025-01-03,SSFR,R000618
Europe and Regional Security Cooperation,SSFR01,,2025-01-03,SSFR,R000618
"State Department and USAID Management, International Operations, and Bilateral International Development",SSFR14,,2025-01-03,SSFR,R000618
"Clean Air, Climate, and Nuclear Safety",SSEV10,,2025-01-03,SSEV,R000618
Energy,SSEG01,,2025-01-03,SSEG,R000584
Africa and Global Health Policy,SSFR09,,2025-01-03,SSFR,R000584
"East Asia, the Pacific, and International Cybersecurity Policy",SSFR02,,2025-01-03,SSFR,R000584
"Public Lands, Forests, and Mining",SSEG03,,2025-01-03,SSEG,R000584
Europe and Regional Security Cooperation,SSFR01,,2025-01-03,SSFR,R000584
"Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",SSFR15,,2025-01-03,SSFR,R000584
Water and Power,SSEG07,,2025-01-03,SSEG,R000584
"Near East, South Asia, Central Asia, and Counterterrorism",SSFR07,,2025-01-03,SSFR,R000584
"State Department and USAID Management, International Operations, and Bilateral International Development",SSFR14,,2025-01-03,SSFR,R000584
"Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",SSFR06,,2025-01-03,SSFR,R000584
Children and Families,SSHR09,,2025-01-03,SSHR,R000615
Employment and Workplace Safety,SSHR11,,2025-01-03,SSHR,R000615
Emerging Threats and Spending Oversight,SSGA20,,2025-01-03,SSGA,R000615
Government Operations and Border Management,SSGA22,,2025-01-03,SSGA,R000615
"East Asia, the Pacific, and International Cybersecurity Policy",SSFR02,,2025-01-03,SSFR,R000615
"Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",SSFR15,,2025-01-03,SSFR,R000615
"Near East, South Asia, Central Asia, and Counterterrorism",SSFR07,,2025-01-03,SSFR,R000615
"Aviation Safety, Operations, and Innovation",SSCM33,,2025-01-03,SSCM,R000608
"Communications, Media, and Broadband",SSCM34,,2025-01-03,SSCM,R000608
Emerging Threats and Spending Oversight,SSGA20,,2025-01-03,SSGA,R000608
Cybersecurity,SSAS21,,2025-01-03,SSAS,R000608
Emerging Threats and Capabilities,SSAS20,,2025-01-03,SSAS,R000608
"Tourism, Trade, and Export Promotion",SSCM39,,2025-01-03,SSCM,R000608
Strategic Forces,SSAS16,,2025-01-03,SSAS,R000608
Cybersecurity,SSAS21,,2025-01-03,SSAS,R000605
Personnel,SSAS17,,2025-01-03,SSAS,R000605
Strategic Forces,SSAS16,,2025-01-03,SSAS,R000605
Economic Policy,SSBK12,,2025-01-03,SSBK,R000605
"Housing, Transportation, and Community Development",SSBK09,,2025-01-03,SSBK,R000605
"Securities, Insurance, and Investment",SSBK04,,2025-01-03,SSBK,R000605
"Military Construction, Veterans Affairs, and Related Agencies",SSAP19,,2025-01-03,SSAP,R000595
"State, Foreign Operations, and Related Programs",SSAP20,,2025-01-03,SSAP,R000595
Europe and Regional Security Cooperation,SSFR01,,2025-01-03,SSFR,R000595
Financial Services and General Government,SSAP23,,2025-01-03,SSAP,R000595
"Near East, South Asia, Central Asia, and Counterterrorism",SSFR07,,2025-01-03,SSFR,R000595
"Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",SSFR06,,2025-01-03,SSFR,R000595
"Labor, Health and Human Services, and Education, and Related Agencies",SSAP18,,2025-01-03,SSAP,R000595
Legislative Branch,SSAP08,,2025-01-03,SSAP,R000595
Children and Families,SSHR09,,2025-01-03,SSHR,S000033
Transportation and Infrastructure,SSEV08,,2025-01-03,SSEV,S000033
